Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
J Hanson,DET,0,1,1,100.0,41,0,1,1,100.0,0
A Vinatieri,IND,0,1,1,100.0,26,0,2,2,100.0,0
O Mare,CHI,7,2,2,100.0,34,0,1,1,100.0,0
R Lindell,BUF,5,1,1,100.0,41,0,2,2,100.0,0
J Feely,ARZ,8,1,1,100.0,51,0,5,5,100.0,0
M Bryant,ATL,10,2,2,100.0,38,0,4,4,100.0,0
J Brown,CIN,0,2,2,100.0,32,0,4,4,100.0,0
J Scobee,JAX,0,1,1,100.0,37,0,0,0,-,0
S Suisham,PIT,0,1,1,100.0,32,0,3,3,100.0,0
S Gostkowski,NE,10,2,2,100.0,41,0,4,4,100.0,0
N Folk,NYJ,0,1,1,100.0,22,0,1,1,100.0,0
D Carpenter,MIA,10,3,3,100.0,53,0,1,1,100.0,0
G Hartley,NO,11,2,2,100.0,36,0,5,5,100.0,0
S Hauschka,SEA,0,3,3,100.0,33,0,5,6,83.3,1
G Gano,CAR,0,1,1,100.0,33,0,4,4,100.0,0
D Bailey,DAL,9,2,2,100.0,50,0,3,3,100.0,0
A Henery,PHI,7,2,2,100.0,22,0,1,1,100.0,0
B Walsh,MIN,0,5,5,100.0,53,0,3,3,100.0,0
K Forbath,WSH,0,1,1,100.0,44,0,5,5,100.0,0
J Tucker,BAL,5,1,1,100.0,45,0,2,2,100.0,0
S Janikowski,OAK,15,5,6,83.3,57,0,0,0,-,0
S Graham,HOU,17,5,6,83.3,46,0,2,2,100.0,0
D Akers,SF,0,2,3,66.7,28,0,5,5,100.0,0
M Prater,DEN,0,2,3,66.7,36,0,4,4,100.0,0
L Tynes,NYG,0,0,1,0.0,0,0,0,0,-,0
R Bironas,TEN,2,0,1,0.0,0,1,2,2,100.0,0
M Crosby,GB,0,0,2,0.0,0,0,3,3,100.0,0
G Zuerlein,STL,2,0,1,0.0,0,0,2,2,100.0,0
