Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
J Hanson,DET,0,1,1,100.0,41,0,3,3,100.0,0
A Vinatieri,IND,0,2,2,100.0,41,0,3,3,100.0,0
S Janikowski,OAK,0,2,2,100.0,47,0,2,2,100.0,0
R Lindell,BUF,0,1,1,100.0,41,0,4,4,100.0,0
S Graham,HOU,0,2,2,100.0,42,0,1,1,100.0,0
M Bryant,ATL,0,2,2,100.0,37,0,3,3,100.0,0
L Tynes,NYG,0,2,2,100.0,31,0,1,1,100.0,0
S Suisham,PIT,10,3,3,100.0,35,0,1,1,100.0,0
R Bironas,TEN,0,3,3,100.0,53,0,4,4,100.0,0
M Nugent,CIN,7,1,1,100.0,28,0,4,4,100.0,0
N Novak,SD,0,1,1,100.0,34,0,3,3,100.0,0
S Gostkowski,NE,13,3,3,100.0,48,0,4,4,100.0,0
C Barth,TB,10,2,2,100.0,45,0,4,4,100.0,0
D Carpenter,MIA,3,1,1,100.0,40,0,0,0,-,0
G Hartley,NO,7,1,1,100.0,31,0,4,4,100.0,0
D Bailey,DAL,0,1,1,100.0,30,0,5,5,100.0,0
A Henery,PHI,5,1,1,100.0,40,0,2,3,66.7,0
B Walsh,MIN,14,4,4,100.0,48,0,2,2,100.0,0
J Tucker,BAL,13,2,2,100.0,48,0,7,7,100.0,0
R Gould,CHI,6,2,3,66.7,51,0,0,0,-,0
M Prater,DEN,0,2,3,66.7,53,0,4,4,100.0,0
R Succop,KC,0,2,3,66.7,46,0,1,1,100.0,0
D Akers,SF,6,1,2,50.0,33,0,3,3,100.0,0
J Scobee,JAX,4,1,2,50.0,40,0,1,1,100.0,0
G Zuerlein,STL,0,1,2,50.0,27,0,3,3,100.0,0
J Medlock,CAR,2,0,1,0.0,0,0,2,2,100.0,0
