Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
A Vinatieri,IND,11,3,3,100.0,53,0,2,2,100.0,0
D Akers,SF,9,2,2,100.0,48,0,3,3,100.0,0
P Dawson,CLE,0,2,2,100.0,50,0,3,3,100.0,0
S Janikowski,OAK,0,2,2,100.0,27,0,1,1,100.0,0
J Feely,ARZ,0,2,2,100.0,47,0,2,2,100.0,0
S Graham,HOU,0,2,2,100.0,37,0,3,3,100.0,0
M Bryant,ATL,9,2,2,100.0,42,0,3,3,100.0,0
L Tynes,NYG,15,4,4,100.0,37,0,3,3,100.0,0
N Kaeding,MIA,8,1,1,100.0,26,0,5,5,100.0,0
R Gould,CHI,0,1,1,100.0,45,0,1,1,100.0,0
S Suisham,PIT,9,2,2,100.0,45,0,3,3,100.0,0
R Bironas,TEN,0,1,1,100.0,23,0,1,1,100.0,0
M Nugent,CIN,10,2,2,100.0,39,0,4,4,100.0,0
N Folk,NYJ,0,1,1,100.0,38,0,1,1,100.0,0
M Crosby,GB,11,3,3,100.0,54,0,2,2,100.0,0
C Barth,TB,0,2,2,100.0,52,0,4,4,100.0,0
G Hartley,NO,0,2,2,100.0,53,0,3,3,100.0,0
S Hauschka,SEA,9,2,2,100.0,25,0,3,3,100.0,0
R Succop,KC,0,1,1,100.0,33,0,2,2,100.0,0
A Henery,PHI,6,1,1,100.0,23,0,3,3,100.0,0
G Zuerlein,STL,11,3,3,100.0,42,0,2,2,100.0,0
B Walsh,MIN,0,2,2,100.0,51,0,2,2,100.0,0
J Tucker,BAL,0,3,3,100.0,56,0,2,2,100.0,0
J Hanson,DET,0,4,5,80.0,48,0,1,1,100.0,0
S Gostkowski,NE,12,4,5,80.0,53,0,0,0,-,0
B Cundiff,WSH,0,0,1,0.0,0,0,4,4,100.0,0
