Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
P Dawson,SF,0,1,1,100.0,21,0,0,0,-,0
J Feely,ARZ,13,4,4,100.0,47,0,1,1,100.0,0
B Cundiff,CLE,0,2,2,100.0,51,0,0,0,-,0
M Bryant,ATL,7,1,1,100.0,38,0,4,4,100.0,0
J Brown,NYG,11,3,3,100.0,41,0,2,2,100.0,0
J Scobee,JAX,0,1,1,100.0,27,0,0,0,-,0
R Gould,CHI,7,1,1,100.0,20,0,4,4,100.0,0
S Suisham,PIT,0,1,1,100.0,44,0,1,1,100.0,0
M Nugent,CIN,8,2,2,100.0,41,0,2,2,100.0,0
N Novak,SD,0,4,4,100.0,49,0,3,3,100.0,0
N Folk,NYJ,0,1,1,100.0,37,0,1,1,100.0,0
M Prater,DEN,0,2,2,100.0,47,0,5,5,100.0,0
M Crosby,GB,8,1,1,100.0,28,0,5,5,100.0,0
S Hauschka,SEA,9,2,2,100.0,37,0,3,3,100.0,0
G Gano,CAR,0,3,3,100.0,39,0,2,2,100.0,0
D Bailey,DAL,0,3,3,100.0,53,0,1,1,100.0,0
G Zuerlein,STL,0,1,1,100.0,29,0,3,3,100.0,0
B Walsh,MIN,0,3,3,100.0,28,0,3,3,100.0,0
C Sturgis,MIA,0,1,1,100.0,54,0,3,3,100.0,0
S Janikowski,OAK,13,4,5,80.0,46,0,1,1,100.0,0
D Carpenter,BUF,10,3,4,75.0,55,0,1,1,100.0,0
G Hartley,NO,0,3,4,75.0,44,0,1,1,100.0,0
A Henery,PHI,12,3,4,75.0,48,0,3,3,100.0,0
A Vinatieri,IND,8,2,3,66.7,38,0,2,2,100.0,0
S Gostkowski,NE,7,2,3,66.7,30,0,1,1,100.0,0
R Bironas,TEN,0,1,2,50.0,47,0,3,3,100.0,0
R Succop,KC,5,1,2,50.0,40,1,2,2,100.0,0
D Akers,DET,0,0,2,0.0,0,1,3,3,100.0,0
R Lindell,TB,2,0,1,0.0,0,0,2,2,100.0,0
J Potter,DET,0,0,1,0.0,0,0,2,2,100.0,0
J Tucker,BAL,2,0,2,0.0,0,0,2,2,100.0,0
R Bullock,HOU,2,0,3,0.0,0,0,2,2,100.0,0
