Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
A Vinatieri,IND,11,3,3,100.0,43,0,2,2,100.0,0
D Akers,DET,4,1,1,100.0,40,0,1,1,100.0,0
P Dawson,SF,0,4,4,100.0,47,0,3,3,100.0,0
S Janikowski,OAK,7,1,1,100.0,34,0,4,4,100.0,0
J Feely,ARZ,0,3,3,100.0,47,0,4,4,100.0,0
B Cundiff,CLE,7,1,1,100.0,35,0,4,4,100.0,0
M Bryant,ATL,9,2,2,100.0,51,0,3,3,100.0,0
J Scobee,JAX,8,2,2,100.0,55,0,2,2,100.0,0
R Gould,CHI,0,1,1,100.0,23,0,5,5,100.0,0
S Suisham,PIT,12,3,3,100.0,45,0,3,3,100.0,0
N Novak,SD,0,2,2,100.0,38,0,3,3,100.0,0
N Folk,NYJ,0,2,2,100.0,54,0,2,2,100.0,0
M Prater,DEN,8,2,2,100.0,42,0,2,2,100.0,0
M Crosby,GB,0,1,1,100.0,57,0,4,4,100.0,0
S Hauschka,SEA,0,3,3,100.0,49,0,2,2,100.0,0
G Gano,CAR,12,3,3,100.0,40,0,3,3,100.0,0
D Bailey,DAL,18,5,5,100.0,50,0,3,3,100.0,0
A Henery,PHI,0,3,3,100.0,51,0,1,1,100.0,0
G Zuerlein,STL,9,2,2,100.0,35,0,3,3,100.0,0
K Forbath,WSH,0,2,2,100.0,37,0,2,2,100.0,0
J Tucker,BAL,0,6,6,100.0,61,0,0,0,-,0
C Sturgis,MIA,6,1,1,100.0,32,0,3,3,100.0,0
R Bullock,HOU,0,1,1,100.0,49,0,0,0,-,0
R Bironas,TEN,10,2,3,66.7,45,0,4,4,100.0,0
S Gostkowski,NE,0,2,3,66.7,23,0,2,2,100.0,0
D Carpenter,BUF,0,2,3,66.7,42,0,3,3,100.0,0
B Walsh,MIN,12,2,3,66.7,38,0,6,6,100.0,0
G Hartley,NO,0,1,3,33.3,45,1,1,1,100.0,0
