Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
P Dawson,SF,13,4,4,100.0,52,0,1,1,100.0,0
R Lindell,TB,9,2,2,100.0,53,0,3,3,100.0,0
J Scobee,JAX,9,2,2,100.0,40,0,3,3,100.0,0
R Gould,CHI,13,3,3,100.0,34,0,4,4,100.0,0
N Novak,SD,13,3,3,100.0,43,0,4,4,100.0,0
S Gostkowski,NE,7,2,2,100.0,50,0,1,1,100.0,0
N Folk,NYJ,13,3,3,100.0,51,0,4,4,100.0,0
M Prater,DEN,15,3,3,100.0,64,0,6,6,100.0,0
M Crosby,GB,10,3,3,100.0,40,0,1,1,100.0,0
D Carpenter,BUF,0,2,2,100.0,46,0,0,0,-,0
G Hartley,NO,7,1,1,100.0,19,0,4,4,100.0,0
S Hauschka,SEA,0,1,1,100.0,31,0,2,2,100.0,0
G Zuerlein,STL,0,1,1,100.0,44,0,1,1,100.0,0
B Walsh,MIN,0,2,2,100.0,40,0,2,2,100.0,0
K Forbath,WSH,4,1,1,100.0,50,0,1,1,100.0,0
R Bullock,HOU,0,2,2,100.0,34,0,2,2,100.0,0
S Janikowski,OAK,0,2,3,66.7,41,0,3,3,100.0,0
B Cundiff,CLE,0,2,3,66.7,43,0,2,2,100.0,0
G Gano,CAR,0,2,3,66.7,45,0,1,1,100.0,0
C Sturgis,MIA,0,2,3,66.7,30,0,4,4,100.0,0
R Succop,KC,0,1,2,50.0,33,0,6,6,100.0,0
A Vinatieri,IND,0,0,1,0.0,0,0,4,4,100.0,0
J Feely,ARZ,4,0,2,0.0,0,0,4,4,100.0,0
M Bryant,ATL,0,0,1,0.0,0,0,3,3,100.0,0
