Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
A Vinatieri,IND,0,3,3,100.0,51,0,0,0,-,0
D Akers,DET,0,1,1,100.0,51,0,4,4,100.0,0
P Dawson,SF,12,3,3,100.0,44,0,3,3,100.0,0
R Lindell,TB,8,2,2,100.0,38,0,2,2,100.0,0
B Cundiff,CLE,5,1,1,100.0,40,0,2,2,100.0,0
J Scobee,JAX,0,2,2,100.0,50,0,1,1,100.0,0
R Gould,CHI,9,2,2,100.0,52,0,3,3,100.0,0
S Suisham,PIT,0,4,4,100.0,48,0,1,1,100.0,0
R Bironas,TEN,0,2,2,100.0,38,0,1,1,100.0,0
N Novak,SD,13,4,4,100.0,50,0,1,1,100.0,0
S Gostkowski,NE,12,3,3,100.0,54,0,3,3,100.0,0
N Folk,NYJ,6,2,2,100.0,39,0,0,0,-,0
D Carpenter,BUF,6,1,1,100.0,51,0,3,3,100.0,0
G Hartley,NO,0,2,2,100.0,39,0,3,3,100.0,0
S Hauschka,SEA,8,2,2,100.0,31,0,2,2,100.0,0
R Succop,KC,6,1,1,100.0,33,0,3,3,100.0,0
D Bailey,DAL,7,1,1,100.0,30,0,4,4,100.0,0
A Henery,PHI,0,1,1,100.0,24,0,4,4,100.0,0
G Zuerlein,STL,0,1,1,100.0,42,0,5,5,100.0,0
B Walsh,MIN,4,1,1,100.0,22,0,1,1,100.0,0
J Tucker,BAL,5,1,1,100.0,23,0,2,2,100.0,0
R Bullock,HOU,7,2,2,100.0,35,0,1,1,100.0,0
M Crosby,GB,0,4,5,80.0,50,0,1,1,100.0,0
K Forbath,WSH,0,3,4,75.0,33,0,1,1,100.0,0
M Nugent,CIN,0,2,3,66.7,46,0,3,3,100.0,0
S Janikowski,OAK,0,0,1,0.0,0,0,1,1,100.0,0
