Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
D Akers,DET,7,1,1,100.0,20,0,4,4,100.0,0
R Lindell,TB,7,2,2,100.0,48,0,1,1,100.0,0
J Feely,ARZ,9,2,2,100.0,39,0,3,3,100.0,0
B Cundiff,CLE,0,1,1,100.0,44,0,2,2,100.0,0
M Bryant,ATL,0,2,2,100.0,30,0,1,1,100.0,0
J Brown,NYG,0,5,5,100.0,46,0,0,0,-,0
J Scobee,JAX,4,1,1,100.0,38,0,1,1,100.0,0
S Gostkowski,NE,9,2,2,100.0,48,0,3,3,100.0,0
N Folk,NYJ,0,3,3,100.0,50,0,0,0,-,0
M Prater,DEN,9,1,1,100.0,19,0,6,6,100.0,0
M Crosby,GB,0,3,3,100.0,45,0,5,5,100.0,0
G Gano,CAR,0,1,1,100.0,29,0,4,4,100.0,0
D Bailey,DAL,0,3,3,100.0,53,0,3,3,100.0,0
B Walsh,MIN,7,1,1,100.0,36,0,4,4,100.0,0
R Succop,KC,11,3,4,75.0,42,0,2,2,100.0,0
G Zuerlein,STL,9,3,4,75.0,33,0,0,0,-,0
D Carpenter,BUF,0,1,2,50.0,37,0,2,2,100.0,0
S Suisham,PIT,0,1,3,33.3,47,0,1,1,100.0,0
C Sturgis,MIA,0,1,3,33.3,52,1,2,2,100.0,0
G Hartley,NO,5,0,2,0.0,0,0,5,5,100.0,0
