Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
A Vinatieri,IND,12,3,3,100.0,39,0,3,3,100.0,0
D Akers,DET,0,2,2,100.0,53,0,1,1,100.0,0
R Lindell,TB,0,1,1,100.0,54,0,2,2,100.0,0
M Bryant,ATL,8,2,2,100.0,42,0,2,2,100.0,0
J Scobee,JAX,0,1,1,100.0,37,0,1,1,100.0,0
S Suisham,PIT,8,2,2,100.0,32,0,2,2,100.0,0
R Bironas,TEN,10,3,3,100.0,55,0,1,1,100.0,0
M Nugent,CIN,10,2,2,100.0,39,0,4,4,100.0,0
N Novak,SD,9,2,2,100.0,36,0,3,3,100.0,0
S Gostkowski,NE,14,4,4,100.0,43,0,2,2,100.0,0
M Prater,DEN,0,2,2,100.0,54,0,4,4,100.0,0
M Crosby,GB,0,2,2,100.0,33,0,3,3,100.0,0
D Carpenter,BUF,0,2,2,100.0,51,0,2,2,100.0,0
S Hauschka,SEA,9,2,2,100.0,35,0,3,3,100.0,0
D Bailey,DAL,10,3,3,100.0,44,0,1,1,100.0,0
A Henery,PHI,0,1,1,100.0,47,0,3,3,100.0,0
G Zuerlein,STL,0,1,1,100.0,36,0,0,0,-,0
K Forbath,WSH,0,2,2,100.0,49,0,0,0,-,0
J Tucker,BAL,0,3,3,100.0,38,0,0,0,-,0
R Bullock,HOU,0,1,1,100.0,19,0,1,1,100.0,0
P Dawson,SF,0,3,4,75.0,56,0,2,2,100.0,0
J Brown,NYG,8,2,3,66.7,38,0,2,2,100.0,0
N Folk,NYJ,0,2,3,66.7,35,0,2,2,100.0,0
J Feely,ARZ,8,2,4,50.0,49,0,2,2,100.0,0
R Succop,KC,0,1,2,50.0,46,0,3,3,100.0,0
S Janikowski,OAK,2,0,1,0.0,0,0,2,2,100.0,0
