Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
D Akers,DET,10,2,2,100.0,42,0,4,4,100.0,0
R Lindell,TB,0,1,1,100.0,37,0,2,2,100.0,0
B Cundiff,CLE,4,1,1,100.0,39,0,1,1,100.0,0
M Bryant,ATL,0,1,1,100.0,23,0,2,2,100.0,0
J Brown,NYG,0,1,1,100.0,20,0,4,4,100.0,0
R Gould,CHI,6,1,1,100.0,58,0,3,3,100.0,0
R Bironas,TEN,0,3,3,100.0,44,0,1,1,100.0,0
S Gostkowski,NE,0,3,3,100.0,48,0,2,2,100.0,0
N Folk,NYJ,10,3,3,100.0,48,0,1,1,100.0,0
G Hartley,NO,11,3,3,100.0,48,0,2,2,100.0,0
S Hauschka,SEA,0,2,2,100.0,40,0,0,0,-,0
D Bailey,DAL,12,3,3,100.0,45,0,3,3,100.0,0
A Henery,PHI,0,1,1,100.0,48,0,4,4,100.0,0
G Zuerlein,STL,13,4,4,100.0,48,0,1,1,100.0,0
B Walsh,MIN,0,1,1,100.0,52,0,3,3,100.0,0
J Tucker,BAL,0,2,2,100.0,30,0,3,3,100.0,0
C Sturgis,MIA,0,3,3,100.0,49,0,2,2,100.0,0
P Dawson,SF,10,2,3,66.7,33,0,4,4,100.0,0
S Janikowski,OAK,0,1,2,50.0,38,0,2,2,100.0,0
J Feely,ARZ,0,1,2,50.0,30,0,3,3,100.0,0
R Bullock,HOU,0,1,2,50.0,41,0,4,4,100.0,0
K Forbath,WSH,3,0,1,0.0,0,0,3,3,100.0,0
