Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
S Janikowski,OAK,8,2,2,100.0,53,0,2,2,100.0,0
R Lindell,TB,0,1,1,100.0,33,0,3,3,100.0,0
B Cundiff,CLE,6,1,1,100.0,22,0,3,3,100.0,0
M Bryant,ATL,0,1,1,100.0,28,0,1,1,100.0,0
R Gould,CHI,0,2,2,100.0,27,0,3,3,100.0,0
S Suisham,PIT,0,1,1,100.0,30,0,4,4,100.0,0
M Nugent,CIN,0,2,2,100.0,54,0,2,2,100.0,0
N Novak,SD,0,1,1,100.0,19,0,3,3,100.0,0
S Gostkowski,NE,13,2,2,100.0,32,0,7,7,100.0,0
N Folk,NYJ,14,4,4,100.0,47,0,2,2,100.0,0
M Crosby,GB,8,2,2,100.0,30,0,2,2,100.0,0
D Carpenter,BUF,7,2,2,100.0,30,0,1,1,100.0,0
S Hauschka,SEA,9,2,2,100.0,36,0,3,3,100.0,0
R Succop,KC,0,3,3,100.0,41,0,2,2,100.0,0
G Gano,CAR,10,2,2,100.0,55,0,4,4,100.0,0
D Bailey,DAL,9,2,2,100.0,44,0,3,3,100.0,0
B Walsh,MIN,0,1,1,100.0,23,0,2,3,66.7,0
J Tucker,BAL,0,1,1,100.0,51,0,1,1,100.0,0
A Vinatieri,IND,0,2,3,66.7,35,1,1,1,100.0,0
G Hartley,NO,0,2,3,66.7,55,0,2,2,100.0,0
C Sturgis,MIA,8,2,3,66.7,44,0,2,2,100.0,0
K Forbath,WSH,6,1,3,33.3,47,2,3,3,100.0,0
R Bullock,HOU,6,1,4,25.0,43,0,3,3,100.0,0
G Zuerlein,STL,3,0,1,0.0,0,0,3,3,100.0,0
