Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
A Vinatieri,IND,0,3,3,100.0,50,0,3,3,100.0,0
D Akers,DET,0,2,2,100.0,35,0,3,3,100.0,0
P Dawson,SF,0,2,2,100.0,55,0,2,2,100.0,0
J Feely,ARZ,0,2,2,100.0,32,0,3,3,100.0,0
B Cundiff,CLE,0,2,2,100.0,28,0,2,2,100.0,0
M Bryant,ATL,0,2,2,100.0,49,0,2,2,100.0,0
J Brown,NYG,9,2,2,100.0,40,0,3,3,100.0,0
R Gould,CHI,11,3,3,100.0,46,0,2,2,100.0,0
S Suisham,PIT,13,3,3,100.0,34,0,4,4,100.0,0
R Bironas,TEN,9,2,2,100.0,38,0,3,3,100.0,0
M Nugent,CIN,11,2,2,100.0,41,0,5,5,100.0,0
N Novak,SD,0,3,3,100.0,50,0,1,1,100.0,0
S Gostkowski,NE,0,2,2,100.0,42,0,2,2,100.0,0
M Crosby,GB,0,2,2,100.0,57,0,1,1,100.0,0
D Carpenter,BUF,13,3,3,100.0,43,0,4,4,100.0,0
G Hartley,NO,11,3,3,100.0,42,0,2,2,100.0,0
S Hauschka,SEA,11,2,2,100.0,50,0,5,5,100.0,0
R Succop,KC,0,1,1,100.0,20,0,2,2,100.0,0
G Gano,CAR,6,1,1,100.0,43,0,3,3,100.0,0
A Henery,PHI,6,1,1,100.0,24,0,3,3,100.0,0
B Walsh,MIN,0,2,2,100.0,45,0,2,2,100.0,0
J Tucker,BAL,0,2,2,100.0,52,0,2,2,100.0,0
C Sturgis,MIA,8,2,2,100.0,37,0,2,2,100.0,0
R Bullock,HOU,11,3,3,100.0,51,0,2,2,100.0,0
R Lindell,TB,11,2,3,66.7,46,0,5,5,100.0,0
M Prater,DEN,9,2,3,66.7,54,0,3,3,100.0,0
S Janikowski,OAK,0,0,1,0.0,0,0,4,4,100.0,0
J Scobee,JAX,2,0,1,0.0,0,0,2,2,100.0,0
N Folk,NYJ,0,0,1,0.0,0,0,2,2,100.0,0
