Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
D Martin,TB,25,251,10.0,4,8,32.0,70,0,0
M Leshoure,DET,16,70,4.4,3,5,31.3,14,0,0
A Peterson,MIN,17,182,10.7,2,8,47.1,74,0,0
M Turner,ATL,20,102,5.1,1,2,10.0,43,0,0
R Bush,MIA,10,41,4.1,1,2,20.0,18,0,0
D Williams,CAR,6,37,6.2,1,1,16.7,30,0,0
M Lynch,SEA,26,124,4.8,1,6,23.1,23,0,0
M Forte,CHI,12,103,8.6,1,4,33.3,46,0,0
C Johnson,TEN,16,141,8.8,1,3,18.8,80,1,1
B Green-Ellis,CIN,17,56,3.3,1,2,11.8,6,0,0
R Rice,BAL,25,98,3.9,1,4,16.0,11,0,0
L Stephens-Howling,ARZ,17,51,3.0,1,3,17.6,11,0,0
A Foster,HOU,24,111,4.6,1,8,33.3,21,0,0
I Redman,PIT,26,147,5.7,1,9,34.6,28,0,0
J Bell,DET,13,73,5.6,1,3,23.1,14,0,0
A Brown,NYG,7,20,2.9,1,2,28.6,8,0,0
C Ivory,NO,10,48,4.8,1,2,20.0,22,0,0
S Draughn,KC,1,6,6.0,1,1,100.0,6,0,0
E Royster,WSH,4,6,1.5,1,1,25.0,3,0,0
C Newton,CAR,8,37,4.6,1,5,62.5,11,0,0
B Pierce,BAL,7,26,3.7,1,2,28.6,12,0,0
P Manning,DEN,2,-2,-1.0,0,0,0.0,-1,0,0
M Hasselbeck,TEN,2,18,9.0,0,1,50.0,16,0,0
M Vick,PHI,6,53,8.8,0,5,83.3,15,0,0
D Brees,NO,1,-1,-1.0,0,0,0.0,-1,0,0
M Schaub,HOU,1,-1,-1.0,0,0,0.0,-1,0,0
W McGahee,DEN,23,66,2.9,0,2,8.7,12,0,0
C Palmer,OAK,1,3,3.0,0,1,100.0,3,0,0
V Leach,BAL,2,8,4.0,0,1,50.0,5,0,0
B Roethlisberger,PIT,4,-1,-0.3,0,0,0.0,5,0,0
P Rivers,SD,2,-2,-1.0,0,0,0.0,-1,0,0
S Suisham,PIT,1,-1,-1.0,0,0,0.0,-1,0,0
A Rodgers,GB,8,33,4.1,0,2,25.0,25,0,0
R Fitzpatrick,BUF,2,14,7.0,0,1,50.0,11,0,0
R Brown,SD,6,38,6.3,0,4,66.7,10,0,0
M Cassel,KC,6,37,6.2,0,3,50.0,14,0,0
J Cutler,CHI,1,12,12.0,0,1,100.0,12,0,0
B Smith,BUF,1,0,0.0,0,0,0.0,0,0,0
M Robinson,SEA,3,2,0.7,0,1,33.3,6,0,0
J Campbell,CHI,3,-3,-1.0,0,0,0.0,-1,0,0
J Snelling,ATL,1,5,5.0,0,0,0.0,5,0,0
F Jackson,BUF,6,21,3.5,0,1,16.7,13,0,0
J Battle,SD,4,20,5.0,0,2,50.0,11,0,0
B Leonard,CIN,4,15,3.8,0,2,50.0,6,0,0
P Thomas,NO,6,44,7.3,0,1,16.7,19,0,0
A Bradshaw,NYG,15,48,3.2,0,2,13.3,9,0,0
L McClain,SD,1,0,0.0,0,0,0.0,0,0,0
M Ryan,ATL,1,8,8.0,0,0,0.0,8,0,0
F Jones,DAL,9,39,4.3,0,2,22.2,15,0,0
P Hillis,KC,7,14,2.0,0,2,28.6,11,0,0
