Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
S Ridley,NE,22,106,4.8,2,10,45.5,13,1,0
T Brady,NE,1,4,4.0,1,1,100.0,4,0,0
W McGahee,DEN,19,112,5.9,1,9,47.4,24,0,0
F Gore,SF,20,64,3.2,1,5,25.0,11,0,0
D Williams,CAR,11,49,4.5,1,3,27.3,13,0,0
M Lynch,SEA,20,118,5.9,1,7,35.0,18,0,0
J Battle,SD,15,39,2.6,1,2,13.3,12,0,0
J Charles,KC,17,88,5.2,1,4,23.5,37,2,2
J Flacco,BAL,2,4,2.0,1,1,50.0,3,0,0
M Stafford,DET,4,14,3.5,1,1,25.0,9,0,0
A Foster,HOU,24,86,3.6,1,4,16.7,16,0,0
L Blount,TB,6,17,2.8,1,2,33.3,6,0,0
A Dalton,CIN,6,5,0.8,1,2,33.3,5,0,0
K Hunter,SF,8,56,7.0,1,5,62.5,13,0,0
C Kaepernick,SF,5,50,10.0,1,3,60.0,30,0,0
C Newton,CAR,9,86,9.6,1,5,55.6,32,1,0
T Richardson,CLE,14,47,3.4,1,1,7.1,7,0,0
J Lane,MIA,3,2,0.7,1,2,66.7,1,0,0
B Bolden,NE,16,137,8.6,1,8,50.0,27,0,0
R Griffin III,WSH,8,36,4.5,1,3,37.5,15,1,0
A Morris,WSH,21,113,5.4,1,6,28.6,39,0,0
P Manning,DEN,1,-1,-1.0,0,0,0.0,-1,0,0
M Hasselbeck,TEN,2,3,1.5,0,0,0.0,4,0,0
M Vick,PHI,6,49,8.2,0,3,50.0,18,0,0
S Smith,CAR,1,10,10.0,0,0,0.0,10,1,1
N Burleson,DET,1,8,8.0,0,1,100.0,8,0,0
M Schaub,HOU,2,-2,-1.0,0,0,0.0,-1,0,0
T Romo,DAL,1,0,0.0,0,0,0.0,0,1,0
S Jackson,STL,18,55,3.1,0,1,5.6,23,0,0
P Rivers,SD,3,0,0.0,0,0,0.0,1,1,0
M Turner,ATL,13,103,7.9,0,6,46.2,27,0,0
C Benson,GB,18,84,4.7,0,2,11.1,9,0,0
A Rodgers,GB,5,13,2.6,0,2,40.0,10,0,0
R Fitzpatrick,BUF,3,14,4.7,0,0,0.0,7,0,0
D Sproles,NO,5,20,4.0,0,0,0.0,9,0,0
A Smith,SF,3,12,4.0,0,1,33.3,9,1,0
J Cutler,CHI,3,0,0.0,0,0,0.0,2,0,0
R Bush,MIA,17,67,3.9,0,3,17.6,21,0,0
L Washington,SEA,1,2,2.0,0,0,0.0,2,0,0
J Kuhn,GB,1,5,5.0,0,1,100.0,5,0,0
M Jones-Drew,JAX,13,38,2.9,0,4,30.8,9,0,0
F Jackson,BUF,13,29,2.2,0,1,7.7,11,1,1
B Leonard,CIN,1,3,3.0,0,0,0.0,3,0,0
T Ginn Jr.,SF,1,7,7.0,0,0,0.0,7,0,0
A Peterson,MIN,21,102,4.9,0,8,38.1,18,0,0
P Thomas,NO,9,14,1.6,0,0,0.0,6,0,0
A Bradshaw,NYG,13,39,3.0,0,2,15.4,9,0,0
D Ware,TB,1,17,17.0,0,1,100.0,17,0,0
L McClain,SD,2,4,2.0,0,0,0.0,4,0,0
M Forte,CHI,13,52,4.0,0,1,7.7,14,0,0
