Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
A Brown,NYG,20,113,5.7,2,7,35.0,31,0,0
M Turner,ATL,14,80,5.7,1,4,28.6,25,0,0
C Benson,GB,17,45,2.6,1,3,17.6,9,1,0
M Jones-Drew,JAX,28,177,6.3,1,8,28.6,59,1,0
J Charles,KC,33,233,7.1,1,9,27.3,91,0,0
M Bush,CHI,18,55,3.1,1,6,33.3,13,0,0
D McFadden,OAK,18,113,6.3,1,4,22.2,64,0,0
B Green-Ellis,CIN,17,38,2.2,1,3,17.6,9,1,1
R Rice,BAL,20,101,5.1,1,5,25.0,15,0,0
D Woodhead,NE,15,34,2.3,1,2,13.3,6,0,0
D Murray,DAL,18,38,2.1,1,1,5.6,11,0,0
D Thomas,MIA,19,69,3.6,1,2,10.5,9,1,1
C Ponder,MIN,7,33,4.7,1,2,28.6,23,0,0
C Newton,CAR,6,6,1.0,1,2,33.3,3,0,0
T Richardson,CLE,12,27,2.3,1,4,33.3,6,0,0
M Leshoure,DET,26,100,3.8,1,8,30.8,12,0,0
J Lane,MIA,2,4,2.0,1,2,100.0,3,0,0
B Bolden,NE,2,4,2.0,1,1,50.0,2,0,0
R Griffin III,WSH,13,74,5.7,1,6,46.2,19,2,1
A Morris,WSH,17,78,4.6,1,6,35.3,13,0,0
T Brady,NE,2,7,3.5,0,0,0.0,7,1,0
M Vick,PHI,4,15,3.8,0,1,25.0,20,0,0
D Brees,NO,1,-1,-1.0,0,0,0.0,-1,0,0
N Burleson,DET,2,7,3.5,0,0,0.0,4,0,0
W McGahee,DEN,12,36,3.0,0,2,16.7,15,0,0
C Palmer,OAK,2,5,2.5,0,0,0.0,6,0,0
T Romo,DAL,4,1,0.3,0,1,25.0,9,0,0
S Jackson,STL,11,29,2.6,0,2,18.2,13,0,0
M Moore,IND,2,0,0.0,0,1,50.0,3,0,0
E Manning,NYG,2,5,2.5,0,0,0.0,4,0,0
B Roethlisberger,PIT,1,8,8.0,0,0,0.0,8,0,0
P Rivers,SD,2,2,1.0,0,0,0.0,3,0,0
G Jones,JAX,1,1,1.0,0,1,100.0,1,0,0
A Rodgers,GB,2,17,8.5,0,2,100.0,16,0,0
R Fitzpatrick,BUF,6,10,1.7,0,0,0.0,7,0,0
S Hill,DET,1,-1,-1.0,0,0,0.0,-1,0,0
M Cassel,KC,1,2,2.0,0,1,100.0,2,0,0
D Sproles,NO,7,62,8.9,0,1,14.3,47,0,0
F Gore,SF,12,63,5.3,0,4,33.3,11,1,1
A Smith,SF,4,26,6.5,0,1,25.0,10,0,0
D Hester,CHI,1,8,8.0,0,0,0.0,8,0,0
J Cutler,CHI,4,18,4.5,0,1,25.0,21,0,0
R Bush,MIA,10,61,6.1,0,2,20.0,16,0,0
B Smith,BUF,2,6,3.0,0,0,0.0,4,0,0
L Washington,SEA,1,11,11.0,0,0,0.0,11,0,0
J Kuhn,GB,1,2,2.0,0,0,0.0,2,0,0
D Williams,CAR,11,50,4.5,0,1,9.1,16,0,0
J Snelling,ATL,1,3,3.0,0,1,100.0,3,0,0
M Lynch,SEA,25,98,3.9,0,4,16.0,9,0,0
J Battle,SD,3,55,18.3,0,1,33.3,52,0,0
