Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
F Jackson,BUF,16,80,5.0,2,6,37.5,14,1,1
A Luck,IND,7,11,1.6,2,3,42.9,9,0,0
S Jackson,STL,29,101,3.5,1,4,13.8,10,0,0
F Gore,SF,21,97,4.6,1,7,33.3,20,0,0
S Koch,BAL,1,7,7.0,1,1,100.0,7,0,0
M Lynch,SEA,27,124,4.6,1,5,18.5,18,1,1
A Peterson,MIN,27,171,6.3,1,7,25.9,61,0,0
C Johnson,TEN,23,126,5.5,1,5,21.7,21,0,0
J Charles,KC,23,100,4.3,1,4,17.4,12,0,0
J Flacco,BAL,1,1,1.0,1,1,100.0,1,0,0
R Rice,BAL,13,35,2.7,1,1,7.7,7,0,0
D Woodhead,NE,1,15,15.0,1,1,100.0,15,0,0
A Brown,NYG,7,65,9.3,1,5,71.4,29,0,0
C Ivory,NO,7,72,10.3,1,2,28.6,56,0,0
S Ridley,NE,22,98,4.5,1,7,31.8,24,0,0
C Kaepernick,SF,8,66,8.3,1,6,75.0,19,1,0
R Hillman,DEN,5,5,1.0,1,1,20.0,5,0,0
S Havili,PHI,1,1,1.0,1,1,100.0,1,0,0
P Manning,DEN,3,4,1.3,0,0,0.0,6,0,0
M Hasselbeck,TEN,3,-3,-1.0,0,0,0.0,-1,0,0
T Brady,NE,1,-1,-1.0,0,0,0.0,-1,0,0
M Vick,PHI,3,7,2.3,0,0,0.0,4,0,0
D Brees,NO,1,-1,-1.0,0,0,0.0,-1,0,0
S Smith,CAR,1,2,2.0,0,0,0.0,2,0,0
M Schaub,HOU,2,-2,-1.0,0,0,0.0,-1,0,0
W McGahee,DEN,14,56,4.0,0,1,7.1,13,2,1
C Palmer,OAK,1,0,0.0,0,0,0.0,0,1,1
T Romo,DAL,1,-1,-1.0,0,0,0.0,-1,0,0
V Leach,BAL,2,6,3.0,0,0,0.0,4,0,0
E Manning,NYG,1,1,1.0,0,0,0.0,1,0,0
B Roethlisberger,PIT,1,14,14.0,0,1,100.0,14,0,0
P Rivers,SD,2,5,2.5,0,0,0.0,4,0,0
M Turner,ATL,13,15,1.2,0,1,7.7,9,0,0
R Fitzpatrick,BUF,3,12,4.0,0,1,33.3,6,0,0
R Brown,SD,4,18,4.5,0,1,25.0,16,0,0
M Cassel,KC,2,12,6.0,0,1,50.0,9,0,0
A Smith,SF,2,5,2.5,0,1,50.0,4,0,0
L Vickers,DAL,2,11,5.5,0,1,50.0,13,0,0
J Cutler,CHI,3,37,12.3,0,2,66.7,19,0,0
R Bush,MIA,4,21,5.3,0,0,0.0,15,1,1
L Washington,SEA,2,-1,-0.5,0,0,0.0,2,0,0
J Campbell,CHI,1,5,5.0,0,0,0.0,5,0,0
D Williams,CAR,6,6,1.0,0,1,16.7,4,0,0
J Battle,SD,1,21,21.0,0,1,100.0,21,0,0
B Leonard,CIN,4,4,1.0,0,0,0.0,3,0,0
P Thomas,NO,5,10,2.0,0,1,20.0,4,0,0
A Bradshaw,NYG,10,57,5.7,0,2,20.0,11,1,1
D Ware,TB,1,-1,-1.0,0,0,0.0,-1,0,0
M Moore,MIA,1,1,1.0,0,0,0.0,1,0,0
L McClain,SD,2,5,2.5,0,0,0.0,6,0,0
