Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
W McGahee,DEN,23,122,5.3,1,8,34.8,17,1,1
T Romo,DAL,2,0,0.0,1,1,50.0,1,0,0
M Lynch,SEA,12,105,8.8,1,3,25.0,77,0,0
A Peterson,MIN,15,123,8.2,1,4,26.7,64,1,1
M Forte,CHI,15,70,4.7,1,3,20.0,16,0,0
F Jones,DAL,13,19,1.5,1,3,23.1,5,1,1
M Stafford,DET,4,12,3.0,1,2,50.0,10,0,0
L McCoy,PHI,16,45,2.8,1,5,31.3,10,0,0
A Brown,NYG,3,21,7.0,1,2,66.7,14,0,0
D Carter,IND,2,8,4.0,1,2,100.0,7,0,0
D Thomas,MIA,15,42,2.8,1,1,6.7,8,0,0
S Ridley,NE,15,127,8.5,1,6,40.0,41,0,0
S Vereen,NE,7,22,3.1,1,2,28.6,14,0,0
T Richardson,CLE,24,122,5.1,1,5,20.8,26,0,0
D Martin,TB,29,135,4.7,1,7,24.1,41,0,0
P Manning,DEN,1,4,4.0,0,0,0.0,4,0,0
M Hasselbeck,TEN,2,10,5.0,0,1,50.0,10,1,0
T Brady,NE,1,3,3.0,0,1,100.0,3,0,0
M Vick,PHI,7,42,6.0,0,3,42.9,13,0,0
D Brees,NO,2,2,1.0,0,0,0.0,3,0,0
C Palmer,OAK,1,-1,-1.0,0,0,0.0,-1,0,0
S Jackson,STL,7,23,3.3,0,2,28.6,7,0,0
E Manning,NYG,1,3,3.0,0,0,0.0,3,0,0
B Roethlisberger,PIT,2,6,3.0,0,0,0.0,3,0,0
M Turner,ATL,24,58,2.4,0,2,8.3,11,1,0
J Cribbs,CLE,1,0,0.0,0,0,0.0,0,1,0
A Rodgers,GB,3,4,1.3,0,2,66.7,4,0,0
R Brown,SD,4,17,4.3,0,3,75.0,7,0,0
M Cassel,KC,7,35,5.0,0,2,28.6,15,1,1
D Sproles,NO,4,-1,-0.3,0,0,0.0,5,0,0
F Gore,SF,16,55,3.4,0,3,18.8,17,0,0
A Smith,SF,1,6,6.0,0,0,0.0,6,0,0
J Cutler,CHI,1,4,4.0,0,0,0.0,4,0,0
R Bush,MIA,14,59,4.2,0,2,14.3,19,1,1
K Clemens,STL,2,5,2.5,0,1,50.0,5,1,0
M Robinson,SEA,1,2,2.0,0,1,100.0,2,0,0
D Williams,CAR,11,33,3.0,0,1,9.1,17,0,0
J Snelling,ATL,1,1,1.0,0,0,0.0,1,0,0
B Quinn,KC,2,18,9.0,0,1,50.0,12,0,0
J Battle,SD,3,6,2.0,0,0,0.0,6,0,0
S Rice,SEA,1,3,3.0,0,0,0.0,3,0,0
P Thomas,NO,8,43,5.4,0,2,25.0,8,0,0
A Bradshaw,NYG,22,78,3.5,0,2,9.1,12,1,1
M Moore,MIA,4,-4,-1.0,0,0,0.0,-1,0,0
L McClain,SD,2,5,2.5,0,1,50.0,3,0,0
M Ryan,ATL,3,18,6.0,0,1,33.3,10,0,0
P Hillis,KC,4,23,5.8,0,1,25.0,17,0,0
K Smith,DET,1,1,1.0,0,0,0.0,1,0,0
C Johnson,TEN,21,99,4.7,0,6,28.6,14,0,0
L Ball,DEN,2,14,7.0,0,0,0.0,10,0,0
