Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
T Brady,NE,4,-2,-0.5,1,1,25.0,1,0,0
M Turner,ATL,17,64,3.8,1,2,11.8,13,0,0
F Gore,SF,14,106,7.6,1,7,50.0,31,0,0
R Bush,MIA,19,48,2.5,1,2,10.5,13,0,0
J Kuhn,GB,2,9,4.5,1,1,50.0,7,0,0
A Bradshaw,NYG,30,200,6.7,1,13,43.3,37,1,1
P Harvin,MIN,2,8,4.0,1,1,50.0,4,0,0
A Foster,HOU,29,152,5.2,1,7,24.1,46,0,0
R Mathews,SD,12,80,6.7,1,5,41.7,18,0,0
A Dixon,SF,4,21,5.3,1,1,25.0,9,0,0
A Allen,CHI,5,59,11.8,1,2,40.0,46,0,0
D Thomas,MIA,10,29,2.9,1,2,20.0,5,0,0
S Ridley,NE,28,151,5.4,1,9,32.1,20,1,1
S Vereen,NE,1,1,1.0,1,1,100.0,1,0,0
C Kaepernick,SF,4,39,9.8,1,2,50.0,16,1,1
T Richardson,CLE,17,81,4.8,1,2,11.8,15,0,0
A Luck,IND,6,24,4.0,1,3,50.0,9,0,0
D Wilson,NYG,2,44,22.0,1,1,50.0,40,0,0
P Manning,DEN,2,9,4.5,0,1,50.0,10,0,0
M Hasselbeck,TEN,2,10,5.0,0,0,0.0,11,0,0
M Vick,PHI,5,16,3.2,0,0,0.0,9,2,2
D Brees,NO,2,-2,-1.0,0,0,0.0,-1,0,0
W McGahee,DEN,14,51,3.6,0,4,28.6,11,1,1
V Leach,BAL,1,4,4.0,0,0,0.0,4,0,0
S Jackson,STL,18,76,4.2,0,5,27.8,12,0,0
E Manning,NYG,2,-1,-0.5,0,0,0.0,0,0,0
B Roethlisberger,PIT,3,14,4.7,0,0,0.0,9,0,0
J Babineaux,TEN,1,10,10.0,0,1,100.0,10,0,0
C Benson,GB,7,20,2.9,0,1,14.3,9,0,0
A Rodgers,GB,5,57,11.4,0,2,40.0,19,0,0
R Fitzpatrick,BUF,2,1,0.5,0,0,0.0,2,0,0
R Brown,SD,2,27,13.5,0,1,50.0,21,0,0
M Cassel,KC,4,14,3.5,0,2,50.0,12,2,2
D Sproles,NO,5,9,1.8,0,0,0.0,5,0,0
A Smith,SF,3,49,16.3,0,2,66.7,24,0,0
J Cutler,CHI,2,22,11.0,0,1,50.0,13,0,0
B Smith,BUF,1,35,35.0,0,1,100.0,35,0,0
M Robinson,SEA,2,3,1.5,0,2,100.0,2,0,0
D Williams,CAR,6,6,1.0,0,0,0.0,4,1,1
M Jones-Drew,JAX,12,56,4.7,0,2,16.7,27,0,0
J Ryan,SEA,1,-18,-18.0,0,0,0.0,-18,0,0
J Snelling,ATL,1,2,2.0,0,0,0.0,2,0,0
F Jackson,BUF,9,29,3.2,0,2,22.2,7,0,0
M Lynch,SEA,21,85,4.0,0,4,19.0,14,0,0
R Grant,GB,1,5,5.0,0,0,0.0,5,0,0
J Battle,SD,4,10,2.5,0,0,0.0,4,0,0
A Peterson,MIN,17,88,5.2,0,3,17.6,34,0,0
P Thomas,NO,9,30,3.3,0,0,0.0,8,0,0
K Kolb,ARZ,1,2,2.0,0,1,100.0,2,0,0
B Obomanu,SEA,1,11,11.0,0,1,100.0,11,0,0
