Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
B Golden,ARZ,1,63,2,63.0,0,1,100.0,63,0,0
S Smith Sr.,BAL,1,44,2,44.0,0,1,100.0,44,0,0
J Wright,MIN,1,36,2,36.0,1,1,100.0,36,0,0
T Ginn Jr.,ARZ,2,66,4,33.0,0,2,100.0,37,0,0
M Floyd,ARZ,1,31,5,31.0,1,1,100.0,31,0,0
D Paulson,PIT,1,30,1,30.0,0,1,100.0,30,0,0
Z Ertz,PHI,1,27,1,27.0,0,1,100.0,27,0,0
B Hartline,MIA,2,53,10,26.5,0,1,50.0,50,0,0
L Smith,BUF,1,24,1,24.0,0,1,100.0,24,0,0
G Bernard,CIN,2,47,4,23.5,0,1,50.0,41,0,0
D Davis,ATL,3,70,3,23.3,0,2,66.7,59,0,0
R Woods,BUF,3,70,5,23.3,0,2,66.7,57,0,0
J Starks,GB,1,23,1,23.0,0,1,100.0,23,0,0
T Smith,BAL,3,69,8,23.0,0,3,100.0,42,0,0
D Amendola,NE,2,45,3,22.5,0,2,100.0,34,0,0
M Rivera,OAK,2,43,3,21.5,0,2,100.0,37,0,0
T Williams,DAL,4,84,6,21.0,0,3,75.0,51,0,0
A Dobson,NE,1,21,4,21.0,0,1,100.0,21,0,0
M Crabtree,SF,5,102,7,20.4,0,4,80.0,47,0,0
V Jackson,TB,5,98,10,19.6,0,5,100.0,30,0,0
N Washington,TEN,6,117,8,19.5,1,5,83.3,30,0,0
B Celek,PHI,3,58,4,19.3,1,2,66.7,24,1,1
A Fasano,KC,1,19,3,19.0,0,1,100.0,19,0,0
A Quarless,GB,1,19,4,19.0,0,1,100.0,19,0,0
V Brown,SD,2,38,5,19.0,0,2,100.0,24,0,0
D Bryant,DAL,4,73,11,18.3,1,4,100.0,31,0,0
R Cooper,PHI,3,53,3,17.7,1,3,100.0,32,0,0
A Brown,PIT,6,105,13,17.5,0,4,66.7,36,0,0
K Osgood,SF,1,17,1,17.0,0,0,0.0,17,0,0
M Bennett,CHI,5,85,8,17.0,0,4,80.0,30,0,0
J Ballard,ARZ,1,17,3,17.0,0,1,100.0,17,0,0
G Tate,DET,2,34,3,17.0,0,1,50.0,28,1,0
J Gresham,CIN,3,49,3,16.3,1,2,66.7,22,1,1
J Gordon,CLE,6,97,16,16.2,0,5,83.3,24,0,0
A Johnson,HOU,4,63,13,15.8,0,3,75.0,33,0,0
L Moore,PIT,3,47,3,15.7,0,3,100.0,21,0,0
S Chandler,BUF,2,31,3,15.5,0,2,100.0,16,0,0
D Brown,SD,2,31,3,15.5,1,1,50.0,33,0,0
D Thomas,DEN,8,123,14,15.4,1,4,50.0,36,0,0
J Nelson,GB,3,46,5,15.3,0,2,66.7,31,0,0
J Cumberland,NYJ,2,30,3,15.0,0,2,100.0,18,0,0
S Bailey,STL,3,44,5,14.7,0,2,66.7,28,0,0
J Graham,NO,5,73,11,14.6,1,3,60.0,46,0,0
K Ogletree,DET,2,29,4,14.5,0,2,100.0,16,0,0
C Beasley,DAL,2,29,2,14.5,0,1,50.0,20,0,0
C Johnson,DET,3,43,4,14.3,0,3,100.0,17,0,0
J Fauria,DET,3,43,7,14.3,0,3,100.0,17,0,0
A Holmes,OAK,5,71,8,14.2,0,4,80.0,24,0,0
M Brown,JAX,5,71,6,14.2,1,3,60.0,24,0,0
M Jones,CIN,6,85,7,14.2,0,5,83.3,21,0,0
