Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
T Williams,DAL,4,151,4,37.8,1,3,75.0,82,0,0
N Toon,NO,1,35,1,35.0,0,1,100.0,35,0,0
J Jones,OAK,4,127,6,31.8,1,3,75.0,83,0,0
D Avery,KC,3,91,4,30.3,0,2,66.7,44,0,0
V Davis,SF,3,88,6,29.3,1,3,100.0,64,0,0
T Hilton,IND,5,140,6,28.0,2,5,100.0,73,0,0
J Kearse,SEA,1,28,1,28.0,1,1,100.0,28,0,0
J Blackmon,JAX,5,136,9,27.2,1,3,60.0,67,0,0
J Cumberland,NYJ,3,79,4,26.3,1,3,100.0,47,0,0
E Dickson,BAL,2,51,2,25.5,0,2,100.0,43,0,0
G Escobar,DAL,1,25,3,25.0,0,1,100.0,25,0,0
A Dobson,NE,2,49,4,24.5,0,1,50.0,53,1,0
J Battle,TEN,1,24,2,24.0,0,1,100.0,24,0,0
G Little,CLE,3,71,5,23.7,0,3,100.0,47,0,0
D Bryant,DAL,6,141,10,23.5,2,5,83.3,79,1,1
B Quick,STL,2,45,2,22.5,0,2,100.0,28,0,0
A Jeffery,CHI,10,218,13,21.8,1,8,80.0,58,0,0
J Gordon,CLE,4,86,6,21.5,1,4,100.0,37,0,0
T Smith,BAL,6,121,9,20.2,0,6,100.0,41,0,0
B Butler,OAK,1,20,1,20.0,0,1,100.0,20,0,0
T Ginn Jr.,ARZ,4,78,5,19.5,0,3,75.0,32,0,0
M Jones,CIN,2,39,2,19.5,0,2,100.0,28,0,0
T Doss,JAX,3,58,5,19.3,0,3,100.0,40,0,0
K Allen,SD,6,115,9,19.2,1,5,83.3,30,0,0
Z Ertz,PHI,2,38,3,19.0,0,2,100.0,24,0,0
D Jackson,WSH,7,132,12,18.9,1,5,71.4,56,0,0
R Streater,OAK,3,56,3,18.7,1,2,66.7,44,0,0
B Gibson,MIA,4,74,5,18.5,0,2,50.0,46,0,0
B Myers,TB,2,35,5,17.5,0,2,100.0,24,0,0
J Edelman,NE,2,35,7,17.5,0,2,100.0,18,0,0
E Decker,NYJ,5,87,8,17.4,1,3,60.0,57,1,1
C Clay,MIA,3,52,6,17.3,1,2,66.7,45,0,0
J Witten,DAL,7,121,10,17.3,1,7,100.0,27,0,0
C Harkey,STL,1,17,2,17.0,0,1,100.0,17,0,0
D Moore,OAK,5,84,8,16.8,1,5,100.0,35,0,0
V Brown,SD,7,117,8,16.7,0,6,85.7,51,0,0
J Nelson,GB,5,82,7,16.4,0,4,80.0,31,0,0
D Baldwin,SEA,5,80,9,16.0,0,3,60.0,27,0,0
R Randle,NYG,6,96,13,16.0,2,5,83.3,26,0,0
G Olsen,CAR,5,79,6,15.8,0,4,80.0,25,0,0
H Nicks,IND,9,142,12,15.8,0,6,66.7,49,0,0
C Johnson,TEN,4,63,5,15.8,1,2,50.0,49,0,0
B Celek,PHI,3,47,3,15.7,1,1,33.3,25,0,0
S Smith Sr.,BAL,4,60,10,15.0,0,4,100.0,19,0,0
D Williams,CAR,2,30,3,15.0,0,1,50.0,19,0,0
B Hartline,MIA,4,60,7,15.0,0,2,50.0,30,0,0
M Wallace,MIA,7,105,16,15.0,0,3,42.9,49,0,0
C Shorts III,JAX,5,74,10,14.8,1,5,100.0,28,0,0
B Pettigrew,DET,4,59,5,14.8,0,3,75.0,25,0,0
L Fitzgerald,ARZ,3,43,6,14.3,0,2,66.7,19,0,0
