Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
T Williams,ARZ,1,51,1,51.0,0,1,100.0,51,0,0
K Stills,NO,3,129,4,43.0,2,3,100.0,69,0,0
A Green,CIN,3,115,7,38.3,0,3,100.0,53,0,0
T Williams,DAL,2,64,10,32.0,1,1,50.0,60,0,0
B Miller,SF,2,56,3,28.0,0,2,100.0,43,0,0
J Gordon,CLE,5,132,10,26.4,1,3,60.0,47,0,0
D Bryant,DAL,3,72,6,24.0,2,3,100.0,50,0,0
M Sanu,CIN,1,24,3,24.0,0,1,100.0,24,0,0
C Johnson,DET,14,329,16,23.5,1,10,71.4,87,1,1
J Bell,DET,1,22,1,22.0,0,1,100.0,22,0,0
J Cameron,CLE,4,81,4,20.3,0,4,100.0,37,0,0
M Goodwin,BUF,3,56,5,18.7,0,3,100.0,26,0,0
G Tate,DET,5,93,7,18.6,2,3,60.0,80,0,0
J Avant,CAR,3,54,4,18.0,0,3,100.0,25,0,0
J Simpson,MIN,1,18,3,18.0,0,1,100.0,18,0,0
J Boykin,GB,5,89,6,17.8,0,5,100.0,27,0,0
J Nelson,GB,7,123,8,17.6,2,5,71.4,76,0,0
V Davis,SF,3,52,4,17.3,1,3,100.0,31,0,0
P Tanner,DAL,1,17,1,17.0,0,1,100.0,17,0,0
A Pettis,STL,2,33,4,16.5,0,2,100.0,26,0,0
T Ginn Jr.,ARZ,5,80,6,16.0,0,3,60.0,35,0,0
D Moore,OAK,2,32,4,16.0,0,2,100.0,18,0,0
R Turbin,SEA,1,16,1,16.0,0,0,0.0,16,0,0
V Jackson,TB,5,79,13,15.8,0,4,80.0,29,0,0
T Underwood,CAR,3,47,4,15.7,0,3,100.0,24,0,0
D Davis,ATL,5,77,7,15.4,1,5,100.0,20,0,0
M Jones,CIN,8,122,8,15.3,4,7,87.5,45,0,0
B Watson,NO,3,45,3,15.0,0,3,100.0,17,0,0
J Tamme,DEN,1,15,1,15.0,0,1,100.0,15,0,0
R Meachem,NO,1,15,3,15.0,0,1,100.0,15,0,0
A Dobson,NE,4,60,5,15.0,1,3,75.0,26,0,0
K Moreno,MIA,6,89,6,14.8,1,5,83.3,35,0,0
C Givens,STL,4,59,5,14.8,0,2,50.0,23,0,0
M Brown,JAX,3,43,6,14.3,1,1,33.3,29,0,0
A Boldin,SF,4,56,6,14.0,0,4,100.0,21,0,0
A Caldwell,DEN,1,14,2,14.0,0,1,100.0,14,0,0
B Myers,TB,3,42,4,14.0,0,2,66.7,27,0,0
R Housler,ARZ,1,14,1,14.0,0,1,100.0,14,0,0
R Helu Jr.,WSH,1,14,1,14.0,0,1,100.0,14,0,0
M Wallace,MIA,3,41,10,13.7,0,3,100.0,25,0,0
W Welker,DEN,6,81,10,13.5,1,6,100.0,24,0,0
R Gronkowski,NE,2,27,5,13.5,0,1,50.0,23,0,0
K Durham,DET,4,54,6,13.5,0,3,75.0,40,0,0
J Cotchery,CAR,3,39,4,13.0,0,3,100.0,17,0,0
P Peterson,ARZ,1,13,1,13.0,0,1,100.0,13,0,0
C Patterson,MIN,2,26,3,13.0,0,1,50.0,17,0,0
E Page,TB,1,13,3,13.0,0,1,100.0,13,0,0
K Rudolph,MIN,4,51,4,12.8,0,3,75.0,17,0,0
E Sanders,DEN,7,88,11,12.6,1,4,57.1,33,0,0
S McGrath,KC,2,25,2,12.5,0,1,50.0,22,0,0
