Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
M Thigpen,MIA,1,50,2,50.0,0,1,100.0,50,0,0
T Benjamin,CLE,1,39,1,39.0,0,1,100.0,39,0,0
Z Ertz,PHI,1,38,2,38.0,0,1,100.0,38,0,0
J Cumberland,NYJ,1,34,1,34.0,1,1,100.0,34,0,0
T Smith,BAL,5,166,12,33.2,1,5,100.0,74,0,0
G Jennings,MIN,3,92,4,30.7,2,2,66.7,70,0,0
L Smith,BUF,1,28,2,28.0,0,1,100.0,28,0,0
N Washington,TEN,4,105,8,26.3,2,3,75.0,77,0,0
S Holmes,NYJ,1,25,5,25.0,0,1,100.0,25,0,0
J Graham,NO,4,100,4,25.0,2,4,100.0,43,0,0
J Boyce,NE,1,24,3,24.0,0,1,100.0,24,0,0
R Housler,ARZ,1,23,2,23.0,0,1,100.0,23,0,0
T Scheffler,DET,1,22,2,22.0,0,1,100.0,22,0,0
J Maehl,PHI,2,43,2,21.5,1,2,100.0,37,0,0
A Jeffery,CHI,5,107,11,21.4,1,3,60.0,44,0,0
K Thompkins,NE,6,127,11,21.2,1,4,66.7,49,0,0
L McCoy,PHI,1,21,3,21.0,0,1,100.0,21,0,0
D Jones,KC,1,21,1,21.0,0,1,100.0,21,0,0
R Matthews,MIA,1,21,2,21.0,0,1,100.0,21,0,0
J Cotchery,CAR,5,103,6,20.6,1,4,80.0,36,0,0
B Brown,PHI,2,41,3,20.5,0,1,50.0,35,0,0
R Wayne,IND,5,100,11,20.0,1,5,100.0,31,0,0
E Lorig,NO,1,20,2,20.0,0,1,100.0,20,0,0
R Woods,BUF,4,80,8,20.0,1,3,75.0,42,0,0
C Harbor,JAX,2,39,3,19.5,0,2,100.0,31,0,0
K Durham,DET,3,58,4,19.3,0,3,100.0,24,0,0
B Celek,PHI,3,57,6,19.0,0,2,66.7,27,0,0
J Brown,ARZ,1,19,2,19.0,0,1,100.0,19,0,0
A Boldin,SF,5,90,7,18.0,1,3,60.0,42,0,0
J Jones,ATL,6,108,13,18.0,0,5,83.3,49,1,0
N Toon,NO,1,18,2,18.0,0,1,100.0,18,0,0
J Gordon,CLE,4,71,9,17.8,0,4,100.0,33,0,0
J Simpson,MIN,7,124,11,17.7,0,5,71.4,51,0,0
J Gresham,CIN,3,53,5,17.7,0,2,66.7,26,0,0
E Decker,NYJ,5,88,7,17.6,0,2,40.0,52,0,0
M Floyd,ARZ,5,87,10,17.4,0,4,80.0,27,0,0
D Jackson,WSH,2,34,6,17.0,0,2,100.0,20,0,0
B Cunningham,STL,1,17,1,17.0,0,1,100.0,17,0,0
J Edelman,NE,7,118,9,16.9,0,5,71.4,44,0,0
V Cruz,NYG,10,164,16,16.4,1,6,60.0,69,0,0
D Sproles,PHI,7,114,8,16.3,1,4,57.1,48,0,0
J Kerley,NYJ,4,65,5,16.3,0,3,75.0,23,0,0
T Graham,BUF,2,32,3,16.0,0,1,50.0,26,0,0
J Hunter,TEN,1,16,1,16.0,1,1,100.0,16,0,0
K Allen,SD,5,80,6,16.0,0,4,80.0,31,0,0
C Fleener,IND,5,77,7,15.4,1,5,100.0,31,0,0
M Lynch,SEA,3,45,3,15.0,0,2,66.7,24,0,0
J Develin,NE,1,15,1,15.0,0,1,100.0,15,0,0
A Sanders,JAX,4,59,8,14.8,0,3,75.0,27,0,0
D Bowe,KC,4,58,7,14.5,1,2,50.0,34,0,0
