Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
T Smith,BAL,2,74,4,37.0,0,2,100.0,60,0,0
R Griffin,HOU,1,37,2,37.0,0,1,100.0,37,0,0
T Underwood,CAR,3,108,5,36.0,2,3,100.0,85,0,0
V Jackson,TB,2,61,3,30.5,0,1,50.0,47,0,0
J Simpson,MIN,2,54,4,27.0,0,2,100.0,31,0,0
L Green,SD,3,80,5,26.7,1,2,66.7,60,0,0
S Ajirotutu,SD,1,26,1,26.0,1,1,100.0,26,0,0
J Jones,BAL,4,103,6,25.8,1,3,75.0,66,0,0
M Wallace,MIA,5,127,10,25.4,1,3,60.0,57,0,0
R Mendenhall,ARZ,1,24,2,24.0,0,1,100.0,24,0,0
G Salas,NYJ,2,48,3,24.0,0,2,100.0,30,0,0
B Bostick,GB,1,24,5,24.0,0,1,100.0,24,0,0
V McDonald,SF,1,23,1,23.0,0,1,100.0,23,0,0
D Avery,KC,4,91,5,22.8,1,4,100.0,36,0,0
A Jenkins,KC,1,22,1,22.0,0,1,100.0,22,0,0
E Royal,SD,4,87,4,21.8,0,3,75.0,54,0,0
R Randle,NYG,3,64,7,21.3,0,3,100.0,22,0,0
J Cook,STL,4,80,5,20.0,1,4,100.0,29,0,0
J Graham,NO,5,100,7,20.0,1,3,60.0,44,0,0
C Ford,MIN,1,20,1,20.0,0,1,100.0,20,0,0
T Austin,STL,2,39,5,19.5,0,1,50.0,32,0,0
S Bailey,STL,1,19,1,19.0,0,1,100.0,19,0,0
A Boldin,SF,5,94,6,18.8,2,5,100.0,32,0,0
R Streater,OAK,5,93,9,18.6,0,5,100.0,23,1,1
E Dickson,BAL,3,55,5,18.3,0,2,66.7,27,0,0
J Hunter,TEN,6,109,6,18.2,1,6,100.0,54,0,0
A Johnson,HOU,2,36,6,18.0,0,2,100.0,21,0,0
M Lewis,JAX,1,18,1,18.0,0,1,100.0,18,0,0
R Meachem,NO,1,18,3,18.0,0,1,100.0,18,0,0
B LaFell,NE,2,36,5,18.0,0,1,50.0,29,0,0
V Davis,SF,4,70,7,17.5,1,3,75.0,40,1,1
K Wright,TEN,6,103,7,17.2,1,5,83.3,31,0,0
K Winslow,NYJ,2,34,4,17.0,0,2,100.0,19,0,0
M Austin,DAL,1,17,3,17.0,0,1,100.0,17,0,0
J Gordon,CLE,14,237,17,16.9,1,11,78.6,47,0,0
C Johnson,DET,7,115,14,16.4,0,6,85.7,21,0,0
A Holmes,OAK,2,32,5,16.0,0,2,100.0,16,0,0
J Brown,ARZ,1,16,1,16.0,0,1,100.0,16,0,0
B Hartline,MIA,5,78,5,15.6,0,4,80.0,26,0,0
M Bennett,CHI,4,62,5,15.5,1,4,100.0,37,0,0
J Rodgers,ATL,2,31,3,15.5,0,1,50.0,22,0,0
A Brown,PIT,6,92,10,15.3,1,3,50.0,41,0,0
K Durham,DET,3,46,6,15.3,0,1,33.3,19,1,1
A Sanders,JAX,4,61,5,15.3,0,2,50.0,51,0,0
M Floyd,ARZ,7,104,7,14.9,0,7,100.0,29,0,0
G Jennings,MIN,2,29,3,14.5,0,2,100.0,21,0,0
J Kuhn,GB,2,29,4,14.5,0,1,50.0,20,0,0
J Nelson,GB,4,58,7,14.5,0,3,75.0,34,0,0
A Roberts,WSH,3,43,5,14.3,0,2,66.7,32,0,0
S Smith Sr.,BAL,5,69,8,13.8,0,5,100.0,19,0,0
