Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
S Hill,NYJ,3,108,5,36.0,1,3,100.0,51,0,0
D Baldwin,SEA,1,35,2,35.0,1,1,100.0,35,0,0
J Hunter,TEN,1,34,2,34.0,1,1,100.0,34,0,0
K Durham,DET,1,33,3,33.0,0,1,100.0,33,0,0
S Holmes,NYJ,5,154,10,30.8,1,5,100.0,69,0,0
G Celek,SF,1,30,2,30.0,0,1,100.0,30,0,0
C Givens,STL,2,54,8,27.0,0,1,50.0,29,1,1
D Johnson,SD,2,51,3,25.5,0,2,100.0,32,0,0
C Patterson,MIN,2,49,4,24.5,0,2,100.0,37,0,0
D Harris,DAL,1,24,1,24.0,1,1,100.0,24,0,0
L Green,SD,2,48,2,24.0,0,2,100.0,34,0,0
G Escobar,DAL,1,24,2,24.0,1,1,100.0,24,0,0
T Ginn Jr.,ARZ,3,71,4,23.7,1,3,100.0,47,0,0
A Brown,PIT,9,196,13,21.8,2,7,77.8,45,0,0
D Jackson,WSH,3,62,7,20.7,0,3,100.0,40,0,0
D Moore,OAK,6,124,11,20.7,1,4,66.7,73,0,0
D Avery,KC,7,141,7,20.1,0,5,71.4,51,0,0
R Randle,NYG,2,40,4,20.0,0,2,100.0,24,0,0
N Burleson,CLE,6,116,9,19.3,0,3,50.0,47,0,0
T Smith,BAL,5,92,9,18.4,0,2,40.0,48,0,0
E Page,TB,3,55,5,18.3,0,2,66.7,30,0,0
B Butler,OAK,3,54,4,18.0,0,2,66.7,29,0,0
C Shorts III,JAX,8,143,15,17.9,0,6,75.0,59,0,0
B LaFell,NE,3,53,5,17.7,2,3,100.0,20,0,0
G Tate,DET,5,88,8,17.6,0,4,80.0,30,0,0
K Ogletree,DET,2,35,7,17.5,0,2,100.0,20,0,0
K Martin,HOU,2,35,3,17.5,0,2,100.0,18,0,0
R Woods,BUF,2,35,10,17.5,0,1,50.0,29,0,0
J Avant,CAR,5,87,8,17.4,1,4,80.0,31,0,0
J Cotchery,CAR,3,52,4,17.3,0,3,100.0,26,0,0
J Bell,DET,4,69,5,17.3,0,3,75.0,37,0,0
B Leonard,TB,1,17,2,17.0,0,1,100.0,17,0,0
E Royal,SD,2,34,2,17.0,0,1,50.0,15,0,0
R Meachem,NO,2,34,2,17.0,1,1,50.0,27,0,0
M Sanu,CIN,4,68,5,17.0,0,3,75.0,32,0,0
J Kearse,SEA,1,17,1,17.0,0,1,100.0,17,0,0
E Decker,NYJ,8,133,8,16.6,1,7,87.5,61,0,0
C Johnson,DET,7,115,13,16.4,1,7,100.0,23,0,0
N Washington,TEN,8,131,10,16.4,0,7,87.5,35,0,0
D Thomas,MIA,1,16,1,16.0,0,1,100.0,16,0,0
S Rice,SEA,5,79,7,15.8,2,3,60.0,23,0,0
S Chandler,BUF,5,79,6,15.8,1,2,40.0,33,0,0
K Davis,NYG,2,31,2,15.5,0,1,50.0,23,0,0
M Hoomanawanui,NE,2,31,2,15.5,0,1,50.0,16,0,0
L Willson,SEA,5,76,5,15.2,0,4,80.0,35,0,0
J Ford,NYJ,1,15,1,15.0,0,0,0.0,15,0,0
J Graham,NO,9,134,15,14.9,2,8,88.9,29,0,0
J Gordon,CLE,10,146,19,14.6,1,6,60.0,47,0,0
R Wayne,IND,4,58,6,14.5,0,3,75.0,25,0,0
J Snelling,ATL,4,58,5,14.5,1,2,50.0,34,0,0
