Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
M Goodwin,BUF,2,64,4,32.0,1,2,100.0,59,0,0
D Amendola,NE,4,122,4,30.5,1,4,100.0,57,0,0
D Jackson,WSH,5,150,6,30.0,1,4,80.0,59,0,0
G Salas,NYJ,2,57,3,28.5,0,2,100.0,44,0,0
S Greene,TEN,1,28,1,28.0,0,1,100.0,28,0,0
R Cooper,PHI,5,139,6,27.8,3,4,80.0,63,0,0
H Douglas,ATL,3,82,5,27.3,0,3,100.0,41,0,0
A Dobson,NE,5,130,9,26.0,2,4,80.0,81,0,0
A Johnson,HOU,9,229,13,25.4,3,9,100.0,62,0,0
P Garcon,WSH,7,172,11,24.6,0,5,71.4,38,0,0
R Meachem,NO,4,93,5,23.3,0,2,50.0,60,0,0
J Dwyer,ARZ,1,23,1,23.0,0,1,100.0,23,0,0
K Wright,TEN,3,69,5,23.0,0,2,66.7,45,0,0
Z Sudfeld,NYJ,2,46,4,23.0,0,2,100.0,25,0,0
F Jackson,BUF,1,22,2,22.0,0,1,100.0,22,0,0
C Mooney,TEN,1,22,1,22.0,0,1,100.0,22,0,0
J Kearse,SEA,2,43,2,21.5,1,2,100.0,27,0,0
C Fleener,IND,3,64,5,21.3,0,2,66.7,44,0,0
J Hanna,DAL,1,21,1,21.0,0,1,100.0,21,0,0
A Fasano,KC,1,20,1,20.0,0,1,100.0,20,0,0
D Williams,TEN,1,20,1,20.0,0,1,100.0,20,0,0
R Streater,OAK,5,98,6,19.6,0,2,40.0,66,0,0
C Spiller,BUF,2,39,3,19.5,0,2,100.0,27,0,0
D Nelson,NYJ,1,19,3,19.0,0,1,100.0,19,0,0
J Maehl,PHI,1,19,1,19.0,0,1,100.0,19,0,0
D Hopkins,HOU,3,54,6,18.0,0,3,100.0,31,0,0
K Rudolph,MIN,2,35,2,17.5,1,1,50.0,31,0,0
G Little,CLE,7,122,9,17.4,0,4,57.1,46,0,0
T Hilton,IND,7,121,12,17.3,3,6,85.7,58,0,0
J Jones,OAK,1,17,3,17.0,0,1,100.0,17,1,0
M Hoomanawanui,NE,1,17,2,17.0,0,1,100.0,17,0,0
V Brown,SD,1,17,6,17.0,0,1,100.0,17,0,0
J Nelson,GB,4,67,9,16.8,0,3,75.0,27,0,0
G Olsen,CAR,4,66,5,16.5,1,3,75.0,23,0,0
M Jones,CIN,4,66,7,16.5,0,2,50.0,26,0,0
T Richardson,IND,2,33,3,16.5,0,1,50.0,24,0,0
T Williams,DAL,2,33,7,16.5,0,1,50.0,29,0,0
D Moore,OAK,5,82,11,16.4,0,4,80.0,27,0,0
Z Miller,SEA,3,49,5,16.3,0,3,100.0,22,0,0
E Sanders,DEN,6,98,11,16.3,0,3,50.0,42,0,0
L Bell,PIT,4,65,10,16.3,0,1,25.0,29,0,0
K Allen,SD,8,128,11,16.0,1,8,100.0,22,0,0
R Gronkowski,NE,9,143,10,15.9,1,8,88.9,34,0,0
T Smith,BAL,5,78,8,15.6,0,4,80.0,46,0,0
B Marshall,CHI,7,107,13,15.3,1,7,100.0,23,0,0
M Bush,CHI,1,15,1,15.0,0,1,100.0,15,0,0
J Boykin,GB,1,15,1,15.0,0,1,100.0,15,0,0
B Quick,STL,2,30,2,15.0,0,2,100.0,20,0,0
J Gordon,CLE,3,44,7,14.7,0,1,33.3,27,0,0
T Underwood,CAR,2,29,3,14.5,1,2,100.0,20,0,0
