Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
T Jones,OAK,1,52,2,52.0,0,1,100.0,52,0,0
C Givens,STL,1,31,2,31.0,0,1,100.0,31,0,0
D Williams,CAR,3,87,4,29.0,1,2,66.7,72,0,0
C Gragg,BUF,1,28,1,28.0,0,1,100.0,28,0,0
C Ford,MIN,2,55,2,27.5,0,2,100.0,37,0,0
M Reece,OAK,2,52,7,26.0,0,1,50.0,45,0,0
B Celek,PHI,1,25,1,25.0,0,1,100.0,25,0,0
J Kerley,NYJ,1,25,3,25.0,0,1,100.0,25,0,0
A Robinson,WSH,4,99,7,24.8,0,3,75.0,62,0,0
J Charles,KC,8,195,8,24.4,4,5,62.5,71,0,0
J Wright,MIN,4,95,5,23.8,0,3,75.0,42,0,0
F Davis,WSH,1,23,3,23.0,1,1,100.0,23,0,0
J Bell,DET,1,23,2,23.0,0,1,100.0,23,0,0
D Moore,OAK,2,46,2,23.0,0,2,100.0,34,0,0
J Gordon,CLE,3,67,10,22.3,1,3,100.0,43,0,0
C Chekwa,OAK,1,22,1,22.0,0,1,100.0,22,0,0
A Ellington,ARZ,4,87,5,21.8,0,3,75.0,38,0,0
E Decker,NYJ,2,42,5,21.0,0,2,100.0,21,0,0
B LaFell,NE,3,61,4,20.3,0,3,100.0,36,0,0
D Jackson,WSH,10,195,16,19.5,1,8,80.0,51,0,0
M Ingram,NO,2,39,2,19.5,0,2,100.0,23,0,0
J Simpson,MIN,1,19,3,19.0,0,1,100.0,19,0,0
P Garcon,WSH,7,129,10,18.4,1,5,71.4,53,0,0
V Brown,SD,3,54,3,18.0,0,2,66.7,32,0,0
C Gray,KC,1,18,1,18.0,0,1,100.0,18,0,0
J Witten,DAL,4,71,8,17.8,1,3,75.0,27,0,0
G Olsen,CAR,5,88,8,17.6,0,5,100.0,27,0,0
M Austin,DAL,2,35,4,17.5,0,2,100.0,20,0,0
M Wallace,MIA,6,105,9,17.5,1,4,66.7,39,0,0
C Harbor,JAX,3,52,4,17.3,0,2,66.7,28,0,0
D Hopkins,HOU,3,52,5,17.3,0,1,33.3,39,0,0
T Smith,BAL,4,69,12,17.3,0,3,75.0,25,0,0
C Johnson,TEN,3,51,3,17.0,1,2,66.7,25,0,0
G Barnidge,CLE,1,17,1,17.0,0,1,100.0,17,0,0
G Little,CLE,4,68,7,17.0,0,2,50.0,44,0,0
J Cumberland,NYJ,3,50,4,16.7,1,2,66.7,35,0,0
D Avery,KC,2,33,3,16.5,0,2,100.0,23,0,0
M Floyd,ARZ,2,33,5,16.5,0,2,100.0,20,0,0
R Woods,BUF,5,82,6,16.4,1,5,100.0,20,0,0
C Johnson,DET,6,98,14,16.3,0,4,66.7,37,0,0
J Jones,OAK,3,49,7,16.3,1,2,66.7,39,0,0
B Golden,ARZ,1,16,2,16.0,0,1,100.0,16,0,0
B Marshall,CHI,6,95,13,15.8,1,4,66.7,41,0,0
V Davis,SF,5,79,7,15.8,1,2,40.0,52,0,0
E Royal,SD,3,46,6,15.3,0,3,100.0,20,0,0
A Sherman,KC,1,15,1,15.0,0,1,100.0,15,0,0
G Escobar,DAL,1,15,2,15.0,0,1,100.0,15,0,0
G Jennings,MIN,11,163,13,14.8,1,5,45.5,57,0,0
R Streater,OAK,4,59,9,14.8,0,2,50.0,26,0,0
D Nelson,NYJ,3,44,4,14.7,0,3,100.0,18,0,0
