Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
T Austin,STL,2,138,3,69.0,2,2,100.0,81,0,0
D Herron,IND,1,57,1,57.0,0,1,100.0,57,0,0
D Bryant,DAL,1,44,2,44.0,0,1,100.0,44,0,0
R Cooper,PHI,3,102,5,34.0,2,3,100.0,45,0,0
J Thomas,DEN,3,96,5,32.0,1,3,100.0,74,0,0
C Givens,STL,2,54,4,27.0,0,2,100.0,35,0,0
J Hunter,TEN,2,51,7,25.5,0,2,100.0,40,0,0
L Green,SD,1,25,1,25.0,0,1,100.0,25,0,0
J Kearse,SEA,3,75,4,25.0,1,2,66.7,43,0,0
J Fauria,DET,1,25,2,25.0,0,1,100.0,25,0,0
K Stills,NO,3,75,4,25.0,1,2,66.7,52,0,0
T Underwood,CAR,3,64,5,21.3,0,3,100.0,30,0,0
C Shorts III,JAX,2,42,4,21.0,0,2,100.0,22,0,0
T Williams,DAL,1,21,5,21.0,1,1,100.0,21,0,0
R White,ATL,1,20,4,20.0,0,1,100.0,20,0,0
D Jackson,WSH,4,80,5,20.0,1,2,50.0,55,0,0
M Brown,JAX,2,40,4,20.0,0,2,100.0,23,0,0
B Marshall,CHI,7,139,12,19.9,2,6,85.7,44,0,0
G Jones,HOU,1,19,1,19.0,0,1,100.0,19,0,0
L Willson,SEA,1,19,2,19.0,0,1,100.0,19,0,0
T Wright,TB,1,19,1,19.0,0,1,100.0,19,0,0
A Green,CIN,8,151,15,18.9,1,6,75.0,51,0,0
T Hilton,IND,7,130,8,18.6,0,5,71.4,65,0,0
T Eifert,CIN,3,55,10,18.3,0,2,66.7,40,0,0
E Royal,SD,2,36,4,18.0,0,1,50.0,30,0,0
C Beasley,DAL,1,18,4,18.0,0,1,100.0,18,0,0
B Cunningham,STL,1,18,1,18.0,0,1,100.0,18,0,0
G Tate,DET,6,106,7,17.7,1,5,83.3,46,0,0
E Decker,NYJ,3,52,5,17.3,0,3,100.0,34,0,0
A Brown,PIT,6,104,11,17.3,0,5,83.3,40,0,0
P Garcon,WSH,7,119,10,17.0,1,5,71.4,32,0,0
R Meachem,NO,1,17,1,17.0,0,1,100.0,17,0,0
J Cook,STL,1,17,2,17.0,0,1,100.0,17,0,0
J Wright,MIN,2,34,3,17.0,0,2,100.0,28,0,0
R Randle,NYG,3,50,3,16.7,1,3,100.0,25,0,0
S Johnson,BUF,3,48,10,16.0,0,2,66.7,23,0,0
C Hogan,BUF,1,16,1,16.0,0,1,100.0,16,0,0
A Gates,SD,4,62,8,15.5,0,3,75.0,24,0,0
J Cotchery,CAR,2,31,2,15.5,1,2,100.0,26,0,0
D Walker,TEN,4,62,8,15.5,1,3,75.0,33,0,0
M Floyd,ARZ,2,31,2,15.5,0,2,100.0,20,0,0
D Thomas,DEN,7,108,10,15.4,3,7,100.0,34,0,0
M Colston,NO,7,107,8,15.3,1,7,100.0,22,0,0
D Baldwin,SEA,5,76,8,15.2,0,3,60.0,30,0,0
J Ballard,ARZ,1,15,1,15.0,0,1,100.0,15,0,0
D Moore,OAK,3,45,9,15.0,0,2,66.7,23,0,0
A Roberts,WSH,5,72,8,14.4,1,3,60.0,19,0,0
R Housler,ARZ,4,57,5,14.3,1,3,75.0,26,0,0
L Moore,PIT,1,14,2,14.0,0,1,100.0,14,0,0
G Olsen,CAR,1,14,3,14.0,0,1,100.0,14,0,0
