Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
M Floyd,SD,1,47,5,47.0,0,1,100.0,47,0,0
K Stills,NO,2,86,5,43.0,0,2,100.0,67,0,0
J Mastrud,OAK,1,41,1,41.0,0,1,100.0,41,0,0
D Thomas,DEN,5,161,11,32.2,2,5,100.0,78,0,0
E Lacy,GB,1,31,2,31.0,0,1,100.0,31,0,0
B Celek,PHI,2,56,3,28.0,1,2,100.0,28,0,0
A Caldwell,DEN,1,28,1,28.0,1,1,100.0,28,0,0
R Bush,DET,4,101,8,25.3,1,2,50.0,77,0,0
V McDonald,SF,1,25,2,25.0,0,1,100.0,25,0,0
A Gates,SD,2,49,4,24.5,0,2,100.0,34,0,0
J Kearse,SEA,2,49,2,24.5,1,1,50.0,43,0,0
V Cruz,NYG,5,118,8,23.6,3,4,80.0,70,0,0
H Douglas,ATL,4,93,6,23.3,0,4,100.0,50,1,0
T Smith,BAL,4,92,8,23.0,0,4,100.0,34,0,0
H Nicks,IND,5,114,8,22.8,0,4,80.0,57,0,0
V Jackson,TB,7,154,13,22.0,0,7,100.0,39,0,0
J Thomas,DEN,5,110,7,22.0,2,4,80.0,44,0,0
T Bohanon,NYJ,1,21,2,21.0,0,1,100.0,21,0,0
M Floyd,ARZ,4,82,6,20.5,0,3,75.0,44,0,0
R Randle,NYG,5,101,6,20.2,0,5,100.0,26,0,0
J Cook,STL,7,141,10,20.1,2,5,71.4,47,1,1
J Simpson,MIN,7,140,8,20.0,0,6,85.7,47,0,0
D Allen,IND,1,20,2,20.0,1,1,100.0,20,0,0
J Nelson,GB,7,130,10,18.6,1,6,85.7,37,0,0
A Green,CIN,9,162,13,18.0,2,7,77.8,45,1,0
R Woods,BUF,1,18,2,18.0,1,1,100.0,18,0,0
S Rice,SEA,2,35,3,17.5,0,2,100.0,21,0,0
C Gates,NYJ,1,17,4,17.0,0,1,100.0,17,0,0
V Davis,SF,6,98,9,16.3,2,4,66.7,37,0,0
M Bennett,CHI,3,49,6,16.3,1,3,100.0,30,0,0
M Brown,BAL,4,65,6,16.3,1,4,100.0,23,0,0
A Boldin,SF,13,208,17,16.0,1,9,69.2,43,0,0
K Sperry,ARZ,1,16,1,16.0,0,1,100.0,16,0,0
E Decker,NYJ,2,32,7,16.0,0,1,50.0,27,1,0
L Hankerson,WSH,5,80,7,16.0,2,4,80.0,27,0,0
B Quick,STL,1,16,2,16.0,0,1,100.0,16,0,0
T Williams,DAL,2,32,4,16.0,0,2,100.0,23,0,0
R Cobb,GB,7,108,12,15.4,1,6,85.7,38,0,0
K Britt,STL,1,15,2,15.0,0,1,100.0,15,0,0
M Wallace,MIA,1,15,5,15.0,0,1,100.0,15,0,0
J Kerley,NYJ,3,45,4,15.0,0,2,66.7,26,0,0
T Richardson,IND,2,30,6,15.0,0,1,50.0,18,0,0
B Ewing,JAX,1,15,1,15.0,0,1,100.0,15,0,0
T Gurley,CLE,1,15,2,15.0,0,1,100.0,15,0,0
D Jackson,WSH,7,104,9,14.9,1,7,100.0,26,0,0
D Sproles,PHI,6,88,6,14.7,0,4,66.7,32,0,0
T Benjamin,CLE,3,44,8,14.7,0,2,66.7,20,0,0
D McCluster,TEN,3,43,5,14.3,0,2,66.7,21,0,0
A Brown,PIT,5,71,7,14.2,0,5,100.0,22,0,0
Z Miller,SEA,3,42,4,14.0,0,2,66.7,18,0,0
