Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
D Davis,ATL,1,36,1,36.0,1,1,100.0,36,0,0
L Blount,PIT,1,32,2,32.0,0,1,100.0,32,0,0
J Brown,ARZ,1,32,1,32.0,0,1,100.0,32,0,0
J Develin,NE,1,31,1,31.0,0,1,100.0,31,0,0
J Hunter,TEN,4,114,8,28.5,1,3,75.0,57,0,0
C Patterson,MIN,5,141,7,28.2,1,3,60.0,79,0,0
A Brown,PIT,5,138,9,27.6,1,2,40.0,56,0,0
H Nicks,IND,5,135,7,27.0,0,3,60.0,51,0,0
C Spiller,BUF,1,26,1,26.0,0,0,0.0,26,0,0
D Hopkins,HOU,3,76,7,25.3,0,3,100.0,46,0,0
N Paul,WSH,1,25,1,25.0,0,1,100.0,25,0,0
R Cooper,PHI,3,74,9,24.7,0,2,66.7,44,0,0
G Barnidge,CLE,2,49,2,24.5,1,1,50.0,40,0,0
B Powell,NYJ,1,24,1,24.0,0,1,100.0,24,0,0
V Jackson,TB,3,70,8,23.3,1,3,100.0,38,0,0
L Willson,SEA,3,70,4,23.3,1,2,66.7,39,0,0
B Pettigrew,DET,1,23,3,23.0,0,1,100.0,23,0,0
J Gordon,CLE,7,151,10,21.6,1,4,57.1,80,0,0
J Nelson,GB,4,85,4,21.3,0,3,75.0,46,0,0
M Lewis,JAX,2,42,4,21.0,1,2,100.0,41,0,0
A Holmes,OAK,3,63,7,21.0,0,3,100.0,40,0,0
C Givens,STL,1,21,2,21.0,0,1,100.0,21,0,0
J Todman,JAX,1,21,2,21.0,1,1,100.0,21,0,0
K Winslow,NYJ,3,61,6,20.3,0,3,100.0,30,0,0
B Watson,NO,1,20,1,20.0,0,1,100.0,20,0,0
M Jones,CIN,3,60,4,20.0,1,2,66.7,29,0,0
K Allen,SD,3,59,3,19.7,2,3,100.0,43,0,0
M Reece,OAK,2,38,5,19.0,0,2,100.0,26,0,0
A Pettis,STL,1,19,3,19.0,0,1,100.0,19,0,0
H Miller,PIT,3,56,4,18.7,0,2,66.7,31,0,0
R Streater,OAK,7,130,10,18.6,1,5,71.4,48,0,0
S Holmes,NYJ,3,55,5,18.3,0,2,66.7,32,0,0
T Williams,DAL,2,36,3,18.0,0,2,100.0,18,0,0
D Rogers,IND,6,107,9,17.8,2,4,66.7,69,0,0
L Brazill,IND,3,53,4,17.7,2,2,66.7,29,0,0
D Bowe,KC,4,70,5,17.5,1,4,100.0,22,0,0
C Johnson,DET,3,52,5,17.3,0,2,66.7,33,0,0
M Bush,CHI,1,17,1,17.0,1,1,100.0,17,0,0
K Davis,KC,1,17,2,17.0,0,1,100.0,17,0,0
A Jeffery,CHI,5,84,9,16.8,1,5,100.0,26,0,0
A Robinson,WSH,4,67,6,16.8,0,3,75.0,30,0,0
B Marshall,CHI,6,100,8,16.7,0,5,83.3,22,0,0
J Cook,STL,3,49,6,16.3,0,2,66.7,31,0,0
J Boyce,NE,3,49,5,16.3,0,3,100.0,22,0,0
E Sanders,DEN,4,65,6,16.3,1,4,100.0,21,0,0
J Stewart,CAR,1,16,1,16.0,0,1,100.0,16,0,0
R Gronkowski,NE,2,32,5,16.0,0,2,100.0,21,0,0
G Escobar,DAL,2,32,2,16.0,0,2,100.0,25,0,0
A Boldin,SF,6,93,8,15.5,0,5,83.3,27,0,0
S Bailey,STL,3,46,4,15.3,0,2,66.7,18,0,0
