Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
P Rivers,SD,26,41,63.4,369,9.0,0,2,17,41.5,39,3,24,1,0,72.1
B Roethlisberger,PIT,36,50,72.0,365,7.3,2,1,23,46.0,26,5,36,1,0,97.5
E Manning,NYG,31,45,68.9,349,7.8,2,0,19,42.2,26,1,5,0,0,106.6
J Flacco,BAL,31,51,60.8,336,6.6,0,1,15,29.4,37,3,38,2,1,72.0
T Jackson,SEA,21,40,52.5,323,8.1,0,1,12,30.0,55,2,19,0,0,69.1
C Newton,CAR,22,35,62.9,290,8.3,3,0,11,31.4,44,3,25,2,2,117.6
M Vick,PHI,21,28,75.0,279,10.0,2,0,15,53.6,24,4,23,1,0,129.9
D Brees,NO,30,44,68.2,269,6.1,1,2,16,36.4,25,6,42,0,0,73.0
M Stafford,DET,21,30,70.0,267,8.9,3,0,13,43.3,56,2,9,0,0,130.8
R Fitzpatrick,BUF,21,27,77.8,262,9.7,2,1,11,40.7,46,2,10,0,0,116.4
M Cassel,KC,19,32,59.4,261,8.2,1,2,12,37.5,39,3,14,1,1,69.9
C Painter,IND,26,49,53.1,250,5.1,0,2,13,26.5,23,2,9,0,0,50.6
C McCoy,CLE,22,34,64.7,241,7.1,1,1,11,32.4,45,4,17,1,1,83.1
C Ponder,MIN,18,28,64.3,236,8.4,1,0,13,46.4,24,4,7,0,0,102.7
M Schaub,HOU,16,30,53.3,225,7.5,1,0,14,46.7,30,2,23,1,1,88.9
M Hasselbeck,TEN,23,33,69.7,224,6.8,1,0,11,33.3,32,1,9,0,0,98.5
J Beck,WSH,20,33,60.6,208,6.3,0,2,10,30.3,24,10,56,1,0,53.6
T Romo,DAL,18,35,51.4,203,5.8,1,1,10,28.6,70,4,21,0,0,66.7
T Brady,NE,24,35,68.6,198,5.7,2,0,11,31.4,23,3,28,1,0,101.8
A Smith,SF,15,24,62.5,177,7.4,1,0,10,41.7,41,1,3,1,0,98.8
A Feeley,STL,20,37,54.1,175,4.7,1,0,10,27.0,17,4,35,1,1,75.8
T Tebow,DEN,18,39,46.2,172,4.4,1,1,9,23.1,28,7,55,2,1,56.8
A Dalton,CIN,18,29,62.1,168,5.8,2,2,9,31.0,43,1,8,0,0,72.2
K Kolb,ARZ,10,21,47.6,153,7.3,1,1,6,28.6,66,6,55,1,0,68.2
M Moore,MIA,13,22,59.1,138,6.3,0,1,7,31.8,24,5,37,0,0,58.5
B Gabbert,JAX,10,30,33.3,97,3.2,1,2,8,26.7,21,1,7,0,0,26.7
C Whitehurst,SEA,4,7,57.1,52,7.4,0,0,2,28.6,17,2,6,0,0,80.7
S Hill,DET,1,2,50.0,5,2.5,0,0,0,0.0,5,0,0,0,0,56.3
L McCown,JAX,0,2,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
