Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
M Stafford,DET,31,44,70.5,408,9.3,1,1,18,40.9,49,3,29,0,0,97.5
C Ponder,MIN,29,47,61.7,381,8.1,3,2,17,36.2,52,3,29,1,1,90.8
A Rodgers,GB,28,46,60.9,369,8.0,4,1,21,45.7,33,2,9,0,0,106.2
D Orlovsky,IND,30,37,81.1,353,9.5,2,1,21,56.8,40,2,15,0,0,113.2
E Manning,NYG,23,40,57.5,347,8.7,3,1,15,37.5,67,1,0,1,1,100.7
D Brees,NO,26,36,72.2,342,9.5,3,0,16,44.4,67,2,4,0,0,129.6
T Romo,DAL,28,42,66.7,299,7.1,1,0,14,33.3,36,5,38,0,0,95.2
P Rivers,SD,22,28,78.6,294,10.5,3,0,12,42.9,52,0,0,0,0,146.1
T Brady,NE,29,38,76.3,289,7.6,2,0,19,50.0,23,1,0,0,0,114.9
R Fitzpatrick,BUF,29,46,63.0,288,6.3,1,0,12,26.1,29,1,6,0,0,88.0
A Smith,SF,17,23,73.9,274,11.9,2,0,11,47.8,56,4,29,0,0,142.3
C Palmer,OAK,20,41,48.8,273,6.7,2,1,12,29.3,40,2,15,0,0,76.6
M Ryan,ATL,20,47,42.6,267,5.7,1,2,13,27.7,26,0,0,0,0,50.6
K Kolb,ARZ,16,25,64.0,247,9.9,1,0,10,40.0,52,5,23,0,0,109.9
J Johnson,TB,16,27,59.3,229,8.5,1,1,11,40.7,42,2,22,0,0,83.7
R Grossman,WSH,19,46,41.3,221,4.8,0,1,11,23.9,42,2,17,1,1,47.5
V Young,PHI,17,29,58.6,208,7.2,1,4,10,34.5,47,2,10,1,0,52.7
C Newton,CAR,12,21,57.1,204,9.7,1,0,9,42.9,31,2,9,0,0,106.1
T Tebow,DEN,10,15,66.7,202,13.5,2,0,7,46.7,42,2,16,1,1,149.3
B Gabbert,JAX,19,33,57.6,195,5.9,2,1,11,33.3,48,2,18,0,0,82.3
C McCoy,CLE,17,35,48.6,192,5.5,1,1,9,25.7,52,3,22,0,0,63.0
T Jackson,SEA,13,16,81.3,190,11.9,1,0,8,50.0,28,3,17,1,0,137.0
T Yates,HOU,12,25,48.0,188,7.5,1,0,9,36.0,50,3,13,1,1,86.8
B Roethlisberger,PIT,15,23,65.2,176,7.7,2,0,10,43.5,45,2,13,0,0,117.3
M Sanchez,NYJ,19,32,59.4,165,5.2,1,0,9,28.1,30,0,0,0,0,83.5
M Moore,MIA,13,25,52.0,162,6.5,1,0,9,36.0,38,1,9,0,0,85.8
J Flacco,BAL,10,23,43.5,158,6.9,0,0,7,30.4,32,1,0,1,1,66.9
T Palko,KC,17,30,56.7,157,5.2,1,0,7,23.3,38,2,18,0,0,82.2
A Feeley,STL,12,22,54.5,156,7.1,0,1,9,40.9,34,4,30,1,1,58.1
M Hasselbeck,TEN,16,25,64.0,140,5.6,0,0,6,24.0,21,1,10,0,0,78.8
A Dalton,CIN,11,24,45.8,135,5.6,1,0,6,25.0,43,3,24,0,0,77.6
C Hanie,CHI,11,24,45.8,133,5.5,0,3,8,33.3,28,7,45,1,0,23.8
L Naanee,CAR,1,1,100.0,27,27.0,0,0,1,100.0,27,0,0,0,0,118.8
B Gradkowski,CIN,3,6,50.0,17,2.8,0,1,1,16.7,8,0,0,0,0,16.7
J Webb,MIN,1,1,100.0,8,8.0,0,0,0,0.0,8,0,0,0,0,100.0
S Wallace,CLE,1,1,100.0,4,4.0,0,0,0,0.0,4,0,0,0,0,83.3
C Batch,PIT,0,0,-,0,-,0,0,0,-,0,1,4,0,0,-
K Orton,KC,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
R Cobb,GB,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
C Kaepernick,SF,0,2,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
