Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
M Vick,PHI,30,46,65.2,416,9.0,2,1,18,39.1,61,2,11,0,0,99.5
A Rodgers,GB,29,38,76.3,408,10.7,4,1,18,47.4,61,2,12,0,0,134.5
C Newton,CAR,27,46,58.7,374,8.1,1,1,14,30.4,53,0,0,0,0,83.1
D Brees,NO,31,44,70.5,351,8.0,1,2,20,45.5,59,3,25,0,0,82.7
C McCoy,CLE,40,61,65.6,350,5.7,1,1,19,31.1,27,3,11,0,0,79.3
J Campbell,OAK,25,39,64.1,344,8.8,1,2,15,38.5,58,0,0,0,0,79.4
T Romo,DAL,34,47,72.3,331,7.0,3,3,19,40.4,44,1,10,0,0,86.4
E Manning,NYG,27,40,67.5,321,8.0,2,0,16,40.0,29,1,15,1,1,108.4
T Jackson,SEA,25,38,65.8,319,8.4,3,2,14,36.8,52,0,0,0,0,96.3
P Rivers,SD,21,31,67.7,307,9.9,1,0,13,41.9,55,2,12,0,0,110.6
A Dalton,CIN,18,36,50.0,298,8.3,1,2,12,33.3,58,2,11,0,0,64.4
A Smith,SF,21,33,63.6,291,8.8,2,0,11,33.3,44,3,13,2,1,112.1
M Ryan,ATL,28,42,66.7,291,6.9,1,0,15,35.7,45,0,0,0,0,94.4
J Freeman,TB,25,39,64.1,287,7.4,1,0,14,35.9,43,2,13,0,0,94.7
C Painter,IND,13,30,43.3,281,9.4,2,0,9,30.0,87,4,25,1,1,99.4
K Orton,KC,22,32,68.8,273,8.5,3,3,13,40.6,44,1,8,0,0,87.1
M Cassel,KC,18,29,62.1,260,9.0,1,0,9,31.0,52,3,13,0,0,102.7
M Stafford,DET,21,43,48.8,240,5.6,2,1,13,30.2,24,0,0,0,0,71.9
K Kolb,ARZ,20,34,58.8,237,7.0,0,1,11,32.4,47,4,25,1,1,67.9
T Brady,NE,16,30,53.3,226,7.5,2,0,11,36.7,32,1,0,0,0,100.1
M Hasselbeck,TEN,10,20,50.0,220,11.0,3,1,7,35.0,80,0,0,0,0,108.3
B Roethlisberger,PIT,16,30,53.3,206,6.9,0,1,10,33.3,40,5,28,0,0,61.3
D McNabb,MIN,18,30,60.0,202,6.7,2,1,12,40.0,41,2,12,0,0,88.5
R Fitzpatrick,BUF,20,34,58.8,199,5.9,0,0,6,17.6,44,1,9,0,0,75.5
B Gabbert,JAX,16,42,38.1,196,4.7,1,1,7,16.7,47,3,26,0,0,51.3
M Moore,MIA,17,26,65.4,167,6.4,0,1,8,30.8,31,3,18,0,0,67.3
S Bradford,STL,20,43,46.5,164,3.8,1,0,11,25.6,25,7,37,2,1,64.5
J Flacco,BAL,10,31,32.3,163,5.3,0,1,9,29.0,52,2,8,1,1,37.4
R Grossman,WSH,15,29,51.7,143,4.9,1,2,8,27.6,20,0,0,0,0,48.5
M Schaub,HOU,14,21,66.7,138,6.6,1,0,8,38.1,30,0,0,0,0,100.9
M Sanchez,NYJ,11,35,31.4,119,3.4,0,1,4,11.4,30,2,7,2,2,30.5
J Cutler,CHI,9,17,52.9,102,6.0,0,1,5,29.4,22,1,9,0,0,46.7
C Henne,MIA,3,4,75.0,27,6.8,0,1,1,25.0,18,0,0,0,0,53.1
J Cribbs,CLE,0,0,-,0,-,0,0,0,-,0,1,7,0,0,-
M Flynn,GB,0,1,0.0,0,0.0,0,1,0,0.0,0,0,0,0,0,0.0
J Locker,TEN,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
