Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
M Stafford,DET,36,59,61.0,520,8.8,5,2,27,45.8,41,2,18,0,0,103.8
M Flynn,GB,31,44,70.5,480,10.9,6,1,20,45.5,80,3,11,1,1,136.4
C Palmer,OAK,28,43,65.1,417,9.7,2,1,19,44.2,78,0,0,0,0,102.6
D Brees,NO,28,35,80.0,389,11.1,5,1,21,60.0,42,0,0,0,0,140.7
E Manning,NYG,24,33,72.7,346,10.5,3,0,16,48.5,74,2,15,0,0,136.7
T Brady,NE,23,35,65.7,338,9.7,3,1,16,45.7,53,4,18,1,0,113.8
M Vick,PHI,24,39,61.5,335,8.6,3,1,17,43.6,62,2,20,1,1,104.1
P Rivers,SD,19,26,73.1,310,11.9,3,1,15,57.7,43,0,0,0,0,135.1
R Fitzpatrick,BUF,29,46,63.0,307,6.7,2,4,16,34.8,29,2,11,0,0,60.7
M Hasselbeck,TEN,22,35,62.9,297,8.5,2,0,15,42.9,55,3,22,0,0,108.9
T Romo,DAL,29,37,78.4,289,7.8,2,1,16,43.2,34,6,38,1,1,106.0
J Freeman,TB,31,45,68.9,274,6.1,2,3,15,33.3,48,2,15,1,1,71.9
J Skelton,ARZ,22,40,55.0,271,6.8,1,1,11,27.5,41,2,14,0,0,74.1
D Orlovsky,IND,27,40,67.5,264,6.6,1,2,17,42.5,21,3,22,2,1,73.3
R Grossman,WSH,22,45,48.9,256,5.7,1,1,12,26.7,47,1,9,0,0,64.7
A Dalton,CIN,22,44,50.0,232,5.3,0,0,11,25.0,31,1,1,0,0,65.7
K Clemens,STL,14,31,45.2,226,7.3,1,1,11,35.5,36,3,26,0,0,67.4
T Jackson,SEA,21,35,60.0,222,6.3,1,1,8,22.9,61,4,31,1,0,76.1
B Roethlisberger,PIT,23,40,57.5,221,5.5,0,0,12,30.0,40,2,22,0,0,73.0
A Smith,SF,20,30,66.7,213,7.1,1,0,10,33.3,44,3,22,0,0,98.3
J Delhomme,HOU,18,28,64.3,211,7.5,1,0,9,32.1,40,2,18,1,1,99.0
M Sanchez,NYJ,21,32,65.6,207,6.5,2,3,10,31.3,30,2,3,0,0,65.5
J Webb,MIN,17,32,53.1,200,6.3,0,2,8,25.0,23,1,3,0,0,46.4
K Orton,KC,15,29,51.7,180,6.2,0,0,8,27.6,22,1,5,0,0,71.0
S Wallace,CLE,16,41,39.0,177,4.3,0,1,11,26.8,23,2,9,0,0,42.4
J McCown,CHI,15,25,60.0,160,6.4,1,1,5,20.0,22,7,43,2,0,75.4
C Newton,CAR,15,25,60.0,158,6.3,1,1,9,36.0,22,2,21,0,0,75.1
M Moore,MIA,22,32,68.8,135,4.2,1,2,12,37.5,19,1,7,0,0,61.3
J Flacco,BAL,15,19,78.9,130,6.8,1,0,5,26.3,39,1,4,0,0,112.7
M Ryan,ATL,6,9,66.7,106,11.8,2,0,4,44.4,48,0,0,0,0,146.3
B Gabbert,JAX,11,19,57.9,92,4.8,1,0,4,21.1,23,3,21,1,1,88.0
C Redman,ATL,7,12,58.3,71,5.9,0,1,4,33.3,18,0,0,0,0,40.6
T Tebow,DEN,6,22,27.3,60,2.7,0,1,2,9.1,17,2,10,0,0,20.6
T Yates,HOU,4,4,100.0,47,11.8,0,0,2,50.0,15,1,5,0,0,115.6
J Kerley,NYJ,1,1,100.0,41,41.0,0,0,1,100.0,41,0,0,0,0,118.8
C Ponder,MIN,4,10,40.0,28,2.8,0,1,1,10.0,11,1,3,0,0,8.3
B Hoyer,NE,1,1,100.0,22,22.0,0,0,1,100.0,22,0,0,0,0,118.8
C Daniel,NO,3,3,100.0,20,6.7,0,0,2,66.7,14,0,0,0,0,94.4
D Akers,SF,1,1,100.0,14,14.0,1,0,1,100.0,14,0,0,0,0,158.3
J Norwood,STL,0,1,0.0,0,0.0,0,1,0,0.0,0,0,0,0,0,0.0
T Brandstater,STL,0,2,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
