Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
E Manning,NYG,33,47,70.2,406,8.6,2,1,19,40.4,72,1,14,1,0,101.9
V Young,PHI,26,48,54.2,400,8.3,1,1,17,35.4,58,2,7,0,0,80.2
D Brees,NO,24,38,63.2,363,9.6,4,0,17,44.7,50,0,0,0,0,129.6
T Brady,NE,24,34,70.6,361,10.6,3,0,19,55.9,63,1,8,0,0,134.6
R Grossman,WSH,26,35,74.3,314,9.0,2,2,15,42.9,50,1,8,0,0,96.6
A Rodgers,GB,22,33,66.7,307,9.3,2,0,11,33.3,65,2,11,1,0,116.6
C Palmer,OAK,21,37,56.8,301,8.1,0,1,12,32.4,47,4,33,0,0,72.0
M Moore,MIA,19,32,59.4,288,9.0,1,0,11,34.4,41,4,25,1,0,99.5
M Stafford,DET,32,45,71.1,276,6.1,1,3,15,33.3,23,1,3,0,0,66.5
A Dalton,CIN,21,31,67.7,270,8.7,1,0,13,41.9,51,2,13,1,1,105.6
R Fitzpatrick,BUF,26,39,66.7,264,6.8,3,0,15,38.5,36,3,14,0,0,111.5
M Ryan,ATL,27,34,79.4,262,7.7,3,0,15,44.1,27,2,16,1,0,128.2
C Hanie,CHI,18,36,50.0,254,7.1,2,3,10,27.8,81,4,25,0,0,56.9
T Romo,DAL,22,34,64.7,226,6.6,2,2,13,38.2,23,1,8,0,0,78.8
C Painter,IND,15,29,51.7,226,7.8,1,2,10,34.5,56,2,8,1,0,60.4
C Newton,CAR,20,27,74.1,208,7.7,0,0,9,33.3,30,3,32,0,0,95.9
S Bradford,STL,17,31,54.8,203,6.5,1,0,8,25.8,35,2,17,1,1,85.8
J Freeman,TB,18,33,54.5,199,6.0,1,1,9,27.3,35,2,13,1,1,70.1
B Roethlisberger,PIT,21,31,67.7,193,6.2,1,1,13,41.9,34,1,11,0,0,81.8
P Rivers,SD,19,36,52.8,188,5.2,1,0,10,27.8,30,3,29,0,0,77.1
C Ponder,MIN,17,25,68.0,186,7.4,1,0,8,32.0,39,4,24,0,0,103.1
M Sanchez,NYJ,17,35,48.6,180,5.1,4,1,11,31.4,22,0,0,0,0,90.2
T Palko,KC,18,28,64.3,167,6.0,0,3,9,32.1,25,1,5,0,0,40.9
J Flacco,BAL,15,23,65.2,161,7.0,1,0,12,52.2,22,0,0,0,0,100.1
M Hasselbeck,TEN,19,34,55.9,160,4.7,1,2,10,29.4,20,2,10,1,0,53.6
C McCoy,CLE,16,34,47.1,151,4.4,2,1,7,20.6,36,2,11,0,0,67.2
T Jackson,SEA,14,30,46.7,144,4.8,2,1,8,26.7,24,2,18,0,0,69.3
T Tebow,DEN,9,18,50.0,143,7.9,1,0,7,38.9,39,1,2,0,0,95.4
A Smith,SF,15,24,62.5,140,5.8,0,1,7,29.2,20,9,44,1,0,61.1
B Gabbert,JAX,13,29,44.8,136,4.7,0,1,6,20.7,31,6,35,0,0,44.6
J Skelton,ARZ,12,23,52.2,114,5.0,0,2,4,17.4,41,3,8,0,0,30.0
T Yates,HOU,8,15,53.3,70,4.7,0,0,3,20.0,24,0,0,0,0,66.0
L McCown,JAX,7,11,63.6,62,5.6,0,0,1,9.1,25,1,13,0,0,78.6
M Leinart,HOU,10,13,76.9,57,4.4,1,0,1,7.7,20,0,0,0,0,110.1
C Daniel,NO,1,1,100.0,9,9.0,0,0,0,0.0,9,0,0,0,0,104.2
B Lloyd,STL,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
