Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
P Rivers,SD,26,46,56.5,385,8.4,4,3,20,43.5,38,2,10,0,0,85.9
T Brady,NE,28,49,57.1,342,7.0,2,2,17,34.7,28,2,10,1,1,75.4
C Palmer,OAK,19,35,54.3,332,9.5,3,3,14,40.0,40,2,16,0,0,79.7
B Roethlisberger,PIT,20,37,54.1,330,8.9,1,1,15,40.5,32,1,8,0,0,82.0
J Flacco,BAL,28,47,59.6,300,6.4,1,0,18,38.3,29,3,11,1,1,85.4
J Freeman,TB,27,37,73.0,281,7.6,1,0,9,24.3,46,1,0,0,0,103.5
T Romo,DAL,19,31,61.3,279,9.0,2,0,8,25.8,39,0,0,0,0,112.2
M Ryan,ATL,14,24,58.3,275,11.5,3,1,10,41.7,80,1,6,0,0,120.7
M Hasselbeck,TEN,24,41,58.5,272,6.6,2,0,14,34.1,30,2,22,0,0,94.8
D Brees,NO,27,36,75.0,258,7.2,2,1,14,38.9,23,0,0,0,0,101.4
S Bradford,STL,23,36,63.9,255,7.1,0,1,10,27.8,26,4,22,0,0,73.3
J Beck,WSH,30,47,63.8,254,5.4,1,1,14,29.8,17,2,3,0,0,76.0
M Cassel,KC,20,39,51.3,253,6.5,0,0,11,28.2,37,5,26,0,0,71.8
E Manning,NYG,20,39,51.3,250,6.4,2,1,15,38.5,30,0,0,0,0,77.9
A Rodgers,GB,21,26,80.8,247,9.5,4,0,10,38.5,64,4,15,0,0,145.8
M Moore,MIA,17,23,73.9,244,10.6,3,0,12,52.2,35,0,0,0,0,147.5
M Sanchez,NYJ,20,28,71.4,230,8.2,1,1,14,50.0,24,1,8,0,0,92.9
J Skelton,ARZ,20,35,57.1,222,6.3,1,0,10,28.6,27,3,30,1,0,85.7
T Jackson,SEA,17,30,56.7,221,7.4,0,3,10,33.3,43,1,2,0,0,40.4
A Dalton,CIN,22,39,56.4,217,5.6,3,0,11,28.2,25,1,7,0,0,97.9
M Vick,PHI,21,38,55.3,213,5.6,0,1,12,31.6,31,1,2,0,0,60.5
J Cutler,CHI,18,32,56.3,208,6.5,2,0,11,34.4,28,0,0,0,0,96.9
A Smith,SF,17,24,70.8,200,8.3,1,0,10,41.7,30,2,12,0,0,109.7
R Fitzpatrick,BUF,15,31,48.4,191,6.2,1,2,7,22.6,52,0,0,0,0,51.9
C McCoy,CLE,14,22,63.6,146,6.6,1,1,7,31.8,24,4,18,0,0,79.0
T Tebow,DEN,10,21,47.6,124,5.9,2,0,4,19.0,29,1,11,0,0,98.1
M Schaub,HOU,14,23,60.9,119,5.2,0,1,7,30.4,22,0,0,0,0,56.3
C Painter,IND,13,27,48.1,98,3.6,0,1,6,22.2,16,2,15,0,0,41.9
D Orlovsky,IND,4,6,66.7,20,3.3,0,0,0,0.0,9,0,0,0,0,71.5
B Colquitt,DEN,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
C Henry,PHI,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
