Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
C Newton,CAR,28,46,60.9,432,9.4,1,3,18,39.1,62,4,28,0,0,72.0
T Brady,NE,31,40,77.5,423,10.6,3,0,23,57.5,33,2,13,0,0,135.7
P Rivers,SD,29,40,72.5,378,9.5,2,2,20,50.0,36,2,6,1,1,97.7
M Hasselbeck,TEN,30,42,71.4,358,8.5,1,1,16,38.1,42,0,0,0,0,95.1
T Romo,DAL,20,33,60.6,345,10.5,2,0,12,36.4,77,1,5,0,0,116.4
A Dalton,CIN,27,41,65.9,332,8.1,2,0,14,34.1,84,2,22,0,0,107.0
S Bradford,STL,22,46,47.8,331,7.2,1,0,13,28.3,68,2,23,0,0,79.2
J Campbell,OAK,23,33,69.7,323,9.8,2,1,17,51.5,50,0,0,0,0,108.5
A Rodgers,GB,19,30,63.3,308,10.3,2,0,9,30.0,84,1,13,0,0,119.9
B Roethlisberger,PIT,22,30,73.3,298,9.9,1,0,15,50.0,53,2,16,0,0,115.7
M Stafford,DET,23,39,59.0,294,7.5,4,1,11,28.2,43,0,0,0,0,106.1
R Grossman,WSH,25,43,58.1,291,6.8,2,2,13,30.2,40,1,8,0,0,74.9
D Brees,NO,26,37,70.3,270,7.3,3,0,11,29.7,79,1,6,0,0,118.1
R Fitzpatrick,BUF,28,46,60.9,264,5.7,3,1,17,37.0,19,0,0,0,0,89.4
K Kolb,ARZ,17,30,56.7,251,8.4,2,1,10,33.3,73,3,20,1,0,92.5
J Cutler,CHI,19,45,42.2,244,5.4,1,0,14,31.1,30,6,58,1,1,67.3
J Freeman,TB,22,31,71.0,243,7.8,1,1,12,38.7,51,2,13,0,0,91.2
M Vick,PHI,19,28,67.9,242,8.6,2,1,11,39.3,36,0,0,0,0,103.6
M Schaub,HOU,21,29,72.4,230,7.9,2,0,10,34.5,43,3,23,0,0,118.5
D McNabb,MIN,18,30,60.0,228,7.6,0,0,12,40.0,42,2,16,0,0,83.8
E Manning,NYG,19,30,63.3,223,7.4,2,1,10,33.3,31,3,19,0,0,94.2
C McCoy,CLE,22,32,68.8,211,6.6,1,0,9,28.1,28,1,14,1,0,97.3
J Flacco,BAL,15,32,46.9,197,6.2,1,2,11,34.4,32,3,13,1,0,51.2
K Orton,KC,15,25,60.0,195,7.8,2,0,8,32.0,52,2,8,1,1,111.3
M Ryan,ATL,17,28,60.7,195,7.0,4,2,14,50.0,32,4,15,0,0,91.5
K Collins,IND,19,38,50.0,191,5.0,1,1,12,31.6,20,2,15,1,1,62.5
M Sanchez,NYJ,17,24,70.8,182,7.6,2,2,8,33.3,37,1,0,0,0,85.8
A Smith,SF,16,24,66.7,179,7.5,2,1,10,41.7,29,6,47,0,0,99.1
C Henne,MIA,12,30,40.0,170,5.7,1,1,11,36.7,41,2,17,0,0,56.3
T Jackson,SEA,20,29,69.0,159,5.5,0,0,7,24.1,17,5,26,0,0,82.4
M Cassel,KC,15,22,68.2,133,6.0,0,3,6,27.3,45,2,17,1,1,44.5
J Kitna,DAL,6,10,60.0,87,8.7,1,2,5,50.0,33,0,0,0,0,82.1
M Kafka,PHI,7,9,77.8,72,8.0,0,0,1,11.1,43,0,0,0,0,100.0
L McCown,JAX,6,19,31.6,59,3.1,0,4,3,15.8,25,1,10,0,0,1.8
B Gabbert,JAX,5,6,83.3,52,8.7,0,0,3,50.0,14,1,10,0,0,102.8
S Hill,DET,1,1,100.0,28,28.0,0,0,1,100.0,28,0,0,0,0,118.8
E Sanders,PIT,1,1,100.0,15,15.0,0,0,1,100.0,15,0,0,0,0,118.8
B Smith,BUF,0,0,-,0,-,0,0,0,-,0,1,6,0,0,-
T Palko,KC,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
