Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
T Brady,NE,32,48,66.7,517,10.8,4,1,20,41.7,99,1,1,0,0,121.6
C Newton,CAR,24,37,64.9,422,11.4,2,1,17,45.9,77,4,19,0,0,110.4
D Brees,NO,32,49,65.3,419,8.6,3,0,20,40.8,36,3,23,0,0,112.5
C Henne,MIA,30,49,61.2,416,8.5,2,1,19,38.8,31,4,26,0,0,93.6
T Romo,DAL,23,36,63.9,342,9.5,2,1,18,50.0,64,4,16,2,1,101.9
P Rivers,SD,33,48,68.8,335,7.0,2,2,21,43.8,37,2,5,0,0,85.0
M Sanchez,NYJ,26,44,59.1,335,7.6,2,1,18,40.9,33,4,20,1,1,88.7
M Ryan,ATL,31,47,66.0,319,6.8,0,1,14,29.8,32,5,43,1,1,76.5
A Rodgers,GB,27,35,77.1,312,8.9,3,0,14,40.0,36,2,16,0,0,132.1
J Cutler,CHI,22,32,68.8,312,9.8,2,1,11,34.4,56,5,23,1,0,107.8
K Kolb,ARZ,18,27,66.7,309,11.4,2,0,10,37.0,70,2,14,1,0,130.0
R Grossman,WSH,21,34,61.8,305,9.0,2,0,17,50.0,39,4,47,1,1,110.5
M Stafford,DET,24,33,72.7,305,9.2,3,1,17,51.5,36,0,0,0,0,118.9
K Orton,KC,24,46,52.2,304,6.6,1,1,17,37.0,24,5,32,1,1,71.3
B Roethlisberger,PIT,22,41,53.7,280,6.8,1,3,15,36.6,31,4,34,2,2,52.9
E Manning,NYG,18,32,56.3,268,8.4,0,1,10,31.3,68,4,28,1,0,70.8
M Hasselbeck,TEN,21,34,61.8,263,7.7,2,1,11,32.4,80,2,14,1,0,93.1
J Freeman,TB,28,43,65.1,259,6.0,1,1,15,34.9,22,2,7,1,0,79.5
J Flacco,BAL,17,29,58.6,224,7.7,3,0,10,34.5,29,1,9,0,0,117.6
M Schaub,HOU,17,24,70.8,220,9.2,1,2,13,54.2,25,1,3,0,0,78.5
C McCoy,CLE,19,40,47.5,213,5.3,2,1,11,27.5,56,2,11,1,0,70.1
R Fitzpatrick,BUF,17,25,68.0,208,8.3,4,0,13,52.0,35,1,7,0,0,133.0
K Collins,IND,16,31,51.6,197,6.4,1,0,10,32.3,36,3,25,2,1,82.3
T Jackson,SEA,21,37,56.8,197,5.3,2,1,9,24.3,55,5,42,2,2,78.3
S Bradford,STL,17,30,56.7,188,6.3,0,0,11,36.7,31,4,22,0,0,75.4
M Vick,PHI,14,32,43.8,187,5.8,2,0,11,34.4,41,3,20,1,1,83.7
L McCown,JAX,17,24,70.8,175,7.3,0,0,9,37.5,26,2,15,1,0,91.5
A Smith,SF,15,20,75.0,124,6.2,0,0,4,20.0,27,0,0,0,0,90.4
M Cassel,KC,22,36,61.1,119,3.3,1,1,8,22.2,20,2,14,0,0,64.5
J Campbell,OAK,13,22,59.1,105,4.8,1,0,7,31.8,17,1,6,1,0,86.4
B Gradkowski,CIN,5,12,41.7,92,7.7,1,0,3,25.0,41,1,7,0,0,96.5
A Dalton,CIN,10,15,66.7,81,5.4,1,0,5,33.3,22,3,11,1,0,102.4
D McNabb,MIN,7,15,46.7,39,2.6,1,1,3,20.0,12,2,11,0,0,47.9
A Feeley,STL,1,5,20.0,21,4.2,0,0,0,0.0,21,1,6,0,0,44.6
J Johnson,TB,1,3,33.3,7,2.3,0,0,0,0.0,7,0,0,0,0,42.4
B Smith,BUF,0,1,0.0,0,0.0,0,1,0,0.0,0,0,0,0,0,0.0
