Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
C Shorts,JAX,1,80,2,80.0,1,1,100.0,80,0,0
L Jean,HOU,1,46,1,46.0,0,1,100.0,46,0,0
B Hartline,MIA,1,41,9,41.0,0,1,100.0,41,0,0
D Brown,IND,1,39,1,39.0,0,1,100.0,39,0,0
N Washington,TEN,3,112,3,37.3,1,2,66.7,71,0,0
J Kerley,NYJ,2,73,3,36.5,1,2,100.0,66,0,0
A Johnson,HOU,2,72,4,36.0,1,2,100.0,60,0,0
A Hawkins,CIN,2,66,4,33.0,1,1,50.0,59,0,0
V Jackson,TB,1,29,7,29.0,0,1,100.0,29,0,0
J Jones,BAL,3,86,4,28.7,0,3,100.0,41,0,0
T Hilton,IND,4,113,8,28.3,1,3,75.0,40,0,0
B LaFell,CAR,1,27,5,27.0,0,1,100.0,27,0,0
O Charles,CIN,1,25,1,25.0,0,1,100.0,25,0,0
K Walter,HOU,3,73,6,24.3,1,3,100.0,52,0,0
J Cribbs,CLE,1,24,1,24.0,0,1,100.0,24,0,0
G Tate,SEA,3,68,7,22.7,2,2,66.7,41,0,0
S Rice,SEA,1,22,1,22.0,0,1,100.0,22,0,0
T Benjamin,CLE,2,44,4,22.0,1,2,100.0,22,0,0
S Smith,CAR,4,86,4,21.5,0,4,100.0,33,0,0
M Austin,DAL,5,107,9,21.4,0,5,100.0,49,0,0
T Smith,BAL,6,127,10,21.2,2,6,100.0,38,0,0
C Spiller,BUF,2,42,2,21.0,1,1,50.0,32,0,0
A Binns,MIA,3,63,3,21.0,1,1,33.3,48,0,0
A Green,CIN,9,183,11,20.3,1,6,66.7,73,0,0
G Graham,HOU,2,39,4,19.5,0,2,100.0,27,0,0
J Cook,TEN,4,77,4,19.3,1,2,50.0,61,0,0
A Roberts,ARZ,3,55,6,18.3,0,3,100.0,29,0,0
J Dreessen,DEN,2,36,5,18.0,1,2,100.0,30,0,0
B Celek,PHI,2,36,6,18.0,0,1,50.0,34,0,0
W Welker,NE,8,142,10,17.8,0,5,62.5,59,0,0
L Moore,NO,4,70,7,17.5,1,4,100.0,34,0,0
M Floyd,SD,3,52,9,17.3,0,3,100.0,28,0,0
D Bess,MIA,5,86,7,17.2,0,4,80.0,23,0,0
E Decker,DEN,8,136,11,17.0,0,5,62.5,35,0,0
D Johnson,PHI,5,84,11,16.8,0,5,100.0,26,0,0
M Williams,TB,2,33,6,16.5,0,1,50.0,23,0,0
C Johnson,DET,10,164,12,16.4,1,8,80.0,28,0,0
S Holmes,NYJ,9,147,14,16.3,0,7,77.8,38,0,0
M Wallace,PIT,8,123,11,15.4,1,5,62.5,22,1,0
R Barden,NYG,9,138,10,15.3,0,7,77.8,23,0,0
J King,ARZ,1,15,2,15.0,0,1,100.0,15,0,0
S Smith,STL,1,15,3,15.0,0,1,100.0,15,0,0
J Finley,GB,4,60,5,15.0,0,2,50.0,31,0,0
D Jackson,PHI,3,43,10,14.3,0,3,100.0,16,0,0
B Marshall,CHI,5,71,11,14.2,0,3,60.0,34,0,0
G Olsen,CAR,7,98,14,14.0,0,5,71.4,23,0,0
F Jones,DAL,2,28,2,14.0,0,0,0.0,15,0,0
D Avery,IND,2,28,9,14.0,0,2,100.0,15,0,0
M Massaquoi,CLE,1,14,3,14.0,0,1,100.0,14,0,0
L Hankerson,WSH,4,56,7,14.0,0,4,100.0,23,0,0
