Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
A Edwards,CAR,1,82,1,82.0,0,1,100.0,82,0,0
T Crabtree,GB,1,72,2,72.0,1,1,100.0,72,0,0
V Jackson,TB,2,84,4,42.0,1,2,100.0,64,0,0
D Jackson,PHI,3,100,7,33.3,1,2,66.7,77,0,0
K Ogletree,DAL,3,96,4,32.0,1,3,100.0,65,0,0
C Clay,MIA,1,31,1,31.0,1,1,100.0,31,0,0
L Moore,NO,2,61,2,30.5,0,2,100.0,38,0,0
S Ajirotutu,SD,1,28,1,28.0,0,1,100.0,28,0,0
J Jones,ATL,5,129,6,25.8,0,4,80.0,48,0,0
Z Miller,SEA,2,47,3,23.5,0,2,100.0,25,0,0
M Forte,CHI,2,45,2,22.5,0,1,50.0,47,0,0
M Wallace,PIT,3,66,5,22.0,1,2,66.7,51,0,0
N Paul,WSH,1,22,2,22.0,0,1,100.0,22,0,0
D Avery,IND,5,108,8,21.6,0,5,100.0,48,0,0
A Roberts,ARZ,4,86,7,21.5,0,3,75.0,40,1,0
D Alexander,SD,3,61,3,20.3,0,2,66.7,30,0,0
T Benjamin,CLE,1,19,3,19.0,0,1,100.0,19,0,0
J Gordon,CLE,2,38,3,19.0,0,2,100.0,26,0,0
C Shorts,JAX,3,56,4,18.7,0,3,100.0,25,0,0
C Johnson,DET,7,129,8,18.4,0,6,85.7,38,0,0
J Gresham,CIN,6,108,8,18.0,0,5,83.3,52,0,0
N Washington,TEN,2,35,2,17.5,1,1,50.0,30,0,0
S Chandler,BUF,3,51,5,17.0,0,3,100.0,27,0,0
M Bush,CHI,1,17,1,17.0,0,1,100.0,17,0,0
B Tate,CIN,1,17,6,17.0,0,1,100.0,17,0,0
M Williams,TB,4,68,8,17.0,1,4,100.0,37,0,0
T Hilton,IND,6,102,11,17.0,1,3,50.0,36,0,0
R White,ATL,7,118,10,16.9,0,7,100.0,26,0,0
D Pitta,BAL,2,33,3,16.5,0,1,50.0,27,0,0
D Moore,OAK,4,66,9,16.5,0,3,75.0,26,0,0
J Casey,HOU,3,49,3,16.3,0,2,66.7,24,0,0
L Hankerson,WSH,3,49,4,16.3,0,1,33.3,25,0,0
M Floyd,ARZ,5,80,7,16.0,0,3,60.0,37,0,0
O Daniels,HOU,4,62,8,15.5,1,1,25.0,39,0,0
J Jones,GB,4,61,7,15.3,1,4,100.0,28,0,0
D Bryant,DAL,1,15,4,15.0,0,1,100.0,15,0,0
K Wright,TEN,2,30,7,15.0,0,2,100.0,18,0,0
D Heyward-Bey,OAK,5,74,6,14.8,0,3,60.0,46,0,0
A Johnson,HOU,8,118,10,14.8,0,7,87.5,34,0,0
M Sanu,CIN,2,29,3,14.5,0,1,50.0,34,0,0
B Stokley,DEN,3,43,4,14.3,0,3,100.0,20,0,0
A Gates,SD,3,43,3,14.3,1,2,66.7,21,0,0
A Green,CIN,7,99,9,14.1,1,6,85.7,37,0,0
K Walter,HOU,2,28,3,14.0,0,2,100.0,18,0,0
T Scheffler,DET,2,28,3,14.0,0,1,50.0,28,0,0
J Simpson,MIN,1,14,2,14.0,0,1,100.0,14,0,0
F Jones,DAL,5,70,5,14.0,0,3,60.0,39,0,0
J Maclin,PHI,2,28,4,14.0,0,1,50.0,22,0,0
S Smith,CAR,3,41,7,13.7,1,1,33.3,19,0,0
B Marshall,CHI,9,122,10,13.6,3,5,55.6,39,0,0
