Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
A McCoy,SEA,1,49,2,49.0,0,1,100.0,49,0,0
L Hawkins,TEN,1,42,1,42.0,0,1,100.0,42,0,0
A Bradshaw,NYG,1,41,2,41.0,0,1,100.0,41,0,0
C Spiller,BUF,2,72,7,36.0,1,2,100.0,66,0,0
G Tate,SEA,3,105,4,35.0,0,3,100.0,44,0,0
D Alexander,SD,1,34,2,34.0,1,1,100.0,34,0,0
L Moore,NO,4,121,6,30.3,0,4,100.0,51,0,0
J Wright,MIN,3,90,5,30.0,1,3,100.0,65,0,0
J Kerley,NYJ,3,88,5,29.3,0,2,66.7,40,0,0
J Nelson,GB,3,87,5,29.0,1,3,100.0,73,0,0
T Hilton,IND,4,111,6,27.8,1,4,100.0,70,0,0
C Givens,STL,2,54,3,27.0,0,2,100.0,37,0,0
D Walker,SF,2,50,4,25.0,0,2,100.0,27,0,0
D Harris,DAL,1,25,4,25.0,0,1,100.0,25,0,0
K Durham,DET,1,25,2,25.0,1,1,100.0,25,0,0
S Smith,CAR,3,73,9,24.3,0,3,100.0,31,0,0
M Tolbert,CAR,1,22,3,22.0,0,1,100.0,22,0,0
E Bennett,CHI,5,109,5,21.8,1,2,40.0,60,0,0
M Crabtree,SF,8,172,13,21.5,2,8,100.0,49,0,0
N Washington,TEN,1,21,2,21.0,0,1,100.0,21,0,0
R Gronkowski,NE,2,42,4,21.0,1,2,100.0,23,0,0
M Floyd,ARZ,8,166,14,20.8,1,4,50.0,53,1,1
D Hixon,NYG,2,41,3,20.5,0,2,100.0,30,0,0
K Wright,TEN,2,40,3,20.0,0,1,50.0,36,0,0
R Streater,OAK,4,77,5,19.3,0,4,100.0,38,0,0
L Murphy,CAR,3,57,7,19.0,0,2,66.7,34,0,0
A Jeffery,CHI,4,76,7,19.0,0,3,75.0,55,0,0
J Jones,ATL,3,56,6,18.7,0,3,100.0,28,0,0
S Johnson,BUF,6,111,9,18.5,0,5,83.3,37,0,0
D Bryant,DAL,4,71,8,17.8,0,4,100.0,23,0,0
B Tate,CIN,3,53,5,17.7,0,1,33.3,44,0,0
D Thomas,DEN,7,122,8,17.4,1,5,71.4,36,0,0
K Walter,HOU,3,51,5,17.0,0,3,100.0,22,0,0
J Felton,MIN,1,17,1,17.0,0,1,100.0,17,0,0
V Jackson,TB,3,50,7,16.7,0,3,100.0,27,0,0
L Stocker,TB,3,50,5,16.7,0,2,66.7,26,0,0
B Stokley,DEN,3,49,3,16.3,0,2,66.7,29,0,0
D Branch,NE,1,16,1,16.0,0,1,100.0,16,0,0
D Henderson,NO,1,16,1,16.0,0,1,100.0,16,0,0
D Posey,HOU,1,16,2,16.0,0,1,100.0,16,0,0
D Woodhead,NE,5,79,5,15.8,0,3,60.0,25,0,0
P Garcon,WSH,3,46,5,15.3,0,3,100.0,18,0,0
E Royal,SD,4,61,6,15.3,0,3,75.0,31,0,0
G Jennings,GB,8,120,12,15.0,2,7,87.5,45,0,0
M Bennett,NYG,1,15,5,15.0,0,1,100.0,15,0,0
B Robiskie,DET,2,30,2,15.0,1,2,100.0,21,0,0
B Gibson,STL,3,45,6,15.0,0,3,100.0,21,0,0
D Wilson,NYG,1,15,1,15.0,1,1,100.0,15,0,0
M Lewis,JAX,7,103,10,14.7,0,5,71.4,25,0,0
D Reed,BAL,3,44,4,14.7,0,2,66.7,23,0,0
