Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
L Jean,HOU,1,54,1,54.0,1,1,100.0,54,0,0
G Olsen,CAR,1,47,4,47.0,1,1,100.0,47,0,0
L Brazill,IND,1,42,4,42.0,1,1,100.0,42,0,0
J Morgan,NO,1,38,2,38.0,0,1,100.0,38,0,0
N Washington,TEN,3,96,6,32.0,0,3,100.0,49,0,0
R Streater,OAK,3,96,4,32.0,1,3,100.0,64,0,0
M Massaquoi,CLE,2,60,2,30.0,0,1,50.0,54,0,0
R Matthews,MIA,1,28,2,28.0,0,1,100.0,28,0,0
T Graham,BUF,2,54,2,27.0,0,1,50.0,51,0,0
C Fleener,IND,1,26,2,26.0,1,1,100.0,26,0,0
D Allen,IND,2,50,5,25.0,0,2,100.0,40,0,0
S Smith,CAR,5,120,9,24.0,1,5,100.0,53,0,0
L Fitzgerald,ARZ,1,23,7,23.0,0,1,100.0,23,0,0
M Austin,DAL,2,46,2,23.0,1,2,100.0,27,0,0
V Cruz,NYG,5,104,8,20.8,0,3,60.0,49,0,0
R White,ATL,1,20,7,20.0,0,1,100.0,20,0,0
J Jones,GB,2,40,2,20.0,1,1,50.0,32,0,0
K Britt,TEN,2,40,8,20.0,1,1,50.0,34,0,0
J Avant,PHI,4,79,5,19.8,0,3,75.0,29,0,0
H Miller,PIT,5,97,6,19.4,1,4,80.0,43,1,0
J Gordon,CLE,6,116,7,19.3,1,5,83.3,44,0,0
G Tate,SEA,5,96,6,19.2,1,4,80.0,49,0,0
D Pitta,BAL,1,19,3,19.0,0,1,100.0,19,0,0
J Baldwin,KC,2,37,2,18.5,1,2,100.0,34,0,0
V Jackson,TB,3,55,8,18.3,0,3,100.0,24,0,0
T Scheffler,DET,3,55,5,18.3,0,3,100.0,39,0,0
D Avery,IND,5,91,14,18.2,2,4,80.0,42,0,0
J Witten,DAL,6,108,8,18.0,0,4,66.7,36,0,0
E Weems,CHI,1,18,2,18.0,0,1,100.0,18,0,0
L Moore,NO,7,123,11,17.6,0,7,100.0,32,0,0
M Lewis,JAX,4,68,7,17.0,0,3,75.0,24,0,0
D Alexander,SD,6,102,10,17.0,0,6,100.0,28,0,0
B Hartline,MIA,5,84,10,16.8,0,4,80.0,28,0,0
T Hilton,IND,6,100,12,16.7,0,2,33.3,60,0,0
B Marshall,CHI,10,165,14,16.5,0,6,60.0,56,1,0
S Rice,SEA,6,99,9,16.5,1,5,83.3,28,0,0
M Bennett,NYG,5,82,7,16.4,1,4,80.0,28,0,0
D Bryant,DAL,6,98,6,16.3,2,5,83.3,35,0,0
A Boldin,BAL,5,81,12,16.2,1,4,80.0,31,0,0
D Bowe,KC,4,64,7,16.0,0,4,100.0,21,0,0
B Pascoe,NYG,1,16,1,16.0,0,1,100.0,16,0,0
R Cooper,PHI,2,31,5,15.5,1,2,100.0,16,0,0
M Williams,TB,6,93,12,15.5,1,4,66.7,40,0,0
D Moore,OAK,2,31,8,15.5,0,2,100.0,20,0,0
M Floyd,SD,4,61,7,15.3,0,3,75.0,24,0,0
D Young,WSH,1,15,1,15.0,0,0,0.0,15,0,0
J Cameron,CLE,2,30,5,15.0,0,1,50.0,23,0,0
J Graham,NO,4,59,6,14.8,0,3,75.0,25,0,0
T Gonzalez,ATL,4,58,5,14.5,1,3,75.0,18,0,0
M Crabtree,SF,7,101,11,14.4,0,5,71.4,30,0,0
