Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
D Clark,TB,1,33,1,33.0,0,1,100.0,33,0,0
D Thomas,MIA,1,32,3,32.0,0,1,100.0,32,0,0
T Smith,BAL,2,57,3,28.5,0,1,50.0,52,0,0
P Garcon,WSH,4,109,4,27.3,1,2,50.0,88,0,0
A Jeffery,CHI,3,80,5,26.7,1,3,100.0,42,0,0
N Washington,TEN,2,53,8,26.5,1,2,100.0,29,0,0
D Thompson,BAL,1,25,2,25.0,0,1,100.0,25,0,0
R Meachem,SD,2,49,2,24.5,0,1,50.0,46,0,0
J Lane,MIA,1,24,1,24.0,0,1,100.0,24,0,0
D Thomas,DEN,5,110,7,22.0,1,3,60.0,71,0,0
L Paulsen,WSH,1,22,1,22.0,0,1,100.0,22,0,0
O Daniels,HOU,4,87,8,21.8,0,4,100.0,29,0,0
B LaFell,CAR,3,65,5,21.7,1,3,100.0,24,0,0
D Bryant,DAL,4,85,5,21.3,0,3,75.0,38,0,0
J Morgan,WSH,1,21,2,21.0,0,1,100.0,21,0,0
L Murphy,CAR,3,63,5,21.0,0,2,66.7,51,0,0
D Aromashodu,MIN,3,61,3,20.3,0,3,100.0,26,0,0
J Jones,GB,4,81,6,20.3,1,3,75.0,49,0,0
L Moore,NO,6,120,10,20.0,1,6,100.0,33,0,0
D Jackson,PHI,4,77,11,19.3,0,3,75.0,35,0,0
F Davis,WSH,2,38,4,19.0,0,1,50.0,26,0,0
C Johnson,DET,6,111,7,18.5,0,6,100.0,51,0,0
A Brown,PIT,4,74,8,18.5,0,4,100.0,27,1,0
C Shorts,JAX,4,74,7,18.5,1,4,100.0,39,0,0
D Hixon,NYG,3,55,5,18.3,0,2,66.7,39,0,0
M Austin,DAL,4,73,4,18.3,1,2,50.0,34,0,0
K Boss,KC,2,36,2,18.0,1,2,100.0,22,0,0
J Jones,ATL,6,108,9,18.0,2,6,100.0,31,0,0
S Hill,NYJ,5,89,6,17.8,2,5,100.0,33,0,0
M Colston,NO,4,71,11,17.8,0,3,75.0,25,1,1
D Bowe,KC,3,53,6,17.7,0,3,100.0,23,0,0
S Holmes,NYJ,4,68,8,17.0,0,4,100.0,25,0,0
J Casey,HOU,1,17,2,17.0,0,1,100.0,17,0,0
K Adams,CHI,1,17,1,17.0,0,1,100.0,17,0,0
E Bennett,CHI,3,50,4,16.7,0,3,100.0,25,0,0
B Hartline,MIA,3,50,8,16.7,0,1,33.3,34,0,0
M Floyd,SD,4,66,6,16.5,1,4,100.0,25,0,0
B Celek,PHI,4,65,8,16.3,0,2,50.0,28,0,0
S Smith,STL,1,16,3,16.0,0,1,100.0,16,0,0
J Cook,TEN,4,64,6,16.0,0,2,50.0,35,0,0
B Powell,NYJ,1,16,1,16.0,0,1,100.0,16,0,0
J Gordon,CLE,2,32,4,16.0,0,2,100.0,20,0,0
A Boldin,BAL,4,63,5,15.8,1,3,75.0,34,0,0
L Fitzgerald,ARZ,4,63,11,15.8,0,3,75.0,23,0,0
S Moss,WSH,3,47,5,15.7,0,2,66.7,27,0,0
D Nelson,BUF,2,31,5,15.5,0,2,100.0,21,0,0
B Pettigrew,DET,5,77,10,15.4,0,4,80.0,24,0,0
J Jones,BAL,3,46,3,15.3,0,2,66.7,25,0,0
S Smith,CAR,7,106,11,15.1,0,5,71.4,32,0,0
R Wayne,IND,9,135,18,15.0,0,7,77.8,23,0,0
