Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
M Wallace,PIT,2,94,4,47.0,1,2,100.0,82,0,0
R Rice,BAL,1,43,4,43.0,0,1,100.0,43,0,0
R Moss,SF,2,75,3,37.5,0,2,100.0,55,0,0
M Goodson,OAK,1,37,1,37.0,0,1,100.0,37,0,0
D Baldwin,SEA,2,74,3,37.0,1,2,100.0,50,0,0
D Fells,NE,1,35,1,35.0,0,1,100.0,35,0,0
T Underwood,TB,2,68,3,34.0,0,2,100.0,62,0,0
J Gordon,CLE,3,99,4,33.0,1,3,100.0,71,0,0
T Crabtree,GB,2,62,3,31.0,1,2,100.0,48,0,0
C Givens,STL,3,85,7,28.3,0,2,66.7,65,0,0
M Williams,TB,4,113,6,28.3,1,2,50.0,62,0,0
D Martin,TB,2,55,4,27.5,0,2,100.0,42,0,0
T Scheffler,DET,3,81,5,27.0,0,3,100.0,57,0,0
S Rice,SEA,3,81,6,27.0,1,2,66.7,46,0,0
I Redman,PIT,4,105,5,26.3,0,3,75.0,55,0,0
M Floyd,ARZ,1,24,3,24.0,0,1,100.0,24,0,0
N Bellore,NYJ,1,23,1,23.0,0,1,100.0,23,0,0
J Gresham,CIN,3,68,7,22.7,1,1,33.3,55,0,0
C Johnson,DET,6,135,13,22.5,0,5,83.3,37,0,0
J Maclin,PHI,6,130,10,21.7,1,5,83.3,70,0,0
D Hagan,OAK,4,85,4,21.3,0,3,75.0,38,0,0
D Moore,OAK,5,104,9,20.8,1,4,80.0,49,0,0
A Boldin,BAL,5,98,6,19.6,0,5,100.0,31,0,0
D Hixon,NYG,4,78,6,19.5,0,3,75.0,39,0,0
J Cooper,CLE,2,39,3,19.5,0,2,100.0,28,0,0
A Green,CIN,7,135,11,19.3,2,6,85.7,57,0,0
N Washington,TEN,3,57,10,19.0,0,3,100.0,25,0,0
J Phillips,DAL,1,19,2,19.0,0,1,100.0,19,0,0
J Cameron,CLE,2,38,3,19.0,0,2,100.0,23,0,0
N Eachus,KC,1,19,2,19.0,0,1,100.0,19,0,0
D Thomas,DEN,2,37,2,18.5,1,1,50.0,29,0,0
J Forsett,HOU,1,18,1,18.0,0,1,100.0,18,0,0
T Moeaki,KC,1,18,2,18.0,0,1,100.0,18,0,0
R Wayne,IND,5,87,10,17.4,0,4,80.0,29,1,1
V Jackson,TB,4,66,8,16.5,2,4,100.0,19,0,0
D Allen,IND,2,33,4,16.5,0,2,100.0,21,0,0
E Decker,DEN,6,98,9,16.3,1,4,66.7,55,0,0
E Lorig,TB,1,16,2,16.0,0,1,100.0,16,0,0
R Ellison,MIN,1,16,2,16.0,0,1,100.0,16,0,0
J Jones,ATL,4,63,8,15.8,0,3,75.0,25,0,0
G Tate,SEA,3,47,6,15.7,0,1,33.3,51,0,0
L Fitzgerald,ARZ,6,93,12,15.5,1,6,100.0,28,0,0
M Austin,DAL,2,31,5,15.5,0,2,100.0,19,0,0
K Britt,TEN,4,62,11,15.5,1,4,100.0,37,1,0
O Daniels,HOU,3,46,5,15.3,0,2,66.7,27,0,0
F Davis,WSH,3,46,4,15.3,0,3,100.0,16,0,0
M Moore,MIA,3,46,3,15.3,1,2,66.7,29,0,0
D Avery,IND,4,60,13,15.0,0,3,75.0,24,0,0
D Jackson,PHI,5,74,8,14.8,0,3,60.0,30,0,0
J Witten,DAL,6,88,7,14.7,0,4,66.7,35,0,0
