Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
A Bradshaw,NYG,26,104,4.0,3,8,30.8,30,0,0
M Turner,ATL,27,139,5.1,2,10,37.0,33,0,0
R Williams,BAL,2,8,4.0,1,1,50.0,4,0,0
C Benson,CIN,16,57,3.6,1,3,18.8,9,0,0
M Barber,CHI,11,32,2.9,1,3,27.3,14,0,0
F Gore,SF,15,141,9.4,1,6,40.0,55,0,0
F Jackson,BUF,16,121,7.6,1,2,12.5,80,0,0
J Beck,WSH,2,14,7.0,1,2,100.0,12,0,0
A Peterson,MIN,12,39,3.3,1,2,16.7,8,0,0
M Ryan,ATL,3,7,2.3,1,2,66.7,4,0,0
D McFadden,OAK,20,91,4.6,1,4,20.0,24,0,0
R Mendenhall,PIT,23,146,6.3,1,4,17.4,68,0,0
J Stewart,CAR,7,48,6.9,1,4,57.1,13,0,0
J Flacco,BAL,3,-1,-0.3,1,1,33.3,1,0,0
D Brown,IND,5,35,7.0,1,1,20.0,18,0,0
M Sanchez,NYJ,1,5,5.0,1,1,100.0,5,0,0
L McCoy,PHI,28,126,4.5,1,8,28.6,21,0,0
M Ingram,NO,9,22,2.4,1,2,22.2,12,0,0
C Newton,CAR,7,47,6.7,1,4,57.1,14,0,0
T Brady,NE,4,17,4.3,0,3,75.0,8,0,0
M Vick,PHI,7,54,7.7,0,3,42.9,31,0,0
D Brees,NO,3,21,7.0,0,1,33.3,11,0,0
L Tomlinson,NYJ,7,25,3.6,0,1,14.3,12,0,0
M Morris,DET,5,20,4.0,0,1,20.0,11,0,0
K Boller,OAK,5,9,1.8,0,2,40.0,5,1,0
O Mughelli,ATL,1,0,0.0,0,0,0.0,0,0,0
M Schaub,HOU,1,3,3.0,0,0,0.0,3,0,0
T Romo,DAL,1,17,17.0,0,1,100.0,17,0,0
V Leach,BAL,2,5,2.5,0,1,50.0,5,0,0
S Jackson,STL,18,96,5.3,0,5,27.8,13,1,0
E Manning,NYG,2,-1,-0.5,0,0,0.0,0,0,0
B Roethlisberger,PIT,3,9,3.0,0,1,33.3,7,0,0
E Graham,TB,17,109,6.4,0,4,23.5,34,0,0
A Rodgers,GB,7,15,2.1,0,3,42.9,9,0,0
R Fitzpatrick,BUF,3,8,2.7,0,1,33.3,4,0,0
D Sproles,NO,1,16,16.0,0,1,100.0,16,0,0
A Smith,SF,2,5,2.5,0,0,0.0,3,0,0
C Williams,STL,3,17,5.7,0,2,66.7,13,0,0
V Young,PHI,1,2,2.0,0,0,0.0,2,0,0
R Bush,MIA,10,71,7.1,0,3,30.0,36,1,0
B Smith,BUF,4,26,6.5,0,1,25.0,18,0,0
J Kuhn,GB,2,1,0.5,0,0,0.0,1,0,0
J Campbell,OAK,2,16,8.0,0,0,0.0,9,1,1
D Williams,CAR,12,44,3.7,0,2,16.7,18,0,0
M Jones-Drew,JAX,22,96,4.4,0,3,13.6,19,0,0
J Snelling,ATL,3,12,4.0,0,0,0.0,8,0,0
R Grant,GB,9,25,2.8,0,1,11.1,6,0,0
B Leonard,CIN,2,9,4.5,0,1,50.0,6,0,0
L Booker,MIN,1,-3,-3.0,0,0,0.0,-3,0,0
T Ginn Jr.,SF,2,21,10.5,0,1,50.0,12,0,0
