Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
B Jacobs,NYG,19,101,5.3,2,6,31.6,19,0,0
M Jones-Drew,JAX,27,85,3.1,2,5,18.5,14,0,0
R Grant,GB,10,85,8.5,2,5,50.0,47,0,0
M Sanchez,NYJ,2,4,2.0,2,2,100.0,3,0,0
L McCoy,PHI,27,38,1.4,2,5,18.5,11,0,0
S Jackson,STL,20,63,3.2,1,5,25.0,11,0,0
M Barber,CHI,27,108,4.0,1,5,18.5,17,1,1
F Gore,SF,10,72,7.2,1,2,20.0,37,0,0
D Williams,CAR,7,87,12.4,1,1,14.3,74,0,0
M Lynch,SEA,23,115,5.0,1,6,26.1,16,0,0
M Bush,OAK,23,78,3.4,1,6,26.1,9,0,0
M Tolbert,SD,6,21,3.5,1,2,33.3,13,0,0
R Rice,BAL,26,103,4.0,1,8,30.8,19,1,1
S Greene,NYJ,24,129,5.4,1,3,12.5,31,0,0
J Freeman,TB,4,26,6.5,1,1,25.0,13,0,0
J Webb,MIN,7,109,15.6,1,6,85.7,65,0,0
L Blount,TB,18,74,4.1,1,6,33.3,11,1,1
J Locker,TEN,6,36,6.0,1,3,50.0,17,0,0
K Faulk,NE,3,11,3.7,0,0,0.0,6,0,0
R Williams,BAL,7,13,1.9,0,0,0.0,6,0,0
T Brady,NE,4,8,2.0,0,1,25.0,5,0,0
T Jones,KC,5,12,2.4,0,0,0.0,4,0,0
M Vick,PHI,2,9,4.5,0,0,0.0,5,0,0
B Volek,SD,2,-2,-1.0,0,0,0.0,-1,0,0
D Brees,NO,2,6,3.0,0,1,50.0,4,0,0
L Tomlinson,NYJ,9,14,1.6,0,2,22.2,7,0,0
M Morris,DET,4,13,3.3,0,0,0.0,4,0,0
R Cartwright,OAK,1,5,5.0,0,0,0.0,5,0,0
R Grossman,WSH,1,0,0.0,0,0,0.0,0,1,0
N Burleson,DET,1,1,1.0,0,0,0.0,1,0,0
J Losman,MIA,2,1,0.5,0,0,0.0,1,1,0
W McGahee,DEN,17,34,2.0,0,1,5.9,7,0,0
C Palmer,OAK,2,12,6.0,0,1,50.0,10,0,0
V Leach,BAL,3,14,4.7,0,2,66.7,6,0,0
M Moore,PIT,3,15,5.0,0,0,0.0,8,0,0
E Manning,NYG,2,-2,-1.0,0,0,0.0,-1,0,0
M Turner,ATL,21,76,3.6,0,4,19.0,13,0,0
J Urban,KC,1,7,7.0,0,0,0.0,7,0,0
C Benson,CIN,21,91,4.3,0,4,19.0,42,0,0
J Cribbs,CLE,1,3,3.0,0,0,0.0,3,0,0
R Fitzpatrick,BUF,5,26,5.2,0,2,40.0,18,0,0
R Brown,PHI,3,4,1.3,0,0,0.0,4,0,0
D Sproles,NO,5,33,6.6,0,2,40.0,14,0,0
A Smith,SF,1,-3,-3.0,0,0,0.0,-3,0,0
C Williams,STL,8,49,6.1,0,2,25.0,12,0,0
J Norwood,STL,1,3,3.0,0,0,0.0,3,0,0
J Addai,IND,2,16,8.0,0,0,0.0,15,0,0
T Jackson,SEA,5,4,0.8,0,0,0.0,3,2,1
R Bush,MIA,14,103,7.4,0,3,21.4,16,0,0
L Washington,SEA,1,3,3.0,0,1,100.0,3,0,0
