Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
W McGahee,DEN,20,163,8.2,2,7,35.0,60,0,0
L Tomlinson,NYJ,5,18,3.6,1,2,40.0,8,0,0
M Schaub,HOU,3,0,0.0,1,1,33.3,2,0,0
M Turner,ATL,19,71,3.7,1,4,21.1,15,0,0
M Barber,CHI,9,31,3.4,1,3,33.3,17,0,0
R Brown,PHI,1,4,4.0,1,1,100.0,4,0,0
B Jacobs,NYG,18,72,4.0,1,3,16.7,11,0,0
R Bush,MIA,13,92,7.1,1,3,23.1,28,0,0
M Lynch,SEA,23,135,5.9,1,5,21.7,29,0,0
P Thomas,NO,8,66,8.3,1,3,37.5,33,0,0
R Mendenhall,PIT,13,52,4.0,1,3,23.1,10,0,0
M Tolbert,SD,19,83,4.4,1,4,21.1,9,0,0
R Rice,BAL,18,43,2.4,1,1,5.6,10,0,0
L McCoy,PHI,16,71,4.4,1,4,25.0,33,0,0
A Foster,HOU,19,124,6.5,1,6,31.6,27,0,0
J Conner,NYJ,2,8,4.0,1,2,100.0,7,0,0
B Tate,HOU,12,115,9.6,1,5,41.7,27,0,0
M Hasselbeck,TEN,2,3,1.5,0,0,0.0,2,0,0
R Williams,BAL,9,24,2.7,0,1,11.1,9,0,0
T Brady,NE,1,5,5.0,0,1,100.0,5,0,0
T Jones,KC,3,5,1.7,0,1,33.3,5,0,0
M Vick,PHI,5,34,6.8,0,2,40.0,11,0,0
D Brees,NO,1,20,20.0,0,1,100.0,20,0,0
C Taylor,ARZ,2,8,4.0,0,1,50.0,4,0,0
C Palmer,OAK,5,3,0.6,0,1,20.0,3,1,0
T Romo,DAL,3,13,4.3,0,1,33.3,11,0,0
S Jackson,STL,29,130,4.5,0,8,27.6,19,0,0
W Welker,NE,1,13,13.0,0,1,100.0,13,0,0
E Manning,NYG,3,11,3.7,0,1,33.3,12,0,0
J Cotchery,PIT,1,3,3.0,0,0,0.0,3,0,0
B Roethlisberger,PIT,3,13,4.3,0,2,66.7,8,0,0
P Rivers,SD,1,-1,-1.0,0,0,0.0,-1,1,0
D Ward,HOU,6,22,3.7,0,2,33.3,9,0,0
C Benson,CIN,20,78,3.9,0,5,25.0,16,0,0
A Rodgers,GB,8,52,6.5,0,3,37.5,25,0,0
D Colquitt,KC,1,-3,-3.0,0,0,0.0,-3,1,0
R Fitzpatrick,BUF,2,9,4.5,0,1,50.0,9,0,0
M Cassel,KC,9,38,4.2,0,1,11.1,11,1,0
D Sproles,NO,4,42,10.5,0,1,25.0,35,0,0
F Gore,SF,19,107,5.6,0,5,26.3,27,0,0
A Smith,SF,4,9,2.3,0,0,0.0,8,0,0
C Williams,STL,3,17,5.7,0,2,66.7,12,0,0
J Cutler,CHI,1,0,0.0,0,0,0.0,0,1,0
T Jackson,SEA,2,3,1.5,0,0,0.0,4,0,0
L Washington,SEA,3,16,5.3,0,1,33.3,10,0,0
J Kuhn,GB,1,2,2.0,0,1,100.0,2,0,0
D Walker,SF,1,-3,-3.0,0,0,0.0,-3,0,0
J Snelling,ATL,8,15,1.9,0,1,12.5,6,0,0
F Jackson,BUF,18,82,4.6,0,4,22.2,23,1,1
R Grant,GB,4,16,4.0,0,0,0.0,6,0,0
