Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
S Jackson,STL,2,56,28.0,1,1,50.0,47,0,0
E Manning,NYG,1,2,2.0,1,1,100.0,2,0,0
D Ward,HOU,11,39,3.5,1,3,27.3,9,0,0
C Benson,CIN,25,121,4.8,1,6,24.0,39,0,0
A Smith,SF,7,22,3.1,1,2,28.6,11,1,0
J Kuhn,GB,2,5,2.5,1,2,100.0,4,0,0
J Campbell,OAK,6,2,0.3,1,3,50.0,7,0,0
M Jones-Drew,JAX,24,97,4.0,1,6,25.0,21,0,0
A Bradshaw,NYG,13,44,3.4,1,2,15.4,7,0,0
F Jones,DAL,17,44,2.6,1,2,11.8,8,0,0
C Henne,MIA,7,59,8.4,1,4,57.1,19,1,0
B Green-Ellis,NE,7,34,4.9,1,2,28.6,13,0,0
T Hightower,WSH,25,72,2.9,1,3,12.0,22,0,0
M Tolbert,SD,12,35,2.9,1,3,25.0,13,0,0
R Rice,BAL,19,107,5.6,1,4,21.1,36,0,0
L McCoy,PHI,15,122,8.1,1,6,40.0,49,0,0
B Wells,ARZ,18,90,5.0,1,4,22.2,22,0,0
C Spiller,BUF,5,16,3.2,1,1,20.0,9,0,0
J Starks,GB,12,57,4.8,1,5,41.7,17,0,0
C Newton,CAR,8,18,2.3,1,2,25.0,12,0,0
B Tate,HOU,24,116,4.8,1,8,33.3,18,1,1
K Collins,IND,1,0,0.0,0,0,0.0,0,1,1
M Hasselbeck,TEN,1,9,9.0,0,0,0.0,9,0,0
R Williams,BAL,12,63,5.3,0,1,8.3,26,0,0
D McNabb,MIN,3,32,10.7,0,2,66.7,23,0,0
T Brady,NE,1,3,3.0,0,1,100.0,3,0,0
T Jones,KC,2,3,1.5,0,0,0.0,2,0,0
M Vick,PHI,11,97,8.8,0,5,45.5,19,0,0
D Brees,NO,1,3,3.0,0,0,0.0,3,0,0
L Tomlinson,NYJ,5,16,3.2,0,0,0.0,7,0,0
M Morris,DET,2,4,2.0,0,0,0.0,4,1,0
N Burleson,DET,1,20,20.0,0,1,100.0,20,0,0
M Schaub,HOU,4,0,0.0,0,0,0.0,3,0,0
W McGahee,DEN,4,3,0.8,0,1,25.0,3,0,0
L McCown,JAX,5,10,2.0,0,2,40.0,8,1,1
T Romo,DAL,3,9,3.0,0,0,0.0,7,0,0
B Roethlisberger,PIT,1,9,9.0,0,0,0.0,9,0,0
P Rivers,SD,3,-3,-1.0,0,0,0.0,-1,0,0
M Turner,ATL,10,100,10.0,0,2,20.0,53,1,1
E Graham,TB,6,13,2.2,0,0,0.0,9,1,0
G Jones,JAX,1,6,6.0,0,0,0.0,6,0,0
K Orton,KC,1,13,13.0,0,1,100.0,13,0,0
J Cribbs,CLE,1,-3,-3.0,0,0,0.0,-3,0,0
A Rodgers,GB,4,1,0.3,0,0,0.0,2,0,0
R Fitzpatrick,BUF,3,3,1.0,0,0,0.0,3,1,0
R Brown,PHI,4,7,1.8,0,0,0.0,8,0,0
B Jacobs,NYG,6,29,4.8,0,2,33.3,14,0,0
D Sproles,NO,2,7,3.5,0,0,0.0,7,0,0
F Gore,SF,22,59,2.7,0,2,9.1,16,0,0
C Williams,STL,19,91,4.8,0,5,26.3,16,0,0
