Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
D Williams,CAR,15,69,4.6,2,2,13.3,25,0,0
B Green-Ellis,NE,14,44,3.1,2,3,21.4,8,0,0
D Brees,NO,1,8,8.0,1,1,100.0,8,0,0
C Benson,CIN,21,106,5.0,1,4,19.0,33,0,0
B Jacobs,NYG,13,46,3.5,1,5,38.5,9,1,0
J Kuhn,GB,5,5,1.0,1,1,20.0,3,0,0
P Thomas,NO,8,63,7.9,1,5,62.5,16,0,0
M Bush,OAK,24,69,2.9,1,5,20.8,14,0,0
D Brown,IND,14,80,5.7,1,4,28.6,17,0,0
L McCoy,PHI,10,31,3.1,1,4,40.0,22,0,0
B Wells,ARZ,27,228,8.4,1,9,33.3,71,1,1
A Foster,HOU,22,65,3.0,1,3,13.6,43,2,1
T Gerhart,MIN,17,44,2.6,1,3,17.6,12,0,0
K Williams,DET,2,19,9.5,1,1,50.0,16,0,0
M Ingram,NO,13,80,6.2,1,4,30.8,35,0,0
R Helu,WSH,23,108,4.7,1,4,17.4,28,0,0
C Newton,CAR,9,53,5.9,1,3,33.3,14,0,0
M Hasselbeck,TEN,2,-2,-1.0,0,0,0.0,-1,0,0
R Williams,BAL,7,29,4.1,0,1,14.3,12,0,0
T Brady,NE,5,28,5.6,0,2,40.0,13,0,0
T Jones,KC,13,37,2.8,0,2,15.4,8,0,0
S Smith,CAR,1,9,9.0,0,1,100.0,9,0,0
M Morris,DET,7,39,5.6,0,3,42.9,14,0,0
R Cartwright,OAK,1,4,4.0,0,0,0.0,4,0,0
C Taylor,ARZ,2,1,0.5,0,0,0.0,1,0,0
R Grossman,WSH,5,-1,-0.2,0,0,0.0,2,1,0
N Burleson,DET,1,11,11.0,0,1,100.0,11,0,0
W McGahee,DEN,23,117,5.1,0,6,26.1,24,0,0
L McCown,JAX,1,9,9.0,0,1,100.0,9,0,0
T Romo,DAL,1,-2,-2.0,0,0,0.0,-2,0,0
V Leach,BAL,1,2,2.0,0,1,100.0,2,0,0
S Jackson,STL,17,64,3.8,0,3,17.6,19,0,0
W Welker,NE,1,-9,-9.0,0,0,0.0,-9,0,0
M Moore,PIT,2,16,8.0,0,1,50.0,10,1,1
E Manning,NYG,1,4,4.0,0,0,0.0,4,0,0
B Roethlisberger,PIT,4,8,2.0,0,0,0.0,7,0,0
P Rivers,SD,1,1,1.0,0,1,100.0,1,0,0
M Turner,ATL,19,60,3.2,0,4,21.1,10,0,0
J Cribbs,CLE,1,2,2.0,0,0,0.0,2,0,0
M Barber,CHI,10,63,6.3,0,3,30.0,21,0,0
A Rodgers,GB,1,-1,-1.0,0,0,0.0,-1,0,0
R Fitzpatrick,BUF,5,34,6.8,0,2,40.0,15,0,0
D Sproles,NO,8,54,6.8,0,3,37.5,23,0,0
F Gore,SF,14,39,2.8,0,2,14.3,9,0,0
A Smith,SF,2,12,6.0,0,1,50.0,8,0,0
J Norwood,STL,5,22,4.4,0,1,20.0,10,0,0
A Hall,TEN,1,2,2.0,0,1,100.0,2,0,0
V Young,PHI,6,40,6.7,0,1,16.7,13,0,0
J Addai,IND,7,23,3.3,0,1,14.3,16,0,0
R Bush,MIA,16,61,3.8,0,3,18.8,14,0,0
