Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
T Brady,NE,9,17,1.9,2,5,55.6,5,0,0
D Williams,CAR,7,66,9.4,2,4,57.1,22,0,0
A Bradshaw,NYG,15,54,3.6,2,2,13.3,19,0,0
G Jones,JAX,1,1,1.0,1,1,100.0,1,0,0
F Gore,SF,23,83,3.6,1,5,21.7,14,0,0
M Jones-Drew,JAX,24,103,4.3,1,5,20.8,21,0,0
M Lynch,SEA,21,107,5.1,1,5,23.8,18,0,0
A Peterson,MIN,12,38,3.2,1,2,16.7,12,0,0
P Thomas,NO,9,53,5.9,1,3,33.3,12,0,0
K Smith,DET,15,49,3.3,1,2,13.3,21,0,0
R Mendenhall,PIT,18,116,6.4,1,5,27.8,52,0,0
M Sanchez,NYJ,4,13,3.3,1,1,25.0,11,1,1
J Freeman,TB,6,4,0.7,1,3,50.0,2,1,1
A Foster,HOU,23,158,6.9,1,6,26.1,30,1,0
I Redman,PIT,8,35,4.4,1,2,25.0,10,0,0
C Spiller,BUF,16,111,6.9,1,5,31.3,38,0,0
T Tebow,DEN,10,34,3.4,1,4,40.0,12,0,0
J Webb,MIN,5,34,6.8,1,2,40.0,16,0,0
J Harper,TEN,4,6,1.5,1,2,50.0,8,1,1
J Clay,PIT,1,10,10.0,1,1,100.0,10,0,0
C Newton,CAR,6,65,10.8,1,2,33.3,49,0,0
M Hasselbeck,TEN,5,2,0.4,0,0,0.0,7,0,0
R Williams,BAL,10,45,4.5,0,2,20.0,14,0,0
S Morris,DAL,13,29,2.2,0,3,23.1,9,0,0
T Jones,KC,11,51,4.6,0,3,27.3,22,0,0
M Vick,PHI,3,10,3.3,0,0,0.0,10,0,0
D Brees,NO,1,9,9.0,0,0,0.0,9,0,0
L Tomlinson,NYJ,5,29,5.8,0,2,40.0,11,0,0
S Smith,CAR,1,23,23.0,0,1,100.0,23,0,0
J McCown,CHI,8,38,4.8,0,3,37.5,9,0,0
M Morris,DET,5,22,4.4,0,0,0.0,8,0,0
N Burleson,DET,1,11,11.0,0,1,100.0,11,0,0
W McGahee,DEN,15,64,4.3,0,1,6.7,24,0,0
S Jackson,STL,24,103,4.3,0,6,25.0,15,0,0
W Welker,NE,1,7,7.0,0,0,0.0,7,0,0
E Manning,NYG,1,-1,-1.0,0,0,0.0,-1,0,0
M Turner,ATL,11,39,3.5,0,0,0.0,7,0,0
D Jones,STL,1,9,9.0,0,0,0.0,9,0,0
C Benson,CIN,16,57,3.6,0,3,18.8,9,2,2
K Orton,KC,1,2,2.0,0,0,0.0,2,0,0
D Orlovsky,IND,1,2,2.0,0,0,0.0,2,0,0
A Rodgers,GB,4,18,4.5,0,1,25.0,12,0,0
R Fitzpatrick,BUF,3,22,7.3,0,2,66.7,12,0,0
R Brown,PHI,8,33,4.1,0,2,25.0,10,0,0
B Jacobs,NYG,7,42,6.0,0,1,14.3,28,0,0
D Sproles,NO,5,67,13.4,0,2,40.0,36,0,0
A Smith,SF,5,22,4.4,0,2,40.0,12,1,0
S Wallace,CLE,1,5,5.0,0,0,0.0,5,0,0
C Williams,STL,9,42,4.7,0,3,33.3,23,0,0
D Anderson,CAR,1,-1,-1.0,0,0,0.0,-1,0,0
