Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
S Greene,NYJ,22,88,4.0,3,4,18.2,25,0,0
C Newton,CAR,14,54,3.9,3,7,50.0,22,0,0
M Lynch,SEA,22,148,6.7,2,6,27.3,40,0,0
C Johnson,TEN,23,153,6.7,2,9,39.1,48,1,0
R Mendenhall,PIT,16,60,3.8,2,5,31.3,15,0,0
R Williams,BAL,16,76,4.8,1,4,25.0,15,0,0
W McGahee,DEN,20,111,5.6,1,4,20.0,24,1,1
B Jacobs,NYG,8,59,7.4,1,5,62.5,14,0,0
R Bush,MIA,22,100,4.5,1,4,18.2,29,0,0
M Moore,MIA,5,22,4.4,1,1,20.0,14,0,0
K Smith,DET,6,34,5.7,1,3,50.0,17,0,0
B Green-Ellis,NE,6,14,2.3,1,1,16.7,5,0,0
M Tolbert,SD,6,24,4.0,1,1,16.7,13,0,0
J Stewart,CAR,14,80,5.7,1,4,28.6,31,0,0
R Rice,BAL,29,204,7.0,1,7,24.1,67,0,0
D Brown,IND,14,41,2.9,1,3,21.4,7,0,0
L McCoy,PHI,17,84,4.9,1,7,41.2,20,0,0
B Wells,ARZ,20,67,3.4,1,3,15.0,9,0,0
A Foster,HOU,31,111,3.6,1,8,25.8,18,0,0
C Spiller,BUF,14,83,5.9,1,2,14.3,35,1,0
R Gronkowski,NE,1,2,2.0,1,1,100.0,2,0,0
R Mathews,SD,13,112,8.6,1,5,38.5,31,0,0
M Ingram,NO,16,54,3.4,1,3,18.8,14,0,0
R Helu,WSH,23,100,4.3,1,5,21.7,22,1,1
C Batch,PIT,3,-2,-0.7,0,0,0.0,0,0,0
M Hasselbeck,TEN,1,-1,-1.0,0,0,0.0,-1,0,0
K Faulk,NE,2,5,2.5,0,0,0.0,3,0,0
T Brady,NE,3,7,2.3,0,2,66.7,6,0,0
T Jones,KC,16,36,2.3,0,2,12.5,8,0,0
N Harris,JAX,1,0,0.0,0,0,0.0,0,0,0
B Volek,SD,3,-3,-1.0,0,0,0.0,-1,0,0
L Tomlinson,NYJ,1,5,5.0,0,0,0.0,5,0,0
M Morris,DET,12,28,2.3,0,0,0.0,6,0,0
C Palmer,OAK,1,2,2.0,0,1,100.0,2,0,0
T Romo,DAL,2,1,0.5,0,1,50.0,1,1,0
V Leach,BAL,4,12,3.0,0,4,100.0,4,0,0
S Jackson,STL,10,19,1.9,0,0,0.0,9,0,0
M Moore,PIT,1,13,13.0,0,0,0.0,13,0,0
M Turner,ATL,14,44,3.1,0,1,7.1,16,0,0
C Benson,CIN,13,52,4.0,0,3,23.1,14,0,0
M Barber,CHI,14,44,3.1,0,2,14.3,15,0,0
D Orlovsky,IND,1,-1,-1.0,0,0,0.0,-1,0,0
A Rodgers,GB,4,32,8.0,0,3,75.0,13,0,0
R Fitzpatrick,BUF,4,1,0.3,0,0,0.0,4,1,1
R Brown,PHI,2,11,5.5,0,1,50.0,7,0,0
D Sproles,NO,4,28,7.0,0,1,25.0,20,0,0
F Gore,SF,21,73,3.5,0,1,4.8,20,0,0
A Smith,SF,2,10,5.0,0,1,50.0,8,0,0
J Norwood,STL,11,19,1.7,0,0,0.0,5,0,0
A Hall,TEN,2,14,7.0,0,2,100.0,12,0,0
