Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
M Turner,ATL,17,172,10.1,2,7,41.2,81,0,0
B Green-Ellis,NE,7,22,3.1,2,4,57.1,11,0,0
R Rice,BAL,24,191,8.0,2,4,16.7,70,0,0
C Taylor,ARZ,3,8,2.7,1,1,33.3,7,0,0
A Smith,SF,5,4,0.8,1,1,20.0,8,0,0
C Williams,STL,7,17,2.4,1,1,14.3,7,0,0
K Clemens,STL,2,18,9.0,1,1,50.0,18,0,0
L Washington,SEA,7,78,11.1,1,2,28.6,48,0,0
A Bradshaw,NYG,16,57,3.6,1,2,12.5,29,0,0
T Choice,BUF,1,4,4.0,1,1,100.0,4,0,0
M Tolbert,SD,9,58,6.4,1,3,33.3,40,0,0
J Stewart,CAR,9,79,8.8,1,5,55.6,29,0,0
B Scott,CIN,6,34,5.7,1,2,33.3,25,0,0
P Harvin,MIN,5,13,2.6,1,2,40.0,13,0,0
I Redman,PIT,19,92,4.8,1,7,36.8,22,2,2
D McCluster,KC,12,61,5.1,1,4,33.3,21,0,0
C Ivory,NO,19,127,6.7,1,5,26.3,35,0,0
A Dixon,SF,8,21,2.6,1,2,25.0,5,0,0
J Rodgers,ATL,8,24,3.0,1,3,37.5,12,1,1
D Lewis,PHI,12,58,4.8,1,4,33.3,20,0,0
B Tate,HOU,16,97,6.1,1,6,37.5,56,0,0
M Hasselbeck,TEN,1,-1,-1.0,0,0,0.0,-1,0,0
R Williams,BAL,6,28,4.7,0,1,16.7,10,0,0
S Morris,DAL,3,16,5.3,0,1,33.3,11,0,0
T Jones,KC,15,42,2.8,0,1,6.7,8,0,0
C Redman,ATL,3,-4,-1.3,0,0,0.0,-1,0,0
M Vick,PHI,1,3,3.0,0,0,0.0,3,0,0
D Brees,NO,1,5,5.0,0,1,100.0,5,0,0
L Tomlinson,NYJ,11,56,5.1,0,3,27.3,11,0,0
S Smith,CAR,1,1,1.0,0,0,0.0,1,0,0
J McCown,CHI,4,30,7.5,0,2,50.0,28,0,0
M Morris,DET,4,13,3.3,0,0,0.0,7,0,0
R Cartwright,OAK,1,1,1.0,0,0,0.0,1,0,0
N Burleson,DET,1,9,9.0,0,1,100.0,9,0,0
B Johnson,HOU,1,1,1.0,0,0,0.0,1,0,0
W McGahee,DEN,28,145,5.2,0,7,25.0,15,0,0
C Palmer,OAK,2,6,3.0,0,1,50.0,4,0,0
T Romo,DAL,2,3,1.5,0,0,0.0,3,0,0
V Leach,BAL,1,1,1.0,0,1,100.0,1,0,0
S Jackson,STL,16,76,4.8,0,2,12.5,27,0,0
D Henderson,NO,1,9,9.0,0,1,100.0,9,0,0
E Manning,NYG,6,14,2.3,0,0,0.0,8,0,0
P Rivers,SD,3,-3,-1.0,0,0,0.0,-1,0,0
D Ward,HOU,12,50,4.2,0,3,25.0,15,0,0
G Wilson,BUF,1,6,6.0,0,1,100.0,6,0,0
C Benson,CIN,13,51,3.9,0,3,23.1,12,0,0
K Orton,KC,1,-1,-1.0,0,0,0.0,-1,0,0
D Orlovsky,IND,1,7,7.0,0,0,0.0,7,0,0
R Fitzpatrick,BUF,5,36,7.2,0,1,20.0,16,0,0
R Brown,PHI,6,14,2.3,0,2,33.3,9,0,0
