Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
D McFadden,OAK,19,171,9.0,2,6,31.6,70,0,0
R Mathews,SD,21,98,4.7,2,3,14.3,14,0,0
D Sproles,NO,2,35,17.5,1,1,50.0,30,0,0
J Addai,IND,17,86,5.1,1,4,23.5,11,0,0
T Jackson,SEA,4,20,5.0,1,1,25.0,11,0,0
F Jackson,BUF,12,74,6.2,1,4,33.3,21,0,0
A Peterson,MIN,17,78,4.6,1,3,17.6,43,0,0
M Bush,OAK,8,22,2.8,1,2,25.0,9,0,0
M Sanchez,NYJ,2,2,1.0,1,1,50.0,1,0,0
L McCoy,PHI,24,128,5.3,1,9,37.5,21,0,0
J Freeman,TB,10,35,3.5,1,4,40.0,14,0,0
D Moore,OAK,1,23,23.0,1,1,100.0,23,0,0
M Ingram,NO,9,38,4.2,1,3,33.3,17,0,0
K Hunter,SF,9,26,2.9,1,3,33.3,11,0,0
M Turk,HOU,1,0,0.0,0,0,0.0,0,1,0
M Hasselbeck,TEN,2,-2,-1.0,0,0,0.0,-1,0,0
R Williams,BAL,5,42,8.4,0,1,20.0,28,0,0
D McNabb,MIN,2,11,5.5,0,1,50.0,8,0,0
T Brady,NE,1,5,5.0,0,0,0.0,5,0,0
T Jones,KC,14,31,2.2,0,0,0.0,6,0,0
M Vick,PHI,7,31,4.4,0,2,28.6,10,3,0
D Brees,NO,4,-1,-0.3,0,0,0.0,4,0,0
L Tomlinson,NYJ,6,38,6.3,0,1,16.7,20,0,0
M Morris,DET,2,-4,-2.0,0,0,0.0,-1,0,0
C Taylor,ARZ,8,20,2.5,0,1,12.5,8,0,0
R Grossman,WSH,1,6,6.0,0,0,0.0,6,0,0
A Johnson,HOU,1,8,8.0,0,0,0.0,8,0,0
W McGahee,DEN,22,52,2.4,0,2,9.1,10,0,0
T Romo,DAL,2,-1,-0.5,0,0,0.0,0,0,0
S Jackson,STL,4,23,5.8,0,0,0.0,12,0,0
W Welker,NE,1,19,19.0,0,1,100.0,19,0,0
M Moore,PIT,2,9,4.5,0,0,0.0,5,0,0
E Manning,NYG,3,-3,-1.0,0,0,0.0,-1,0,0
B Roethlisberger,PIT,5,15,3.0,0,2,40.0,11,0,0
P Rivers,SD,3,-2,-0.7,0,0,0.0,0,0,0
M Turner,ATL,11,20,1.8,0,0,0.0,9,0,0
A Lee,SF,1,-18,-18.0,0,0,0.0,-18,0,0
E Graham,TB,2,-1,-0.5,0,0,0.0,0,0,0
C Cooley,WSH,2,3,1.5,0,1,50.0,3,0,0
C Benson,CIN,17,64,3.8,0,4,23.5,10,0,0
A Rodgers,GB,1,3,3.0,0,0,0.0,3,0,0
R Fitzpatrick,BUF,4,-6,-1.5,0,0,0.0,0,0,0
R Brown,PHI,3,6,2.0,0,1,33.3,3,0,0
M Cassel,KC,1,1,1.0,0,0,0.0,1,0,0
B Jacobs,NYG,7,19,2.7,0,1,14.3,6,0,0
V Jackson,SD,1,1,1.0,0,0,0.0,1,0,0
F Gore,SF,17,42,2.5,0,2,11.8,12,1,1
C Williams,STL,18,75,4.2,0,3,16.7,16,0,0
J Harrison,DET,2,8,4.0,0,0,0.0,5,0,0
J Cutler,CHI,3,11,3.7,0,1,33.3,9,1,0
