Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
V Cruz,NYG,3,164,8,54.7,1,3,100.0,99,0,0
E Bennett,CHI,1,49,3,49.0,0,1,100.0,49,0,0
R Lockette,SEA,1,44,2,44.0,0,1,100.0,44,0,0
R Mendenhall,PIT,1,35,1,35.0,0,1,100.0,35,0,0
B LaFell,CAR,3,103,3,34.3,1,1,33.3,91,0,0
R Cooper,PHI,1,28,1,28.0,0,1,100.0,28,0,0
L Moore,NO,2,53,3,26.5,0,2,100.0,38,0,0
B Celek,PHI,2,52,5,26.0,1,2,100.0,39,0,0
C Johnson,DET,4,102,6,25.5,1,4,100.0,46,0,0
R Meachem,NO,3,75,5,25.0,1,3,100.0,41,0,0
B Marshall,MIA,6,143,11,23.8,1,5,83.3,47,0,0
E Doucet,ARZ,2,47,6,23.5,0,2,100.0,27,0,0
D Moore,OAK,4,94,9,23.5,1,3,75.0,61,0,0
D Rosario,DEN,2,46,2,23.0,0,1,50.0,32,0,0
S Johnson,BUF,4,92,7,23.0,0,2,50.0,55,0,0
Z Potter,JAX,1,22,2,22.0,0,1,100.0,22,0,0
J Cook,TEN,8,169,8,21.1,1,7,87.5,55,0,0
K Brock,BUF,1,21,1,21.0,0,1,100.0,21,0,0
V Jackson,SD,2,41,7,20.5,0,2,100.0,23,0,0
M Wallace,PIT,4,82,7,20.5,0,3,75.0,46,0,0
T Copper,KC,3,61,3,20.3,0,3,100.0,43,0,0
H Nicks,NYG,1,20,7,20.0,0,1,100.0,20,0,0
J Nelson,GB,6,115,7,19.2,2,5,83.3,55,0,0
D Thomas,DEN,4,76,8,19.0,0,4,100.0,47,0,0
T Smith,BAL,2,38,7,19.0,0,1,50.0,29,0,0
H Miller,PIT,1,18,2,18.0,0,1,100.0,18,0,0
D Aromashodu,MIN,2,36,2,18.0,0,2,100.0,23,1,0
D Jackson,PHI,5,90,9,18.0,0,4,80.0,33,0,0
B Hartline,MIA,4,72,8,18.0,0,4,100.0,39,0,0
D McCluster,KC,5,89,7,17.8,0,3,60.0,49,0,0
N Washington,TEN,4,71,11,17.8,0,4,100.0,26,0,0
L Fitzgerald,ARZ,6,105,11,17.5,1,5,83.3,39,0,0
J Avant,PHI,2,35,4,17.5,0,1,50.0,27,1,1
D Heyward-Bey,OAK,4,70,5,17.5,0,3,75.0,53,0,0
R Grant,GB,2,34,2,17.0,0,1,50.0,32,0,0
C Stevens,TEN,1,17,2,17.0,0,1,100.0,17,0,0
M Crabtree,SF,5,85,6,17.0,0,3,60.0,41,0,0
V Brown,SD,2,34,4,17.0,0,1,50.0,27,0,0
C Cloherty,JAX,2,33,4,16.5,0,2,100.0,21,0,0
D Young,WSH,2,33,3,16.5,0,2,100.0,17,0,0
A Collie,IND,3,49,6,16.3,0,3,100.0,25,0,0
R Rice,BAL,3,48,3,16.0,1,1,33.3,42,0,0
P Parker,TB,1,16,1,16.0,0,1,100.0,16,0,0
J Jones,ATL,8,128,14,16.0,1,4,50.0,40,1,1
M Floyd,SD,6,95,13,15.8,1,5,83.3,30,0,0
K Walter,HOU,3,47,3,15.7,0,2,66.7,29,0,0
T Scheffler,DET,3,47,4,15.7,0,2,66.7,26,0,0
C Johnson,NE,1,15,2,15.0,0,1,100.0,15,0,0
D Driver,GB,2,29,3,14.5,0,2,100.0,18,0,0
T Heap,ARZ,2,29,5,14.5,0,1,50.0,20,0,0
