Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
M Slater,NE,1,46,2,46.0,0,1,100.0,46,0,0
A Green,CIN,1,41,4,41.0,1,1,100.0,41,0,0
E Doucet,ARZ,3,105,3,35.0,1,3,100.0,70,0,0
J Cumberland,NYJ,1,33,2,33.0,0,1,100.0,33,0,0
J King,ARZ,2,61,3,30.5,1,2,100.0,48,0,0
J Ballard,NYG,2,59,3,29.5,0,2,100.0,41,0,0
K Britt,TEN,5,136,10,27.2,2,5,100.0,80,0,0
M Massaquoi,CLE,3,77,7,25.7,0,3,100.0,56,0,0
R Mathews,SD,3,73,5,24.3,0,3,100.0,37,0,0
D Bryant,DAL,3,71,8,23.7,1,3,100.0,42,0,0
D Pitta,BAL,2,45,2,22.5,0,2,100.0,29,0,0
S Smith,CAR,8,178,11,22.3,2,5,62.5,77,0,0
J Dreessen,HOU,1,21,1,21.0,0,1,100.0,21,0,0
L Naanee,CAR,1,21,5,21.0,0,1,100.0,21,0,0
F Davis,WSH,5,105,6,21.0,0,4,80.0,28,0,0
J Harper,TEN,1,21,1,21.0,0,1,100.0,21,0,0
G Salas,STL,1,21,3,21.0,0,0,0.0,21,0,0
D Baldwin,SEA,4,83,6,20.8,1,4,100.0,55,0,0
L Fitzgerald,ARZ,3,62,7,20.7,0,2,66.7,34,0,0
T Heap,ARZ,2,40,3,20.0,0,2,100.0,20,0,0
W Welker,NE,8,160,12,20.0,2,4,50.0,99,0,0
D Hester,CHI,3,60,5,20.0,0,1,33.3,53,1,0
J Knox,CHI,3,60,4,20.0,0,3,100.0,25,0,0
J Maclin,PHI,1,20,3,20.0,0,1,100.0,20,0,0
B Marshall,MIA,7,139,13,19.9,0,6,85.7,31,0,0
G Olsen,CAR,4,78,6,19.5,0,4,100.0,43,0,0
A Boldin,BAL,4,74,7,18.5,1,4,100.0,27,0,0
D Bess,MIA,5,92,8,18.4,0,3,60.0,26,0,0
J Witten,DAL,6,110,9,18.3,0,4,66.7,64,0,0
P Burress,NYJ,4,72,9,18.0,1,3,75.0,26,0,0
J Gaffney,WSH,3,54,7,18.0,1,3,100.0,39,0,0
M Austin,DAL,5,90,9,18.0,1,4,80.0,36,0,0
M Forte,CHI,5,90,6,18.0,1,2,40.0,56,0,0
L Kendricks,STL,1,18,5,18.0,0,1,100.0,18,0,0
J Finley,GB,3,53,4,17.7,0,3,100.0,20,0,0
E Decker,DEN,3,53,6,17.7,0,3,100.0,23,0,0
K Moreno,DEN,2,35,3,17.5,0,2,100.0,24,0,0
B LaFell,CAR,4,70,5,17.5,0,3,75.0,27,0,0
R Cobb,GB,2,35,2,17.5,1,1,50.0,32,0,0
H Nicks,NYG,7,122,11,17.4,0,5,71.4,68,0,0
J Shockey,CAR,3,51,3,17.0,0,3,100.0,22,0,0
D Jackson,PHI,6,102,12,17.0,1,5,83.3,41,0,0
D Henderson,NO,6,100,9,16.7,1,5,83.3,29,1,0
B Gibson,STL,3,50,5,16.7,0,2,66.7,31,0,0
S Johnson,BUF,4,66,6,16.5,1,3,75.0,27,0,0
E Royal,DEN,2,33,6,16.5,0,2,100.0,18,0,0
D Nelson,BUF,4,66,6,16.5,0,3,75.0,35,0,0
A Fasano,MIA,5,82,6,16.4,0,4,80.0,25,0,0
V Jackson,SD,2,31,3,15.5,0,2,100.0,21,0,0
R Wayne,IND,7,106,11,15.1,1,5,71.4,36,0,0
