Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
B Obomanu,SEA,1,43,3,43.0,0,1,100.0,43,0,0
L Pope,KC,2,72,2,36.0,0,2,100.0,39,0,0
C Johnson,NE,1,33,3,33.0,1,1,100.0,33,0,0
B Celek,PHI,5,156,6,31.2,1,4,80.0,73,0,0
C Clay,MIA,1,30,1,30.0,0,1,100.0,30,0,0
V Jackson,SD,3,84,6,28.0,0,3,100.0,58,0,0
B Marshall,MIA,3,84,8,28.0,1,1,33.3,65,1,1
J Finley,GB,3,83,10,27.7,0,3,100.0,41,0,0
T Jones,KC,1,27,1,27.0,0,1,100.0,27,0,0
J McKnight,NYJ,1,27,1,27.0,0,1,100.0,27,0,0
G Little,CLE,5,131,9,26.2,1,3,60.0,76,0,0
A Boldin,BAL,2,51,3,25.5,0,2,100.0,33,0,0
D Keller,NYJ,3,73,6,24.3,0,3,100.0,41,0,0
J King,ARZ,1,24,1,24.0,0,1,100.0,24,0,0
J Jones,HOU,1,24,2,24.0,0,1,100.0,24,0,0
C Johnson,DET,9,214,14,23.8,2,8,88.9,51,0,0
B Hartline,MIA,3,69,5,23.0,0,3,100.0,33,0,0
E Decker,DEN,1,22,2,22.0,0,1,100.0,22,0,0
L Fitzgerald,ARZ,3,65,8,21.7,0,3,100.0,32,0,0
C Cloherty,JAX,1,21,2,21.0,0,1,100.0,21,0,0
C Morrah,SEA,1,21,2,21.0,0,1,100.0,21,0,0
P Thomas,NO,2,41,2,20.5,0,2,100.0,25,0,0
L Ball,DEN,2,41,4,20.5,0,2,100.0,34,0,0
S Moss,WSH,2,40,5,20.0,1,2,100.0,20,0,0
E Bennett,CHI,1,20,1,20.0,0,1,100.0,20,0,0
T Price,JAX,2,39,3,19.5,0,2,100.0,21,0,0
D Heyward-Bey,OAK,8,155,9,19.4,1,6,75.0,43,1,1
J Witten,DAL,4,77,5,19.3,0,3,75.0,28,0,0
M Floyd,SD,5,96,6,19.2,1,5,100.0,28,0,0
A Green,CIN,6,115,9,19.2,0,4,66.7,55,0,0
M Manningham,NYG,3,57,5,19.0,0,2,66.7,34,0,0
J Maclin,PHI,3,57,5,19.0,0,3,100.0,23,0,0
S Logan,DET,1,19,1,19.0,0,1,100.0,19,0,0
J Cotchery,PIT,5,93,6,18.6,0,3,60.0,36,0,0
L Moore,NO,5,91,6,18.2,2,4,80.0,47,0,0
R Cooper,PHI,1,18,1,18.0,0,1,100.0,18,0,0
D Stallworth,WSH,2,35,3,17.5,0,1,50.0,19,0,0
J Shockey,CAR,2,35,4,17.5,1,2,100.0,26,0,0
D Alexander,STL,3,52,3,17.3,1,2,66.7,25,0,0
J Jones,ATL,5,85,6,17.0,1,3,60.0,29,0,0
J Baldwin,KC,1,17,4,17.0,0,1,100.0,17,0,0
D Thomas,DEN,7,116,13,16.6,0,5,71.4,39,0,0
S Smith,CAR,5,82,7,16.4,1,4,80.0,26,0,0
H Miller,PIT,5,82,9,16.4,0,5,100.0,39,0,0
S Johnson,BUF,5,82,10,16.4,0,3,60.0,22,0,0
B Green-Ellis,NE,2,32,2,16.0,0,2,100.0,21,0,0
D Sproles,NO,5,79,6,15.8,1,3,60.0,39,0,0
K Boss,OAK,3,47,3,15.7,0,3,100.0,21,0,0
A Gates,SD,2,31,2,15.5,0,2,100.0,20,0,0
M Williams,SEA,2,31,4,15.5,0,2,100.0,21,0,0
