Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
E Decker,DEN,1,56,3,56.0,1,1,100.0,56,0,0
D Baldwin,SEA,1,50,3,50.0,0,1,100.0,50,0,0
J Jones,HOU,2,87,3,43.5,1,1,50.0,80,0,0
J Ford,OAK,1,41,2,41.0,0,1,100.0,41,0,0
A Green,CIN,1,36,2,36.0,1,1,100.0,36,0,0
R Meachem,NO,2,69,2,34.5,1,2,100.0,36,0,0
V Shiancoe,MIN,1,33,4,33.0,0,1,100.0,33,0,0
C Johnson,NE,2,65,2,32.5,0,2,100.0,53,0,0
M Bush,OAK,3,85,4,28.3,0,2,66.7,55,0,0
L Moore,NO,1,28,3,28.0,0,1,100.0,28,0,0
R Mendenhall,PIT,1,26,3,26.0,0,1,100.0,26,0,0
A Foster,HOU,4,102,4,25.5,1,3,75.0,78,0,0
J Holley,DAL,1,25,1,25.0,0,1,100.0,25,0,0
C Cochart,CIN,1,25,1,25.0,0,1,100.0,25,0,0
D Moore,OAK,5,123,7,24.6,2,5,100.0,46,0,0
L Robinson,DAL,3,73,3,24.3,2,2,66.7,58,0,0
A Benn,TB,2,47,6,23.5,0,2,100.0,33,0,0
J Finley,GB,3,67,4,22.3,0,2,66.7,31,0,0
V Jackson,SD,1,22,7,22.0,0,1,100.0,22,0,0
P Turner,NYJ,1,22,1,22.0,0,1,100.0,22,0,0
M Williams,TB,2,43,5,21.5,0,2,100.0,23,0,0
D Williams,TEN,5,107,7,21.4,1,4,80.0,43,0,0
S Wallace,CLE,1,21,1,21.0,0,1,100.0,21,0,0
S Hurd,CHI,1,21,1,21.0,0,1,100.0,21,0,0
M Crabtree,SF,1,21,4,21.0,0,1,100.0,21,0,0
N Roosevelt,BUF,1,21,1,21.0,0,1,100.0,21,0,0
L Fitzgerald,ARZ,7,146,13,20.9,2,7,100.0,42,0,0
H Nicks,NYG,2,41,4,20.5,1,2,100.0,32,0,0
A Fasano,MIA,3,60,4,20.0,0,3,100.0,28,0,0
B Miller,STL,1,20,1,20.0,0,1,100.0,20,0,0
J Kerley,NYJ,4,79,8,19.8,0,3,75.0,38,0,0
L Stephens-Howling,ARZ,2,39,2,19.5,0,1,50.0,30,0,0
V Brown,SD,5,97,9,19.4,1,5,100.0,30,0,0
J Shockey,CAR,1,19,1,19.0,0,1,100.0,19,0,0
D Keller,NYJ,2,37,4,18.5,0,1,50.0,29,0,0
J Knox,CHI,1,18,2,18.0,0,1,100.0,18,0,0
J Cook,TEN,1,18,3,18.0,0,1,100.0,18,0,0
B LaFell,CAR,1,18,2,18.0,0,1,100.0,18,0,0
A Brown,PIT,5,86,6,17.2,0,5,100.0,21,0,0
C Taylor,ARZ,1,17,3,17.0,0,0,0.0,17,0,0
R Grant,GB,1,17,1,17.0,0,1,100.0,17,0,0
K Ogletree,DAL,1,17,1,17.0,0,1,100.0,17,0,0
H Douglas,ATL,8,133,14,16.6,0,5,62.5,46,0,0
M Jenkins,MIN,3,49,4,16.3,0,2,66.7,22,0,0
D Mason,HOU,1,16,2,16.0,0,1,100.0,16,0,0
K Boss,OAK,2,32,2,16.0,0,1,50.0,24,0,0
L Paulsen,WSH,1,16,1,16.0,0,1,100.0,16,0,0
B Edwards,SF,3,47,6,15.7,0,1,33.3,21,0,0
R White,ATL,4,62,7,15.5,0,4,100.0,20,0,0
S Holmes,NYJ,6,93,8,15.5,0,5,83.3,27,0,0
