Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
B LaFell,CAR,1,44,2,44.0,0,1,100.0,44,0,0
L Fitzgerald,ARZ,3,98,5,32.7,0,3,100.0,66,0,0
J Cribbs,CLE,2,56,3,28.0,1,2,100.0,45,0,0
M Willis,DEN,1,28,3,28.0,0,1,100.0,28,0,0
B Obomanu,SEA,4,107,4,26.8,0,2,50.0,55,0,0
F Jackson,BUF,3,74,4,24.7,0,2,66.7,46,0,0
L Hankerson,WSH,1,23,4,23.0,0,1,100.0,23,0,0
B Pascoe,NYG,1,22,1,22.0,0,1,100.0,22,0,0
N Roosevelt,BUF,1,22,1,22.0,0,1,100.0,22,0,0
M Floyd,SD,5,107,7,21.4,0,5,100.0,39,0,0
B Watson,CLE,3,64,3,21.3,0,3,100.0,29,0,0
C Johnson,DET,6,125,7,20.8,1,6,100.0,56,0,0
A Boldin,BAL,7,145,12,20.7,0,6,85.7,37,0,0
L Robinson,DAL,5,103,8,20.6,1,2,40.0,70,0,0
A Smith,CLE,1,20,1,20.0,0,1,100.0,20,0,0
J Cook,TEN,2,40,2,20.0,0,1,50.0,32,0,0
J Jones,HOU,3,59,5,19.7,0,3,100.0,28,0,0
J Peelle,SF,1,19,1,19.0,0,1,100.0,19,0,0
K Colbert,KC,1,19,1,19.0,0,1,100.0,19,0,0
T Smith,BAL,3,57,9,19.0,0,3,100.0,36,0,0
A Gates,SD,4,73,7,18.3,0,3,75.0,27,0,0
G Olsen,CAR,4,73,7,18.3,1,3,75.0,39,0,0
I Sopoaga,SF,1,18,1,18.0,0,1,100.0,18,0,0
J Maclin,PHI,3,54,3,18.0,1,3,100.0,24,0,0
S Chandler,BUF,2,35,2,17.5,2,2,100.0,20,0,0
J Staley,SF,1,17,1,17.0,0,1,100.0,17,0,0
P Crayton,SD,3,50,4,16.7,0,3,100.0,19,0,0
M Colston,NO,3,50,6,16.7,0,2,66.7,25,0,0
T Young,DET,4,66,5,16.5,1,3,75.0,41,0,0
J Baldwin,KC,5,82,8,16.4,1,3,60.0,39,0,0
V Jackson,SD,3,49,8,16.3,0,2,66.7,27,0,0
C Clay,MIA,1,16,1,16.0,0,1,100.0,16,0,0
A Green,CIN,4,63,10,15.8,1,1,25.0,43,0,0
D Bowe,KC,4,62,11,15.5,0,2,50.0,26,0,0
A Peterson,MIN,5,76,5,15.2,1,4,80.0,22,0,0
M Jenkins,MIN,2,30,2,15.0,0,1,50.0,24,0,0
O Daniels,HOU,4,60,6,15.0,0,4,100.0,30,0,0
D Williams,TEN,4,60,5,15.0,0,3,75.0,27,0,0
J Avant,PHI,5,74,5,14.8,0,3,60.0,24,0,0
D Lee,CIN,3,44,3,14.7,0,2,66.7,26,0,0
D Baldwin,SEA,5,73,8,14.6,0,3,60.0,31,0,0
S Rice,SEA,7,102,14,14.6,0,5,71.4,35,0,0
M Moore,PIT,2,29,2,14.5,1,2,100.0,24,0,0
P Harvin,MIN,4,58,5,14.5,0,3,75.0,22,1,1
D Bess,MIA,3,43,5,14.3,0,2,66.7,24,0,0
S Smith,CAR,7,100,9,14.3,1,4,57.1,26,0,0
V Cruz,NYG,7,99,9,14.1,1,5,71.4,26,0,0
K Walter,HOU,5,70,9,14.0,0,4,80.0,25,0,0
S Breaston,KC,3,42,4,14.0,0,2,66.7,21,0,0
J Simpson,CIN,1,14,2,14.0,1,1,100.0,14,0,0
