Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
M Willis,DEN,1,42,2,42.0,0,1,100.0,42,0,0
M Wallace,PIT,3,118,6,39.3,1,2,66.7,95,0,0
L Stephens-Howling,ARZ,2,76,3,38.0,1,1,50.0,73,0,0
M Jenkins,MIN,3,111,8,37.0,1,3,100.0,72,0,0
T Jones,OAK,1,30,2,30.0,0,1,100.0,30,0,0
C Clay,MIA,1,29,1,29.0,0,1,100.0,29,0,0
L Paulsen,WSH,2,48,2,24.0,0,2,100.0,24,0,0
A Foster,HOU,5,119,5,23.8,1,2,40.0,78,0,0
C Johnson,DET,5,115,11,23.0,1,4,80.0,57,0,0
G Jennings,GB,7,147,10,21.0,1,4,57.1,79,0,0
A Quarless,GB,1,21,1,21.0,0,1,100.0,21,0,0
S Smith,CAR,7,143,9,20.4,0,6,85.7,36,0,0
L Fitzgerald,ARZ,4,78,10,19.5,0,4,100.0,31,0,0
B LaFell,CAR,2,39,3,19.5,1,2,100.0,37,0,0
S Rice,SEA,2,38,5,19.0,0,1,50.0,38,0,0
M Forte,CHI,2,38,4,19.0,0,1,50.0,36,0,0
M Floyd,SD,2,36,4,18.0,0,2,100.0,28,0,0
J Snelling,ATL,1,18,1,18.0,0,1,100.0,18,0,0
D Bryant,DAL,5,90,8,18.0,1,5,100.0,34,0,0
D Heyward-Bey,OAK,5,89,11,17.8,0,5,100.0,21,0,0
O Daniels,HOU,4,71,5,17.8,0,4,100.0,34,0,0
J Knox,CHI,3,53,6,17.7,0,3,100.0,23,0,0
G Camarillo,MIN,2,35,3,17.5,0,2,100.0,19,0,0
J Gaffney,WSH,4,68,8,17.0,0,3,75.0,32,1,1
J Felton,IND,1,17,1,17.0,0,1,100.0,17,0,0
J Ringer,TEN,1,17,1,17.0,0,1,100.0,17,0,0
G Salas,STL,2,33,2,16.5,0,2,100.0,21,0,0
S Larsen,DEN,1,16,1,16.0,0,1,100.0,16,0,0
J Jones,GB,4,63,4,15.8,0,3,75.0,27,0,0
J Dreessen,HOU,2,31,2,15.5,1,2,100.0,21,0,0
J Hill,JAX,4,62,8,15.5,0,3,75.0,24,0,0
H Douglas,ATL,4,62,7,15.5,0,1,25.0,49,0,0
D Fells,DEN,2,31,4,15.5,1,2,100.0,28,0,0
R McMichael,SD,3,45,3,15.0,0,1,33.3,30,0,0
V Jackson,SD,1,15,8,15.0,0,1,100.0,15,0,0
M Massaquoi,CLE,1,15,2,15.0,0,1,100.0,15,0,0
A Sherman,ARZ,1,15,1,15.0,0,1,100.0,15,0,0
R Williams,CHI,4,59,5,14.8,1,3,75.0,25,0,0
H Miller,PIT,4,59,5,14.8,1,3,75.0,21,0,0
L Moore,NO,3,44,4,14.7,0,2,66.7,26,0,0
M Hoomanawanui,STL,3,44,3,14.7,0,2,66.7,27,0,0
A Brown,PIT,7,102,9,14.6,0,6,85.7,20,0,0
B Hartline,MIA,2,29,2,14.5,0,2,100.0,15,0,0
M Colston,NO,7,98,7,14.0,2,4,57.1,39,0,0
J Baldwin,KC,1,14,5,14.0,0,1,100.0,14,0,0
R Housler,ARZ,2,28,6,14.0,0,2,100.0,20,0,0
P Thomas,NO,5,68,6,13.6,0,2,40.0,57,0,0
J Jones,HOU,2,27,4,13.5,0,2,100.0,20,0,0
R Meachem,NO,2,27,2,13.5,0,2,100.0,18,0,0
M Hardesty,CLE,2,27,2,13.5,0,2,100.0,16,0,0
