Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
T Beckum,NYG,1,67,1,67.0,1,1,100.0,67,0,0
P Hillis,CLE,1,52,2,52.0,0,1,100.0,52,0,0
L Stephens-Howling,ARZ,1,52,2,52.0,1,1,100.0,52,0,0
T Houshmandzadeh,OAK,1,40,3,40.0,1,1,100.0,40,0,0
R Meachem,NO,3,119,6,39.7,1,3,100.0,67,0,0
M Reece,OAK,1,38,1,38.0,0,1,100.0,38,0,0
D Thomas,DEN,4,144,7,36.0,2,4,100.0,42,0,0
B Lloyd,STL,1,34,2,34.0,0,1,100.0,34,0,0
A Brown,PIT,2,67,4,33.5,0,2,100.0,45,0,0
K Williams,SF,2,66,2,33.0,1,2,100.0,56,0,0
T Smith,BAL,1,32,4,32.0,0,1,100.0,32,0,0
T Young,DET,2,60,2,30.0,0,2,100.0,49,0,0
M Floyd,SD,4,108,4,27.0,1,4,100.0,52,0,0
C Newton,CAR,1,27,1,27.0,0,1,100.0,27,0,0
Z Miller,SEA,2,53,2,26.5,0,2,100.0,28,0,0
J Shockey,CAR,1,26,1,26.0,0,1,100.0,26,0,0
D Pitta,BAL,1,26,2,26.0,0,1,100.0,26,0,0
N Roosevelt,BUF,1,25,2,25.0,0,1,100.0,25,0,0
A Johnson,HOU,4,97,9,24.3,0,4,100.0,50,0,0
M Crabtree,SF,4,96,5,24.0,1,4,100.0,52,0,0
J Nelson,GB,4,94,4,23.5,0,4,100.0,33,0,0
D Briscoe,TB,1,23,2,23.0,1,1,100.0,23,0,0
R Davis,DET,1,22,1,22.0,0,1,100.0,22,0,0
V Brown,SD,1,22,2,22.0,1,1,100.0,22,0,0
B LaFell,CAR,3,64,4,21.3,0,2,66.7,31,0,0
D Graham,TEN,1,21,1,21.0,0,1,100.0,21,0,0
G Olsen,CAR,1,21,4,21.0,0,1,100.0,21,0,0
D Baldwin,SEA,1,21,2,21.0,0,1,100.0,21,0,0
T Scheffler,DET,2,41,4,20.5,0,1,50.0,36,0,0
K Davis,CHI,2,40,2,20.0,0,2,100.0,28,0,0
P Harvin,MIN,8,156,9,19.5,2,5,62.5,52,0,0
L Naanee,CAR,2,38,3,19.0,1,2,100.0,19,0,0
S Burton,MIN,2,38,3,19.0,0,2,100.0,21,0,0
K Rudolph,MIN,1,19,1,19.0,1,1,100.0,19,0,0
R Cooper,PHI,5,94,10,18.8,0,4,80.0,47,0,0
N Burleson,DET,5,93,8,18.6,0,5,100.0,47,0,0
M Williams,TB,5,93,9,18.6,0,4,80.0,42,0,0
A Roberts,ARZ,6,111,6,18.5,0,5,83.3,40,0,0
V Jackson,SD,4,72,5,18.0,1,3,75.0,35,0,0
L Robinson,DAL,4,72,6,18.0,0,2,50.0,36,0,0
B Miller,STL,1,18,1,18.0,0,1,100.0,18,0,0
G Whimper,JAX,1,17,1,17.0,0,1,100.0,17,0,0
R Grant,GB,1,17,1,17.0,0,1,100.0,17,0,0
V Cruz,NYG,7,119,9,17.0,0,5,71.4,42,0,0
J Jones,ATL,4,68,11,17.0,0,3,75.0,26,0,0
P Garcon,IND,9,150,12,16.7,2,7,77.8,40,0,0
A Fasano,MIA,4,66,6,16.5,0,4,100.0,26,0,0
F Davis,WSH,6,99,13,16.5,0,4,66.7,42,0,0
L Tomlinson,NYJ,1,16,1,16.0,0,1,100.0,16,0,0
S Smith,CAR,2,32,6,16.0,0,1,50.0,23,0,0
